Datetime,String,String,String,String,Datetime,Datetime
07Jan2020,Y4 000806 ,TIJ,MEX,XAVLS,07Jan2020 00:04,07Jan2020 03:38
07Jan2020,Y4 000807 ,MEX,TIJ,N530VL,07Jan2020 04:13,07Jan2020 08:07
07Jan2020,Y4 000810 ,TIJ,MEX,N506VL,07Jan2020 07:02,07Jan2020 10:36
07Jan2020,Y4 000811 ,MEX,TIJ,XAVRD,07Jan2020 14:13,07Jan2020 18:07
07Jan2020,Y4 000812 ,TIJ,MEX,N525VL,07Jan2020 19:34,07Jan2020 23:08
07Jan2020,Y4 000813 ,MEX,TIJ,N544VL,07Jan2020 21:14,08Jan2020 01:08
07Jan2020,Y4 000814 ,TIJ,MEX,XAVRD,07Jan2020 07:51,07Jan2020 11:25
07Jan2020,Y4 000815 ,MEX,TIJ,N506VL,07Jan2020 12:41,07Jan2020 16:35
07Jan2020,Y4 000816 ,TIJ,MEX,N506VL,07Jan2020 17:35,07Jan2020 21:09
07Jan2020,Y4 000817 ,MEX,TIJ,N525VL,07Jan2020 15:06,07Jan2020 19:00
07Jan2020,Y4 000818 ,TIJ,MEX,N525VL,07Jan2020 01:38,07Jan2020 05:12
07Jan2020,Y4 000819 ,MEX,TIJ,N522VL,07Jan2020 02:38,07Jan2020 06:32
07Jan2020,Y4 000820 ,TIJ,MEX,XAVLE,07Jan2020 18:41,07Jan2020 22:15
07Jan2020,Y4 000821 ,MEX,TIJ,N541VL,07Jan2020 03:27,07Jan2020 07:21
07Jan2020,Y4 000824 ,MEX,CTM,XAVLE,07Jan2020 21:54,07Jan2020 23:55
07Jan2020,Y4 000825 ,CTM,MEX,XAVRI,07Jan2020 00:25,07Jan2020 02:52
07Jan2020,Y4 000828 ,MEX,TAP,XAVLZ,07Jan2020 00:25,07Jan2020 02:12
07Jan2020,Y4 000829 ,TAP,MEX,XAVLZ,07Jan2020 02:54,07Jan2020 04:56
07Jan2020,Y4 000842 ,TIJ,CLQ,N530VL,07Jan2020 16:40,07Jan2020 19:40
07Jan2020,Y4 000843 ,CLQ,TIJ,N530VL,07Jan2020 20:12,07Jan2020 23:20
07Jan2020,Y4 000844 ,TIJ,TPQ,N533VL,07Jan2020 13:12,07Jan2020 15:50
07Jan2020,Y4 000845 ,TPQ,TIJ,N533VL,07Jan2020 16:20,07Jan2020 19:07
07Jan2020,Y4 000846 ,TIJ,QRO,XAVLJ,07Jan2020 17:35,07Jan2020 20:38
07Jan2020,Y4 000847 ,QRO,TIJ,XAVLJ,07Jan2020 21:20,08Jan2020 00:52
07Jan2020,Y4 000878 ,CUL,PHX,XAVLQ,07Jan2020 19:02,07Jan2020 21:08
07Jan2020,Y4 000879 ,PHX,CUL,XAVLQ,07Jan2020 22:28,08Jan2020 00:25
07Jan2020,Y4 000889 ,LAX,GDL,N521VL,07Jan2020 06:28,07Jan2020 09:41
07Jan2020,Y4 000896 ,GDL,SEA,N531VL,07Jan2020 23:12,08Jan2020 04:45
07Jan2020,Y4 000897 ,SEA,GDL,XAVLL,07Jan2020 06:05,07Jan2020 11:01
07Jan2020,Y4 000899 ,LAX,BJX,N520VL,07Jan2020 17:52,07Jan2020 21:05
07Jan2020,Y4 000900 ,BJX,LAX,N520VL,07Jan2020 22:05,08Jan2020 01:53
07Jan2020,Y4 000901 ,LAX,MEX,N528VL,07Jan2020 08:08,07Jan2020 12:05
07Jan2020,Y4 000902 ,GDL,OAK,N524VL,07Jan2020 02:04,07Jan2020 06:23
07Jan2020,Y4 000903 ,OAK,GDL,N524VL,07Jan2020 07:38,07Jan2020 11:28
07Jan2020,Y4 000905 ,OAK,MEX,XAVRK,07Jan2020 06:10,07Jan2020 10:35
07Jan2020,Y4 000908 ,AGU,MDW,XAVOK,07Jan2020 23:27,08Jan2020 03:14
07Jan2020,Y4 000909 ,MDW,AGU,XAVOK,07Jan2020 18:20,07Jan2020 22:37
07Jan2020,Y4 000912 ,GDL,LAX,N520VL,07Jan2020 12:30,07Jan2020 16:12
07Jan2020,Y4 000913 ,LAX,GDL,N505VL,07Jan2020 09:25,07Jan2020 12:38
07Jan2020,Y4 000914 ,GDL,LAX,N505VL,07Jan2020 04:03,07Jan2020 07:45
07Jan2020,Y4 000915 ,LAX,GDL,N515VL,07Jan2020 03:33,07Jan2020 06:46
07Jan2020,Y4 000916 ,GDL,LAX,XAVLT,07Jan2020 18:38,07Jan2020 22:20
07Jan2020,Y4 000917 ,LAX,GDL,N535VL,07Jan2020 20:24,07Jan2020 23:37
07Jan2020,Y4 000918 ,GDL,LAX,N535VL,07Jan2020 15:02,07Jan2020 18:44
07Jan2020,Y4 000919 ,LAX,GDL,N531VL,07Jan2020 03:57,07Jan2020 07:10
07Jan2020,Y4 000920 ,MLM,LAX,N511VL,07Jan2020 01:49,07Jan2020 05:45
07Jan2020,Y4 000922 ,ZCL,LAX,N521VL,07Jan2020 01:28,07Jan2020 04:58
07Jan2020,Y4 000926 ,MEX,LAX,N528VL,07Jan2020 02:16,07Jan2020 06:38
07Jan2020,Y4 000930 ,GDL,SJC,N526VL,07Jan2020 14:04,07Jan2020 18:15
07Jan2020,Y4 000931 ,SJC,GDL,N526VL,07Jan2020 19:45,07Jan2020 23:26
07Jan2020,Y4 000936 ,GDL,ONT,XAVRJ,07Jan2020 03:35,07Jan2020 07:00
07Jan2020,Y4 000937 ,ONT,GDL,XAVRJ,07Jan2020 08:40,07Jan2020 11:42
07Jan2020,Y4 000938 ,GDL,PDX,XAVOE,07Jan2020 23:31,08Jan2020 04:45
07Jan2020,Y4 000939 ,PDX,GDL,XAVLB,07Jan2020 06:15,07Jan2020 10:58
07Jan2020,Y4 000940 ,GDL,MDW,XAVOK,07Jan2020 13:00,07Jan2020 17:05
07Jan2020,Y4 000941 ,MDW,GDL,XAVOD,07Jan2020 23:37,08Jan2020 04:16
07Jan2020,Y4 000942 ,BJX,MDW,XAVLF,07Jan2020 16:32,07Jan2020 20:25
07Jan2020,Y4 000943 ,MDW,BJX,XAVLF,07Jan2020 21:40,08Jan2020 02:15
07Jan2020,Y4 000944 ,DGO,MDW,XAVLS,07Jan2020 14:04,07Jan2020 17:46
07Jan2020,Y4 000945 ,MDW,DGO,XAVLS,07Jan2020 19:06,07Jan2020 23:28
07Jan2020,Y4 000946 ,MLM,MDW,XAVOD,07Jan2020 18:23,07Jan2020 22:18
07Jan2020,Y4 000947 ,MDW,MLM,XAVOD,07Jan2020 13:00,07Jan2020 17:28
07Jan2020,Y4 000950 ,GDL,FAT,N509VL,07Jan2020 04:14,07Jan2020 08:10
07Jan2020,Y4 000951 ,FAT,GDL,N509VL,07Jan2020 08:20,07Jan2020 11:50
07Jan2020,Y4 000954 ,MEX,ORD,XAVLU,07Jan2020 13:09,07Jan2020 17:26
07Jan2020,Y4 000955 ,ORD,MEX,XAVLU,07Jan2020 19:06,07Jan2020 23:54
07Jan2020,Y4 000960 ,GDL,LAS,N538VL,07Jan2020 18:37,07Jan2020 22:11
07Jan2020,Y4 000961 ,LAS,GDL,N538VL,07Jan2020 23:26,08Jan2020 02:45
07Jan2020,Y4 000964 ,MEX,SAT,N521VL,07Jan2020 17:22,07Jan2020 19:36
07Jan2020,Y4 000965 ,SAT,MEX,N521VL,07Jan2020 20:54,07Jan2020 23:07
07Jan2020,Y4 000966 ,MEX,LAS,XAVLC,07Jan2020 16:03,07Jan2020 20:13
07Jan2020,Y4 000967 ,LAS,MEX,XAVLC,07Jan2020 21:28,08Jan2020 01:19
07Jan2020,Y4 000968 ,GDL,SJC,N510VL,07Jan2020 16:04,07Jan2020 20:15
07Jan2020,Y4 000969 ,SJC,GDL,N510VL,07Jan2020 21:45,08Jan2020 01:26
07Jan2020,Y4 000970 ,GDL,SMF,XAVLK,07Jan2020 02:33,07Jan2020 06:54
07Jan2020,Y4 000971 ,SMF,GDL,XAVLK,07Jan2020 07:49,07Jan2020 11:38
07Jan2020,Y4 000972 ,GDL,ORD,N534VL,07Jan2020 00:53,07Jan2020 05:04
07Jan2020,Y4 000973 ,ORD,GDL,N534VL,07Jan2020 06:44,07Jan2020 11:30
07Jan2020,Y4 000975 ,PHX,GDL,XAVRH,07Jan2020 00:24,07Jan2020 03:03
07Jan2020,Y4 000976 ,GDL,MCO,N531VL,07Jan2020 13:06,07Jan2020 16:45
07Jan2020,Y4 000977 ,MCO,GDL,N531VL,07Jan2020 18:15,07Jan2020 22:22
07Jan2020,Y4 000982 ,MEX,DEN,N528VL,07Jan2020 13:17,07Jan2020 17:15
07Jan2020,Y4 000983 ,DEN,MEX,N528VL,07Jan2020 18:55,07Jan2020 22:46
07Jan2020,Y4 000989 ,LAX,GDL,N511VL,07Jan2020 07:15,07Jan2020 10:28
07Jan2020,Y4 005406 ,TIJ,CEN,N507VL,07Jan2020 15:48,07Jan2020 17:22
07Jan2020,Y4 005407 ,CEN,TIJ,N507VL,07Jan2020 17:58,07Jan2020 19:44
07Jan2020,Y4 005427 ,GDL,TIJ,XAVLD,07Jan2020 12:05,07Jan2020 15:18
07Jan2020,Y4 005428 ,TIJ,GDL,N526VL,07Jan2020 03:05,07Jan2020 05:57
07Jan2020,Y4 005444 ,TIJ,MLM,N539VL,07Jan2020 10:48,07Jan2020 13:51
07Jan2020,Y4 005550 ,TIJ,PVR,N533VL,07Jan2020 20:14,07Jan2020 22:54
07Jan2020,Y4 005551 ,PVR,TIJ,N533VL,07Jan2020 23:31,08Jan2020 02:26
07Jan2020,Y4 005591 ,MZT,TIJ,N506VL,07Jan2020 02:48,07Jan2020 05:21
07Jan2020,Y4 005598 ,GDL,HMO,N505VL,07Jan2020 21:00,07Jan2020 23:15
07Jan2020,Y4 005599 ,HMO,GDL,N505VL,07Jan2020 23:55,08Jan2020 02:01
07Jan2020,Y4 005624 ,GDL,MXL,XAVRK,07Jan2020 14:00,07Jan2020 17:00
07Jan2020,Y4 005625 ,MXL,GDL,XAVRK,07Jan2020 17:35,07Jan2020 20:20
07Jan2020,Y4 005648 ,GDL,ORD,XAVRF,07Jan2020 19:14,07Jan2020 23:25
07Jan2020,Y4 005680 ,GDL,LAP,XAVLB,07Jan2020 14:47,07Jan2020 16:31
07Jan2020,Y4 005681 ,LAP,GDL,XAVLB,07Jan2020 17:11,07Jan2020 18:47
07Jan2020,Y4 005734 ,MEX,GDL,XAVRJ,07Jan2020 01:06,07Jan2020 02:34
07Jan2020,Y4 005896 ,GDL,SEA,N529VL,07Jan2020 21:42,08Jan2020 03:15
07Jan2020,Y4 005902 ,GDL,OAK,XAVLB,07Jan2020 19:45,08Jan2020 00:04
07Jan2020,Y4 005941 ,MDW,GDL,XAVRF,07Jan2020 13:45,07Jan2020 18:24
07Jan2020,Y4 005946 ,MLM,MDW,N539VL,07Jan2020 14:41,07Jan2020 18:36
07Jan2020,Y4 005947 ,MDW,MLM,N539VL,07Jan2020 19:51,08Jan2020 00:19
07Jan2020,Y4 005961 ,LAS,GDL,N520VL,07Jan2020 03:53,07Jan2020 07:12
07Jan2020,Y4 005998 ,GDL,RNO,XAVOZ,07Jan2020 15:57,07Jan2020 20:25
07Jan2020,Y4 005999 ,RNO,GDL,XAVOZ,07Jan2020 22:05,08Jan2020 01:59
NULL,Y4 007895 ,JFK,NULL,XAVRA,NULL,NULL
08Jan2020,Q6 004054 ,SJO,CUN,N504VL,08Jan2020 18:35,08Jan2020 21:04
08Jan2020,Q6 004055 ,CUN,SJO,N504VL,08Jan2020 21:54,09Jan2020 00:09
08Jan2020,Q6 004069 ,GUA,SJO,N504VL,08Jan2020 16:14,08Jan2020 17:50
08Jan2020,Q6 004069 ,MEX,GUA,N504VL,08Jan2020 13:26,08Jan2020 15:29
08Jan2020,Q6 004082 ,SAL,IAD,N503VL,08Jan2020 22:31,09Jan2020 02:58
08Jan2020,Q6 004084 ,SAL,JFK,N501VL,08Jan2020 00:31,08Jan2020 05:19
08Jan2020,Q6 004085 ,JFK,SAL,N501VL,08Jan2020 09:21,08Jan2020 14:35
08Jan2020,Q6 004092 ,SAL,GUA,N501VL,08Jan2020 22:51,08Jan2020 23:40
08Jan2020,Q6 004092 ,SJO,SAL,N501VL,08Jan2020 20:00,08Jan2020 21:31
08Jan2020,Q6 004093 ,GUA,SAL,N503VL,08Jan2020 14:04,08Jan2020 15:00
08Jan2020,Q6 004093 ,LAX,GUA,N503VL,08Jan2020 08:24,08Jan2020 13:24
08Jan2020,Q6 004093 ,SAL,SJO,N501VL,08Jan2020 15:45,08Jan2020 17:05
08Jan2020,Y4 000110 ,PBC,CUN,N523VL,08Jan2020 14:19,08Jan2020 16:26
08Jan2020,Y4 000111 ,CUN,PBC,N523VL,08Jan2020 11:30,08Jan2020 13:43
08Jan2020,Y4 000112 ,QRO,CUN,N523VL,08Jan2020 20:09,08Jan2020 22:30
08Jan2020,Y4 000113 ,CUN,QRO,N523VL,08Jan2020 17:02,08Jan2020 19:37
08Jan2020,Y4 000114 ,CJS,CUN,XAVLE,08Jan2020 21:52,09Jan2020 01:11
08Jan2020,Y4 000115 ,CUN,CJS,XAVLE,08Jan2020 17:28,08Jan2020 21:22
08Jan2020,Y4 000119 ,CUN,TGZ,N514VL,08Jan2020 21:36,08Jan2020 23:31
08Jan2020,Y4 000125 ,CUN,AGU,XAVRH,08Jan2020 00:55,08Jan2020 03:40
08Jan2020,Y4 000126 ,MTY,OAX,N506VL,08Jan2020 22:37,09Jan2020 00:37
08Jan2020,Y4 000129 ,SJD,MTY,XAVOC,08Jan2020 01:15,08Jan2020 03:07
08Jan2020,Y4 000150 ,GDL,PXM,N513VL,08Jan2020 13:30,08Jan2020 15:08
08Jan2020,Y4 000151 ,PXM,GDL,N513VL,08Jan2020 15:38,08Jan2020 17:15
08Jan2020,Y4 000159 ,OAX,GDL,XAVLK,08Jan2020 03:07,08Jan2020 04:46
08Jan2020,Y4 000164 ,CUL,MXL,XAVRK,08Jan2020 19:06,08Jan2020 21:12
08Jan2020,Y4 000165 ,MXL,CUL,XAVRK,08Jan2020 21:52,08Jan2020 23:47
08Jan2020,Y4 000175 ,SLP,MEX,XAVRC,08Jan2020 00:31,08Jan2020 01:39
08Jan2020,Y4 000178 ,MEX,MTY,XAVOI,08Jan2020 03:09,08Jan2020 04:52
08Jan2020,Y4 000179 ,MTY,MEX,XAVOI,08Jan2020 00:46,08Jan2020 02:28
08Jan2020,Y4 000180 ,MEX,MTY,XAVOZ,08Jan2020 12:55,08Jan2020 14:38
08Jan2020,Y4 000181 ,MTY,MEX,XAVOC,08Jan2020 11:46,08Jan2020 13:28
08Jan2020,Y4 000182 ,MEX,MTY,N506VL,08Jan2020 14:20,08Jan2020 15:57
08Jan2020,Y4 000183 ,MTY,MEX,XAVOZ,08Jan2020 15:08,08Jan2020 16:50
08Jan2020,Y4 000184 ,MEX,MTY,XAVLZ,08Jan2020 04:10,08Jan2020 06:14
08Jan2020,Y4 000184R,MEX,MEX,N517VL,08Jan2020 02:37,08Jan2020 04:20
08Jan2020,Y4 000185 ,MTY,MEX,XAVLZ,08Jan2020 06:44,08Jan2020 08:03
08Jan2020,Y4 000186 ,MEX,MTY,XAVOC,08Jan2020 21:12,08Jan2020 22:55
08Jan2020,Y4 000187 ,MTY,MEX,XAVOC,08Jan2020 23:25,09Jan2020 01:07
08Jan2020,Y4 000190 ,MTY,CUN,XAVOI,08Jan2020 11:58,08Jan2020 14:18
08Jan2020,Y4 000191 ,CUN,MTY,N506VL,08Jan2020 19:28,08Jan2020 22:04
08Jan2020,Y4 000208 ,MTY,PBC,N530VL,08Jan2020 19:56,08Jan2020 21:31
08Jan2020,Y4 000209 ,PBC,MTY,N530VL,08Jan2020 22:01,08Jan2020 23:42
08Jan2020,Y4 000226 ,MTY,CUN,N506VL,08Jan2020 16:33,08Jan2020 18:53
08Jan2020,Y4 000228 ,MTY,CUN,XAVOI,08Jan2020 18:21,08Jan2020 20:41
08Jan2020,Y4 000229 ,CUN,MTY,XAVOI,08Jan2020 21:25,09Jan2020 00:01
08Jan2020,Y4 000231 ,CUN,MTY,XAVOI,08Jan2020 14:48,08Jan2020 17:24
08Jan2020,Y4 000234 ,MTY,MXL,N530VL,08Jan2020 13:30,08Jan2020 16:31
08Jan2020,Y4 000235 ,MXL,MTY,N530VL,08Jan2020 17:01,08Jan2020 19:26
08Jan2020,Y4 000240 ,GDL,CJS,N513VL,08Jan2020 23:11,09Jan2020 01:33
08Jan2020,Y4 000241 ,CJS,GDL,N524VL,08Jan2020 02:04,08Jan2020 04:18
08Jan2020,Y4 000252 ,BJX,SMF,XAVLF,08Jan2020 03:29,08Jan2020 08:00
08Jan2020,Y4 000253 ,SMF,BJX,XAVLF,08Jan2020 08:48,08Jan2020 12:39
08Jan2020,Y4 000256 ,BJX,MID,XAVRI,08Jan2020 04:14,08Jan2020 06:20
08Jan2020,Y4 000257 ,MID,BJX,XAVRI,08Jan2020 01:10,08Jan2020 03:29
08Jan2020,Y4 000258 ,MID,HMO,XAVRI,08Jan2020 17:14,08Jan2020 21:13
08Jan2020,Y4 000260 ,HMO,CJS,XAVRI,08Jan2020 21:44,08Jan2020 22:51
08Jan2020,Y4 000261 ,CJS,HMO,XAVRI,08Jan2020 23:26,09Jan2020 00:42
08Jan2020,Y4 000266 ,MID,OAX,XAVRI,08Jan2020 12:15,08Jan2020 14:00
08Jan2020,Y4 000267 ,OAX,MID,XAVRI,08Jan2020 14:30,08Jan2020 16:12
08Jan2020,Y4 000278 ,MEX,CJS,N544VL,08Jan2020 16:30,08Jan2020 19:17
08Jan2020,Y4 000279 ,CJS,MEX,N544VL,08Jan2020 19:49,08Jan2020 22:10
08Jan2020,Y4 000282 ,CUU,QRO,XAVLL,08Jan2020 01:43,08Jan2020 03:33
08Jan2020,Y4 000294 ,MEX,DGO,XAVLP,08Jan2020 19:38,08Jan2020 21:25
08Jan2020,Y4 000295 ,DGO,MEX,XAVLP,08Jan2020 17:09,08Jan2020 18:48
08Jan2020,Y4 000298 ,DGO,DFW,XAVLP,08Jan2020 22:25,09Jan2020 00:41
08Jan2020,Y4 000300 ,GDL,DGO,XAVLP,08Jan2020 15:24,08Jan2020 16:39
08Jan2020,Y4 000315 ,DGO,GDL,XAVLS,08Jan2020 00:18,08Jan2020 01:28
08Jan2020,Y4 000351 ,QRO,GDL,XAVLL,08Jan2020 13:36,08Jan2020 14:51
08Jan2020,Y4 000399 ,BJX,TIJ,XAVLO,08Jan2020 02:30,08Jan2020 05:47
08Jan2020,Y4 000400 ,TIJ,BJX,N533VL,08Jan2020 10:01,08Jan2020 12:56
08Jan2020,Y4 000401 ,BJX,TIJ,XAVLF,08Jan2020 13:42,08Jan2020 16:59
08Jan2020,Y4 000402 ,TIJ,BJX,XAVOM,08Jan2020 16:03,08Jan2020 18:58
08Jan2020,Y4 000403 ,BJX,TIJ,XAVLJ,08Jan2020 05:17,08Jan2020 08:34
08Jan2020,Y4 000404 ,TIJ,BJX,XAVLJ,08Jan2020 01:42,08Jan2020 04:37
08Jan2020,Y4 000405 ,BJX,TIJ,N536VL,08Jan2020 12:05,08Jan2020 15:22
08Jan2020,Y4 000406 ,TIJ,CEN,XAVLQ,08Jan2020 19:02,08Jan2020 20:36
08Jan2020,Y4 000407 ,CEN,TIJ,XAVLQ,08Jan2020 21:06,08Jan2020 22:52
08Jan2020,Y4 000408 ,TIJ,BJX,N536VL,08Jan2020 08:20,08Jan2020 10:58
08Jan2020,Y4 000409 ,BJX,TIJ,N537VL,08Jan2020 02:07,08Jan2020 05:24
08Jan2020,Y4 000410 ,TIJ,CUL,XAVRK,08Jan2020 16:24,08Jan2020 18:27
08Jan2020,Y4 000411 ,CUL,TIJ,N537VL,08Jan2020 17:41,08Jan2020 19:59
08Jan2020,Y4 000412 ,TIJ,CUL,N537VL,08Jan2020 20:43,08Jan2020 22:46
08Jan2020,Y4 000414 ,TIJ,CUL,XAVRK,08Jan2020 01:30,08Jan2020 03:33
08Jan2020,Y4 000415 ,CUL,TIJ,XAVRK,08Jan2020 04:03,08Jan2020 06:21
08Jan2020,Y4 000417 ,CUL,TIJ,N537VL,08Jan2020 23:44,09Jan2020 02:02
08Jan2020,Y4 000418 ,TIJ,CUL,N543VL,08Jan2020 02:46,08Jan2020 04:49
08Jan2020,Y4 000419 ,CUL,TIJ,XAVLQ,08Jan2020 05:12,08Jan2020 07:30
08Jan2020,Y4 000422 ,TIJ,GDL,N515VL,08Jan2020 17:39,08Jan2020 20:31
08Jan2020,Y4 000423 ,GDL,TIJ,N515VL,08Jan2020 21:17,09Jan2020 00:30
08Jan2020,Y4 000424 ,TIJ,GDL,N507VL,08Jan2020 01:10,08Jan2020 04:02
08Jan2020,Y4 000425 ,GDL,TIJ,XAVLT,08Jan2020 23:44,09Jan2020 02:57
08Jan2020,Y4 000427 ,GDL,TIJ,N535VL,08Jan2020 14:36,08Jan2020 17:49
08Jan2020,Y4 000428 ,TIJ,GDL,XAVLW,08Jan2020 08:50,08Jan2020 11:27
08Jan2020,Y4 000429 ,GDL,TIJ,N524VL,08Jan2020 05:00,08Jan2020 08:13
08Jan2020,Y4 000431 ,GDL,TIJ,XAVLW,08Jan2020 04:20,08Jan2020 07:33
08Jan2020,Y4 000432 ,TIJ,GDL,N537VL,08Jan2020 10:58,08Jan2020 13:50
08Jan2020,Y4 000434 ,TIJ,GDL,N534VL,08Jan2020 00:16,08Jan2020 03:08
08Jan2020,Y4 000437 ,GDL,TIJ,XAVLW,08Jan2020 17:19,08Jan2020 20:32
08Jan2020,Y4 000438 ,TIJ,CUL,XAVLN,08Jan2020 19:21,08Jan2020 21:24
08Jan2020,Y4 000439 ,CUL,TIJ,XAVLN,08Jan2020 22:02,09Jan2020 00:20
08Jan2020,Y4 000440 ,TIJ,MLM,N511VL,08Jan2020 07:52,08Jan2020 10:55
08Jan2020,Y4 000441 ,MLM,TIJ,XAVLX,08Jan2020 12:00,08Jan2020 15:26
08Jan2020,Y4 000442 ,TIJ,MLM,XAVLF,08Jan2020 19:48,08Jan2020 22:51
08Jan2020,Y4 000443 ,MLM,TIJ,XAVLF,08Jan2020 23:31,09Jan2020 02:57
08Jan2020,Y4 000444 ,TIJ,MLM,XAVLJ,08Jan2020 14:15,08Jan2020 17:18
08Jan2020,Y4 000445 ,MLM,TIJ,XAVLJ,08Jan2020 17:48,08Jan2020 21:14
08Jan2020,Y4 000446 ,TIJ,CUL,N539VL,08Jan2020 22:14,09Jan2020 00:17
08Jan2020,Y4 000448 ,TIJ,MID,XAVRD,08Jan2020 07:46,08Jan2020 11:57
08Jan2020,Y4 000450 ,TIJ,SJD,N535VL,08Jan2020 18:29,08Jan2020 20:39
08Jan2020,Y4 000451 ,SJD,TIJ,N535VL,08Jan2020 21:14,08Jan2020 23:31
08Jan2020,Y4 000454 ,TIJ,DGO,N519VL,08Jan2020 10:20,08Jan2020 12:43
08Jan2020,Y4 000455 ,DGO,TIJ,N519VL,08Jan2020 13:13,08Jan2020 15:57
08Jan2020,Y4 000457 ,TRC,TIJ,XAVLR,08Jan2020 02:52,08Jan2020 05:36
08Jan2020,Y4 000458 ,TIJ,DGO,XAVLQ,08Jan2020 23:22,09Jan2020 01:45
08Jan2020,Y4 000460 ,TIJ,PBC,XAVRH,08Jan2020 17:10,08Jan2020 20:38
08Jan2020,Y4 000461 ,PBC,TIJ,XAVRH,08Jan2020 21:08,09Jan2020 01:00
08Jan2020,Y4 000462 ,TIJ,TAP,XAVLR,08Jan2020 20:47,09Jan2020 01:06
08Jan2020,Y4 000470 ,TIJ,CUN,N539VL,08Jan2020 09:47,08Jan2020 14:11
08Jan2020,Y4 000471 ,CUN,TIJ,N539VL,08Jan2020 14:51,08Jan2020 20:07
08Jan2020,Y4 000475 ,SLP,TIJ,N522VL,08Jan2020 02:09,08Jan2020 05:23
08Jan2020,Y4 000476 ,TIJ,CJS,N522VL,08Jan2020 23:59,09Jan2020 01:51
08Jan2020,Y4 000478 ,TIJ,CUU,XAVLN,08Jan2020 02:29,08Jan2020 04:24
08Jan2020,Y4 000479 ,CUU,TIJ,XAVLN,08Jan2020 05:01,08Jan2020 07:13
08Jan2020,Y4 000490 ,TIJ,AGU,XAVRH,08Jan2020 09:10,08Jan2020 11:56
08Jan2020,Y4 000491 ,AGU,TIJ,XAVRH,08Jan2020 12:26,08Jan2020 15:30
08Jan2020,Y4 000492 ,TIJ,AGU,N530VL,08Jan2020 00:10,08Jan2020 02:56
08Jan2020,Y4 000493 ,AGU,TIJ,N530VL,08Jan2020 03:26,08Jan2020 06:30
08Jan2020,Y4 000495 ,AGU,TIJ,XAVRH,08Jan2020 04:13,08Jan2020 07:17
08Jan2020,Y4 000500 ,TIJ,HMO,N515VL,08Jan2020 13:16,08Jan2020 14:40
08Jan2020,Y4 000501 ,HMO,TIJ,N515VL,08Jan2020 15:10,08Jan2020 16:40
08Jan2020,Y4 000502 ,TIJ,HMO,XAVRD,08Jan2020 03:34,08Jan2020 04:58
08Jan2020,Y4 000503 ,HMO,TIJ,XAVRD,08Jan2020 05:46,08Jan2020 07:16
08Jan2020,Y4 000510 ,TIJ,MTY,N530VL,08Jan2020 10:15,08Jan2020 13:00
08Jan2020,Y4 000511 ,MTY,TIJ,N511VL,08Jan2020 02:12,08Jan2020 05:19
08Jan2020,Y4 000512 ,TIJ,MTY,N536VL,08Jan2020 16:06,08Jan2020 18:51
08Jan2020,Y4 000513 ,MTY,TIJ,N536VL,08Jan2020 19:36,08Jan2020 22:43
08Jan2020,Y4 000540 ,TIJ,OAX,N522VL,08Jan2020 09:30,08Jan2020 13:13
08Jan2020,Y4 000541 ,OAX,TIJ,N522VL,08Jan2020 14:00,08Jan2020 18:09
08Jan2020,Y4 000542 ,TIJ,OAX,XAVLM,08Jan2020 21:44,09Jan2020 01:27
08Jan2020,Y4 000543 ,OAX,TIJ,XAVLM,08Jan2020 01:33,08Jan2020 05:42
08Jan2020,Y4 000544 ,TIJ,TGZ,XAVLN,08Jan2020 09:35,08Jan2020 13:38
08Jan2020,Y4 000545 ,TGZ,TIJ,XAVLN,08Jan2020 14:08,08Jan2020 18:47
08Jan2020,Y4 000550 ,TIJ,PVR,XAVLW,08Jan2020 21:12,08Jan2020 23:52
08Jan2020,Y4 000560 ,TIJ,LMM,N522VL,08Jan2020 18:48,08Jan2020 20:40
08Jan2020,Y4 000561 ,LMM,TIJ,N522VL,08Jan2020 21:21,08Jan2020 23:22
08Jan2020,Y4 000580 ,TIJ,LAP,N536VL,08Jan2020 23:23,09Jan2020 01:19
08Jan2020,Y4 000581 ,LAP,TIJ,XAVOM,08Jan2020 02:32,08Jan2020 04:38
08Jan2020,Y4 000590 ,TIJ,MZT,N524VL,08Jan2020 16:06,08Jan2020 18:25
08Jan2020,Y4 000591 ,MZT,TIJ,N524VL,08Jan2020 18:55,08Jan2020 21:28
08Jan2020,Y4 000592 ,TIJ,MZT,XAVLQ,08Jan2020 13:00,08Jan2020 15:19
08Jan2020,Y4 000593 ,MZT,TIJ,XAVLQ,08Jan2020 15:58,08Jan2020 18:31
08Jan2020,Y4 000596 ,GDL,MID,XAVRD,08Jan2020 21:57,09Jan2020 00:19
08Jan2020,Y4 000597 ,MID,GDL,XAVRD,08Jan2020 18:52,08Jan2020 21:27
08Jan2020,Y4 000598 ,GDL,HMO,N513VL,08Jan2020 17:45,08Jan2020 20:00
08Jan2020,Y4 000599 ,HMO,GDL,N513VL,08Jan2020 20:30,08Jan2020 22:36
08Jan2020,Y4 000600 ,GDL,CUN,N541VL,08Jan2020 01:00,08Jan2020 03:48
08Jan2020,Y4 000601 ,CUN,GDL,N541VL,08Jan2020 21:01,08Jan2020 23:58
08Jan2020,Y4 000606 ,GDL,CUN,N541VL,08Jan2020 17:34,08Jan2020 20:22
08Jan2020,Y4 000607 ,CUN,GDL,N525VL,08Jan2020 16:16,08Jan2020 19:13
