Datetime,String,String,String,String,Datetime,Datetime
13Jan2020,Y4 000440 ,TIJ,MLM,XAVOY,13Jan2020 07:52,13Jan2020 10:55
13Jan2020,Y4 000441 ,MLM,TIJ,XAVOY,13Jan2020 12:00,13Jan2020 15:26
13Jan2020,Y4 000442 ,TIJ,MLM,N518VL,13Jan2020 19:48,13Jan2020 22:51
13Jan2020,Y4 000443 ,MLM,TIJ,N518VL,13Jan2020 23:30,14Jan2020 02:56
13Jan2020,Y4 000443Z,MLM,TIJ,XAVLM,13Jan2020 00:07,13Jan2020 03:33
13Jan2020,Y4 000444 ,TIJ,MLM,N510VL,13Jan2020 14:15,13Jan2020 17:18
13Jan2020,Y4 000445 ,MLM,TIJ,N510VL,13Jan2020 17:53,13Jan2020 21:19
13Jan2020,Y4 000446 ,TIJ,CUL,XAVLX,13Jan2020 22:19,14Jan2020 00:22
13Jan2020,Y4 000450 ,TIJ,SJD,XAVRF,13Jan2020 18:29,13Jan2020 20:39
13Jan2020,Y4 000451 ,SJD,TIJ,XAVRF,13Jan2020 21:14,13Jan2020 23:31
13Jan2020,Y4 000452 ,TIJ,SJD,N510VL,13Jan2020 02:13,13Jan2020 04:23
13Jan2020,Y4 000453 ,SJD,TIJ,N510VL,13Jan2020 04:59,13Jan2020 07:16
13Jan2020,Y4 000454 ,TIJ,DGO,XAVLX,13Jan2020 10:20,13Jan2020 12:32
13Jan2020,Y4 000455 ,DGO,TIJ,XAVLX,13Jan2020 13:13,13Jan2020 15:57
13Jan2020,Y4 000460 ,TIJ,PBC,XAVLE,13Jan2020 17:10,13Jan2020 20:38
13Jan2020,Y4 000461 ,PBC,TIJ,XAVLE,13Jan2020 21:08,14Jan2020 01:00
13Jan2020,Y4 000463 ,TAP,TIJ,XAVLH,13Jan2020 01:41,13Jan2020 06:40
13Jan2020,Y4 000468 ,TIJ,CUN,N510VL,13Jan2020 21:51,14Jan2020 02:15
13Jan2020,Y4 000476 ,TIJ,CJS,XAVRA,13Jan2020 23:59,14Jan2020 01:51
13Jan2020,Y4 000477 ,CJS,TIJ,XAVLL,13Jan2020 02:21,13Jan2020 04:31
13Jan2020,Y4 000478 ,TIJ,CUU,N506VL,13Jan2020 02:29,13Jan2020 04:24
13Jan2020,Y4 000479 ,CUU,TIJ,N506VL,13Jan2020 05:01,13Jan2020 07:13
13Jan2020,Y4 000480 ,TIJ,CJS,XAVRI,13Jan2020 14:41,13Jan2020 16:33
13Jan2020,Y4 000481 ,CJS,TIJ,XAVRI,13Jan2020 17:08,13Jan2020 19:18
13Jan2020,Y4 000486 ,TIJ,MLM,N519VL,13Jan2020 09:30,13Jan2020 12:33
13Jan2020,Y4 000487 ,MLM,TIJ,N519VL,13Jan2020 13:03,13Jan2020 16:29
13Jan2020,Y4 000488 ,TIJ,GDL,XAVRD,13Jan2020 16:59,13Jan2020 19:51
13Jan2020,Y4 000489 ,GDL,TIJ,XAVRD,13Jan2020 20:21,13Jan2020 23:34
13Jan2020,Y4 000490 ,TIJ,AGU,XAVLS,13Jan2020 08:55,13Jan2020 11:41
13Jan2020,Y4 000491 ,AGU,TIJ,XAVLS,13Jan2020 12:11,13Jan2020 15:15
13Jan2020,Y4 000492 ,TIJ,AGU,XAVLR,13Jan2020 00:10,13Jan2020 02:56
13Jan2020,Y4 000493 ,AGU,TIJ,XAVLR,13Jan2020 03:26,13Jan2020 06:30
13Jan2020,Y4 000498 ,TIJ,BJX,N524VL,13Jan2020 00:05,13Jan2020 03:00
13Jan2020,Y4 000499 ,BJX,TIJ,XAVOM,13Jan2020 03:30,13Jan2020 06:47
13Jan2020,Y4 000500 ,TIJ,HMO,XAVLE,13Jan2020 13:16,13Jan2020 14:40
13Jan2020,Y4 000501 ,HMO,TIJ,XAVLE,13Jan2020 15:10,13Jan2020 16:40
13Jan2020,Y4 000502 ,TIJ,HMO,N544VL,13Jan2020 03:34,13Jan2020 04:58
13Jan2020,Y4 000503 ,HMO,TIJ,N544VL,13Jan2020 05:46,13Jan2020 07:16
13Jan2020,Y4 000510 ,TIJ,MTY,XAVOM,13Jan2020 10:15,13Jan2020 13:00
13Jan2020,Y4 000511 ,MTY,TIJ,XAVRD,13Jan2020 02:12,13Jan2020 05:19
13Jan2020,Y4 000512 ,TIJ,MTY,XAVLS,13Jan2020 15:56,13Jan2020 18:41
13Jan2020,Y4 000513 ,MTY,TIJ,XAVLS,13Jan2020 19:36,13Jan2020 22:43
13Jan2020,Y4 000530 ,TIJ,ACA,XAVRD,13Jan2020 08:30,13Jan2020 12:00
13Jan2020,Y4 000531 ,ACA,TIJ,XAVRD,13Jan2020 12:35,13Jan2020 16:29
13Jan2020,Y4 000540 ,TIJ,OAX,XAVLM,13Jan2020 09:30,13Jan2020 13:13
13Jan2020,Y4 000541 ,OAX,TIJ,XAVLM,13Jan2020 14:00,13Jan2020 18:09
13Jan2020,Y4 000547 ,HUX,TIJ,XAVOY,13Jan2020 01:55,13Jan2020 06:14
13Jan2020,Y4 000548 ,TIJ,ZIH,N544VL,13Jan2020 11:08,13Jan2020 14:21
13Jan2020,Y4 000549 ,ZIH,TIJ,N544VL,13Jan2020 14:56,13Jan2020 18:32
13Jan2020,Y4 000550 ,TIJ,PVR,XAVLH,13Jan2020 21:12,13Jan2020 23:52
13Jan2020,Y4 000551 ,PVR,TIJ,XAVLW,13Jan2020 00:27,13Jan2020 03:22
13Jan2020,Y4 000560 ,TIJ,LMM,XAVRA,13Jan2020 18:48,13Jan2020 20:40
13Jan2020,Y4 000561 ,LMM,TIJ,XAVRA,13Jan2020 21:21,13Jan2020 23:22
13Jan2020,Y4 000580 ,TIJ,LAP,XAVLS,13Jan2020 23:23,14Jan2020 01:19
13Jan2020,Y4 000581 ,LAP,TIJ,XAVLS,13Jan2020 01:54,13Jan2020 04:00
13Jan2020,Y4 000590 ,TIJ,MZT,XAVLX,13Jan2020 16:27,13Jan2020 18:46
13Jan2020,Y4 000591 ,MZT,TIJ,XAVLX,13Jan2020 19:16,13Jan2020 21:49
13Jan2020,Y4 000598 ,GDL,HMO,XAVLQ,13Jan2020 17:45,13Jan2020 20:00
13Jan2020,Y4 000599 ,HMO,GDL,XAVLQ,13Jan2020 20:30,13Jan2020 22:36
13Jan2020,Y4 000600 ,GDL,CUN,XAVLP,13Jan2020 01:00,13Jan2020 03:48
13Jan2020,Y4 000602 ,MLM,FAT,XAVLN,13Jan2020 04:13,13Jan2020 08:25
13Jan2020,Y4 000603 ,FAT,MLM,XAVLN,13Jan2020 10:05,13Jan2020 13:50
13Jan2020,Y4 000606 ,GDL,CUN,N513VL,13Jan2020 18:30,13Jan2020 21:18
13Jan2020,Y4 000607 ,CUN,GDL,N522VL,13Jan2020 16:16,13Jan2020 19:13
13Jan2020,Y4 000608 ,MEX,LAP,XAVRB,13Jan2020 12:11,13Jan2020 14:38
13Jan2020,Y4 000609 ,LAP,MEX,XAVRB,13Jan2020 15:13,13Jan2020 17:32
13Jan2020,Y4 000612 ,MEX,SJD,XAVRC,13Jan2020 17:48,13Jan2020 20:09
13Jan2020,Y4 000616 ,MEX,AGU,N521VL,13Jan2020 14:39,13Jan2020 16:08
13Jan2020,Y4 000617 ,AGU,MEX,N521VL,13Jan2020 16:38,13Jan2020 18:09
13Jan2020,Y4 000619 ,CUN,GDL,XAVLP,13Jan2020 13:00,13Jan2020 15:57
13Jan2020,Y4 000620 ,GDL,MXL,XAVLY,13Jan2020 11:40,13Jan2020 14:40
13Jan2020,Y4 000621 ,MXL,GDL,XAVLY,13Jan2020 15:18,13Jan2020 18:03
13Jan2020,Y4 000622 ,GDL,MXL,N525VL,13Jan2020 03:51,13Jan2020 06:51
13Jan2020,Y4 000623 ,MXL,GDL,N525VL,13Jan2020 07:22,13Jan2020 10:07
13Jan2020,Y4 000624 ,GDL,MXL,N534VL,13Jan2020 00:21,13Jan2020 03:21
13Jan2020,Y4 000625 ,MXL,GDL,N534VL,13Jan2020 03:56,13Jan2020 06:41
13Jan2020,Y4 000626 ,GDL,CJS,N513VL,13Jan2020 12:09,13Jan2020 14:31
13Jan2020,Y4 000627 ,CJS,GDL,N513VL,13Jan2020 15:01,13Jan2020 17:15
13Jan2020,Y4 000628 ,GDL,CUN,N539VL,13Jan2020 00:01,13Jan2020 02:49
13Jan2020,Y4 000630 ,GDL,CUN,XAVLO,13Jan2020 14:10,13Jan2020 16:58
13Jan2020,Y4 000631 ,CUN,GDL,N543VL,13Jan2020 19:43,13Jan2020 22:40
13Jan2020,Y4 000632 ,GDL,CUN,N543VL,13Jan2020 16:13,13Jan2020 19:01
13Jan2020,Y4 000633 ,CUN,GDL,N529VL,13Jan2020 23:11,14Jan2020 02:08
13Jan2020,Y4 000634 ,GDL,CUN,N522VL,13Jan2020 12:51,13Jan2020 15:39
13Jan2020,Y4 000635 ,CUN,GDL,N539VL,13Jan2020 03:21,13Jan2020 06:18
13Jan2020,Y4 000638 ,BJX,CUN,N536VL,13Jan2020 19:38,13Jan2020 22:07
13Jan2020,Y4 000639 ,CUN,BJX,N536VL,13Jan2020 22:47,14Jan2020 01:27
13Jan2020,Y4 000640 ,BJX,CUN,N508VL,13Jan2020 11:50,13Jan2020 14:19
13Jan2020,Y4 000641 ,CUN,BJX,N508VL,13Jan2020 02:33,13Jan2020 05:13
13Jan2020,Y4 000644 ,GDL,CUL,N535VL,13Jan2020 15:40,13Jan2020 17:06
13Jan2020,Y4 000645 ,CUL,GDL,N535VL,13Jan2020 13:34,13Jan2020 15:00
13Jan2020,Y4 000654 ,MEX,VER,N528VL,13Jan2020 12:58,13Jan2020 13:59
13Jan2020,Y4 000655 ,VER,MEX,N528VL,13Jan2020 14:38,13Jan2020 15:55
13Jan2020,Y4 000670 ,GDL,CUL,XAVLE,13Jan2020 03:11,13Jan2020 04:37
13Jan2020,Y4 000671 ,CUL,GDL,XAVLE,13Jan2020 01:05,13Jan2020 02:31
13Jan2020,Y4 000672 ,GDL,LMM,XAVOZ,13Jan2020 13:54,13Jan2020 15:39
13Jan2020,Y4 000673 ,LMM,GDL,XAVOZ,13Jan2020 16:09,13Jan2020 17:48
13Jan2020,Y4 000675 ,MTY,GDL,N530VL,13Jan2020 14:04,13Jan2020 15:35
13Jan2020,Y4 000676 ,GDL,MTY,N530VL,13Jan2020 11:58,13Jan2020 13:31
13Jan2020,Y4 000680 ,GDL,LAP,XAVLY,13Jan2020 18:55,13Jan2020 20:39
13Jan2020,Y4 000681 ,LAP,GDL,XAVLY,13Jan2020 21:19,13Jan2020 22:55
13Jan2020,Y4 000682 ,GDL,HMO,N513VL,13Jan2020 00:30,13Jan2020 02:45
13Jan2020,Y4 000683 ,HMO,GDL,N513VL,13Jan2020 03:25,13Jan2020 05:31
13Jan2020,Y4 000686 ,GDL,MID,XAVLD,13Jan2020 16:00,13Jan2020 18:22
13Jan2020,Y4 000687 ,MID,GDL,XAVLD,13Jan2020 12:55,13Jan2020 15:30
13Jan2020,Y4 000690 ,GDL,CUL,XAVLH,13Jan2020 13:12,13Jan2020 14:38
13Jan2020,Y4 000691 ,CUL,GDL,XAVLH,13Jan2020 15:13,13Jan2020 16:39
13Jan2020,Y4 000692 ,GDL,VER,N522VL,13Jan2020 19:50,13Jan2020 21:21
13Jan2020,Y4 000693 ,VER,GDL,N522VL,13Jan2020 22:03,13Jan2020 23:42
13Jan2020,Y4 000696 ,MEX,BJX,N524VL,13Jan2020 13:25,13Jan2020 14:51
13Jan2020,Y4 000697 ,BJX,MEX,N524VL,13Jan2020 11:25,13Jan2020 12:50
13Jan2020,Y4 000700 ,MEX,CUN,N542VL,13Jan2020 20:15,13Jan2020 22:33
13Jan2020,Y4 000701 ,CUN,MEX,N515VL,13Jan2020 17:40,13Jan2020 20:14
13Jan2020,Y4 000703 ,CUN,MEX,N526VL,13Jan2020 04:10,13Jan2020 06:44
13Jan2020,Y4 000705 ,CUN,MEX,N542VL,13Jan2020 23:18,14Jan2020 01:52
13Jan2020,Y4 000706 ,MEX,CUN,XAVLM,13Jan2020 23:01,14Jan2020 01:19
13Jan2020,Y4 000707 ,CUN,MEX,N542VL,13Jan2020 03:06,13Jan2020 05:40
13Jan2020,Y4 000709 ,CUN,MEX,XAVLV,13Jan2020 15:29,13Jan2020 18:03
13Jan2020,Y4 000710 ,MEX,CUN,N529VL,13Jan2020 00:54,13Jan2020 03:12
13Jan2020,Y4 000711 ,CUN,MEX,N515VL,13Jan2020 01:08,13Jan2020 03:42
13Jan2020,Y4 000712 ,MEX,CUN,XAVLZ,13Jan2020 17:51,13Jan2020 20:09
13Jan2020,Y4 000713 ,CUN,MEX,XAVLZ,13Jan2020 20:49,13Jan2020 23:23
13Jan2020,Y4 000714 ,MEX,CUN,XAVLV,13Jan2020 12:31,13Jan2020 14:49
13Jan2020,Y4 000715 ,CUN,MEX,N537VL,13Jan2020 01:59,13Jan2020 04:33
13Jan2020,Y4 000716 ,MEX,CUN,N515VL,13Jan2020 14:45,13Jan2020 17:03
13Jan2020,Y4 000718 ,MEX,CUN,N537VL,13Jan2020 22:10,14Jan2020 00:28
13Jan2020,Y4 000720 ,MEX,GDL,N525VL,13Jan2020 20:27,13Jan2020 21:55
13Jan2020,Y4 000721 ,GDL,MEX,N525VL,13Jan2020 22:25,13Jan2020 23:56
13Jan2020,Y4 000722 ,MEX,CUN,N542VL,13Jan2020 00:08,13Jan2020 02:26
13Jan2020,Y4 000724 ,MEX,CUU,XAVRC,13Jan2020 11:40,13Jan2020 14:06
13Jan2020,Y4 000725 ,CUU,MEX,XAVRC,13Jan2020 14:41,13Jan2020 17:03
13Jan2020,Y4 000728 ,MEX,GDL,XAVRF,13Jan2020 01:54,13Jan2020 03:22
13Jan2020,Y4 000729 ,GDL,MEX,XAVOC,13Jan2020 03:52,13Jan2020 05:23
13Jan2020,Y4 000731 ,GDL,MEX,N511VL,13Jan2020 12:33,13Jan2020 14:04
13Jan2020,Y4 000732 ,MEX,GDL,XAVLK,13Jan2020 04:01,13Jan2020 05:29
13Jan2020,Y4 000733 ,GDL,MEX,N506VL,13Jan2020 14:58,13Jan2020 16:29
13Jan2020,Y4 000734 ,MEX,GDL,N525VL,13Jan2020 16:20,13Jan2020 17:48
13Jan2020,Y4 000735 ,GDL,MEX,N525VL,13Jan2020 18:18,13Jan2020 19:49
13Jan2020,Y4 000736 ,MEX,GDL,XAVLQ,13Jan2020 12:00,13Jan2020 13:28
13Jan2020,Y4 000737 ,GDL,MEX,N505VL,13Jan2020 16:08,13Jan2020 17:39
13Jan2020,Y4 000738 ,MEX,GDL,N526VL,13Jan2020 13:55,13Jan2020 15:23
13Jan2020,Y4 000739 ,GDL,MEX,N525VL,13Jan2020 13:58,13Jan2020 15:29
13Jan2020,Y4 000740 ,GDL,HMO,XAVRH,13Jan2020 12:56,13Jan2020 15:11
13Jan2020,Y4 000741 ,HMO,GDL,XAVRH,13Jan2020 15:41,13Jan2020 17:47
13Jan2020,Y4 000742 ,MEX,GDL,N505VL,13Jan2020 22:08,13Jan2020 23:36
13Jan2020,Y4 000744 ,MEX,GDL,N506VL,13Jan2020 13:00,13Jan2020 14:28
13Jan2020,Y4 000745 ,GDL,MEX,XAVLQ,13Jan2020 00:06,13Jan2020 01:37
13Jan2020,Y4 000746 ,GDL,SJD,N534VL,13Jan2020 19:43,13Jan2020 21:20
13Jan2020,Y4 000747 ,SJD,GDL,N534VL,13Jan2020 21:56,13Jan2020 23:27
13Jan2020,Y4 000750 ,MEX,MXL,N542VL,13Jan2020 12:00,13Jan2020 15:37
13Jan2020,Y4 000751 ,MXL,MEX,XAVRC,13Jan2020 06:52,13Jan2020 10:10
13Jan2020,Y4 000752 ,MEX,MXL,XAVRC,13Jan2020 02:39,13Jan2020 06:16
13Jan2020,Y4 000753 ,MXL,MEX,N542VL,13Jan2020 16:12,13Jan2020 19:30
13Jan2020,Y4 000754 ,MEX,MID,N509VL,13Jan2020 17:55,13Jan2020 19:50
13Jan2020,Y4 000755 ,MID,MEX,XAVLD,13Jan2020 00:54,13Jan2020 03:05
13Jan2020,Y4 000756 ,MEX,MID,XAVLZ,13Jan2020 12:25,13Jan2020 14:20
13Jan2020,Y4 000757 ,MID,MEX,N509VL,13Jan2020 20:20,13Jan2020 22:31
13Jan2020,Y4 000758 ,MEX,MID,XAVLD,13Jan2020 03:40,13Jan2020 05:35
13Jan2020,Y4 000759 ,MID,MEX,XAVLZ,13Jan2020 14:55,13Jan2020 17:06
13Jan2020,Y4 000760 ,MEX,HMO,N509VL,13Jan2020 11:15,13Jan2020 14:10
13Jan2020,Y4 000761 ,HMO,MEX,N509VL,13Jan2020 14:40,13Jan2020 17:20
13Jan2020,Y4 000762 ,MEX,HMO,N509VL,13Jan2020 23:06,14Jan2020 02:01
13Jan2020,Y4 000763 ,HMO,MEX,N521VL,13Jan2020 02:31,13Jan2020 05:11
13Jan2020,Y4 000764 ,MEX,OAX,XAVOC,13Jan2020 17:25,13Jan2020 18:35
13Jan2020,Y4 000765 ,OAX,MEX,XAVOC,13Jan2020 19:05,13Jan2020 20:32
13Jan2020,Y4 000770 ,MEX,LAP,XAVRB,13Jan2020 18:48,13Jan2020 21:15
13Jan2020,Y4 000771 ,LAP,MEX,XAVRB,13Jan2020 21:50,14Jan2020 00:09
13Jan2020,Y4 000772 ,MEX,TGZ,N523VL,13Jan2020 13:48,13Jan2020 15:33
13Jan2020,Y4 000773 ,TGZ,MEX,N523VL,13Jan2020 16:12,13Jan2020 18:07
13Jan2020,Y4 000774 ,MEX,ACA,XAVLK,13Jan2020 00:25,13Jan2020 01:31
13Jan2020,Y4 000775 ,ACA,MEX,XAVLK,13Jan2020 02:01,13Jan2020 03:20
13Jan2020,Y4 000778 ,MEX,HUX,N505VL,13Jan2020 17:59,13Jan2020 19:23
13Jan2020,Y4 000779 ,HUX,MEX,N505VL,13Jan2020 19:53,13Jan2020 21:33
13Jan2020,Y4 000781 ,SJD,MEX,XAVRB,13Jan2020 02:42,13Jan2020 04:59
13Jan2020,Y4 000783 ,SJD,MEX,XAVRC,13Jan2020 20:44,13Jan2020 23:01
13Jan2020,Y4 000784 ,MEX,PVR,XAVRE,13Jan2020 18:17,13Jan2020 19:56
13Jan2020,Y4 000785 ,PVR,MEX,XAVRE,13Jan2020 20:31,13Jan2020 22:16
13Jan2020,Y4 000786 ,MEX,PVR,N533VL,13Jan2020 00:30,13Jan2020 02:09
13Jan2020,Y4 000787 ,PVR,MEX,N533VL,13Jan2020 02:44,13Jan2020 04:29
13Jan2020,Y4 000790 ,MEX,CUL,N520VL,13Jan2020 00:54,13Jan2020 03:06
13Jan2020,Y4 000791 ,CUL,MEX,N520VL,13Jan2020 03:41,13Jan2020 05:43
13Jan2020,Y4 000792 ,MEX,CUL,N537VL,13Jan2020 11:20,13Jan2020 13:32
13Jan2020,Y4 000793 ,CUL,MEX,N537VL,13Jan2020 14:07,13Jan2020 16:09
13Jan2020,Y4 000794 ,MEX,TGZ,N509VL,13Jan2020 00:21,13Jan2020 02:06
13Jan2020,Y4 000795 ,TGZ,MEX,N509VL,13Jan2020 02:36,13Jan2020 04:31
13Jan2020,Y4 000796 ,MEX,TAP,N537VL,13Jan2020 16:54,13Jan2020 18:48
13Jan2020,Y4 000797 ,TAP,MEX,N537VL,13Jan2020 19:23,13Jan2020 21:25
13Jan2020,Y4 000798 ,MEX,MZT,N521VL,13Jan2020 19:21,13Jan2020 21:09
13Jan2020,Y4 000799 ,MZT,MEX,N521VL,13Jan2020 21:47,13Jan2020 23:36
13Jan2020,Y4 000800 ,TIJ,UPN,XAVOY,13Jan2020 16:35,13Jan2020 19:34
13Jan2020,Y4 000801 ,UPN,TIJ,XAVOY,13Jan2020 20:04,13Jan2020 23:22
13Jan2020,Y4 000802 ,TIJ,UPN,N518VL,13Jan2020 00:00,13Jan2020 02:59
13Jan2020,Y4 000803 ,UPN,TIJ,N518VL,13Jan2020 03:44,13Jan2020 07:02
13Jan2020,Y4 000810 ,TIJ,MEX,XAVLQ,13Jan2020 07:02,13Jan2020 10:36
13Jan2020,Y4 000811 ,MEX,TIJ,XAVRA,13Jan2020 14:13,13Jan2020 18:07
13Jan2020,Y4 000812 ,TIJ,MEX,N539VL,13Jan2020 19:34,13Jan2020 23:08
13Jan2020,Y4 000813 ,MEX,TIJ,N533VL,13Jan2020 21:14,14Jan2020 01:08
13Jan2020,Y4 000814 ,TIJ,MEX,N506VL,13Jan2020 07:51,13Jan2020 11:25
13Jan2020,Y4 000815 ,MEX,TIJ,N533VL,13Jan2020 12:41,13Jan2020 16:35
13Jan2020,Y4 000816 ,TIJ,MEX,N533VL,13Jan2020 17:05,13Jan2020 20:39
13Jan2020,Y4 000817 ,MEX,TIJ,N539VL,13Jan2020 15:06,13Jan2020 19:00
13Jan2020,Y4 000818 ,TIJ,MEX,N528VL,13Jan2020 01:38,13Jan2020 05:12
13Jan2020,Y4 000819 ,MEX,TIJ,XAVLQ,13Jan2020 02:38,13Jan2020 06:32
13Jan2020,Y4 000820 ,TIJ,MEX,XAVLM,13Jan2020 18:41,13Jan2020 22:15
13Jan2020,Y4 000821 ,MEX,TIJ,XAVLX,13Jan2020 03:27,13Jan2020 07:21
13Jan2020,Y4 000824 ,MEX,CTM,N515VL,13Jan2020 21:54,13Jan2020 23:55
13Jan2020,Y4 000825 ,CTM,MEX,XAVLX,13Jan2020 00:25,13Jan2020 02:52
13Jan2020,Y4 000828 ,MEX,TAP,XAVRK,13Jan2020 00:25,13Jan2020 02:19
13Jan2020,Y4 000829 ,TAP,MEX,XAVRK,13Jan2020 02:54,13Jan2020 04:56
13Jan2020,Y4 000830 ,TIJ,ZCL,XAVLL,13Jan2020 09:57,13Jan2020 12:37
13Jan2020,Y4 000831 ,ZCL,TIJ,XAVLL,13Jan2020 13:07,13Jan2020 16:05
13Jan2020,Y4 000836 ,TIJ,ZCL,XAVLL,13Jan2020 17:00,13Jan2020 19:40
13Jan2020,Y4 000837 ,ZCL,TIJ,XAVLL,13Jan2020 20:19,13Jan2020 23:17
13Jan2020,Y4 000840 ,TIJ,VER,N519VL,13Jan2020 16:59,13Jan2020 20:28
13Jan2020,Y4 000841 ,VER,TIJ,N519VL,13Jan2020 20:58,14Jan2020 01:02
13Jan2020,Y4 000844 ,TIJ,TPQ,N518VL,13Jan2020 13:12,13Jan2020 15:50
13Jan2020,Y4 000845 ,TPQ,TIJ,N518VL,13Jan2020 16:20,13Jan2020 19:07
13Jan2020,Y4 000848 ,TIJ,TPQ,XAVRI,13Jan2020 19:54,13Jan2020 22:32
13Jan2020,Y4 000849 ,TPQ,TIJ,XAVRI,13Jan2020 23:02,14Jan2020 01:49
13Jan2020,Y4 000854 ,MEX,MIA,XAVLU,13Jan2020 14:11,13Jan2020 17:20
13Jan2020,Y4 000855 ,MIA,MEX,XAVLU,13Jan2020 19:00,13Jan2020 22:58
13Jan2020,Y4 000855R,MIA,MIA,XAVLU,13Jan2020 19:00,13Jan2020 22:58
13Jan2020,Y4 000866 ,ZCL,SJC,N541VL,13Jan2020 15:13,13Jan2020 19:15
13Jan2020,Y4 000867 ,SJC,ZCL,N541VL,13Jan2020 20:45,14Jan2020 00:12
13Jan2020,Y4 000890 ,GDL,IAH,XAVLC,13Jan2020 13:05,13Jan2020 15:23
13Jan2020,Y4 000891 ,IAH,GDL,XAVLC,13Jan2020 16:43,13Jan2020 19:17
13Jan2020,Y4 000892 ,GDL,DFW,XAVLP,13Jan2020 18:17,13Jan2020 20:50
13Jan2020,Y4 000893 ,DFW,GDL,XAVLP,13Jan2020 22:30,14Jan2020 01:14
13Jan2020,Y4 000894 ,GDL,JFK,N531VL,13Jan2020 00:31,13Jan2020 05:41
13Jan2020,Y4 000895 ,JFK,GDL,N531VL,13Jan2020 06:56,13Jan2020 13:03
13Jan2020,Y4 000896 ,GDL,SEA,XAVLK,13Jan2020 23:12,14Jan2020 04:45
13Jan2020,Y4 000897 ,SEA,GDL,XAVLC,13Jan2020 06:05,13Jan2020 11:01
13Jan2020,Y4 000901 ,LAX,MEX,N523VL,13Jan2020 08:08,13Jan2020 12:05
13Jan2020,Y4 000902 ,GDL,OAK,XAVLO,13Jan2020 01:41,13Jan2020 06:00
13Jan2020,Y4 000903 ,OAK,GDL,XAVLO,13Jan2020 07:20,13Jan2020 11:10
13Jan2020,Y4 000904 ,MEX,OAK,N539VL,13Jan2020 23:58,14Jan2020 04:55
13Jan2020,Y4 000905 ,OAK,MEX,XAVRE,13Jan2020 06:10,13Jan2020 10:35
13Jan2020,Y4 000908 ,AGU,MDW,XAVOK,13Jan2020 23:27,14Jan2020 03:14
13Jan2020,Y4 000909 ,MDW,AGU,XAVOK,13Jan2020 18:20,13Jan2020 22:37
13Jan2020,Y4 000912 ,GDL,LAX,N538VL,13Jan2020 12:30,13Jan2020 16:12
13Jan2020,Y4 000913 ,LAX,GDL,XAVLT,13Jan2020 09:25,13Jan2020 12:38
13Jan2020,Y4 000914 ,GDL,LAX,XAVLT,13Jan2020 04:03,13Jan2020 07:45
13Jan2020,Y4 000915 ,LAX,GDL,N511VL,13Jan2020 03:33,13Jan2020 06:46
13Jan2020,Y4 000916 ,GDL,LAX,XAVOZ,13Jan2020 18:38,13Jan2020 22:20
13Jan2020,Y4 000919 ,LAX,GDL,XAVLJ,13Jan2020 00:00,13Jan2020 03:13
13Jan2020,Y4 000920 ,MLM,LAX,N523VL,13Jan2020 01:49,13Jan2020 05:45
13Jan2020,Y4 000922 ,ZCL,LAX,N530VL,13Jan2020 01:28,13Jan2020 04:58
13Jan2020,Y4 000923 ,LAX,ZCL,N541VL,13Jan2020 10:25,13Jan2020 13:24
13Jan2020,Y4 000924 ,AGU,LAX,N538VL,13Jan2020 22:04,14Jan2020 01:42
13Jan2020,Y4 000925 ,LAX,AGU,N538VL,13Jan2020 17:42,13Jan2020 20:46
13Jan2020,Y4 000926 ,MEX,LAX,N541VL,13Jan2020 02:16,13Jan2020 06:38
13Jan2020,Y4 000927 ,LAX,MLM,N526VL,13Jan2020 21:39,14Jan2020 00:59
13Jan2020,Y4 000930 ,GDL,SJC,N531VL,13Jan2020 14:04,13Jan2020 18:15
13Jan2020,Y4 000931 ,SJC,GDL,N531VL,13Jan2020 19:45,13Jan2020 23:26
13Jan2020,Y4 000936 ,GDL,ONT,N538VL,13Jan2020 03:35,13Jan2020 07:00
13Jan2020,Y4 000937 ,ONT,GDL,N538VL,13Jan2020 08:40,13Jan2020 11:42
13Jan2020,Y4 000938 ,GDL,PDX,N530VL,13Jan2020 23:31,14Jan2020 04:45
13Jan2020,Y4 000940 ,GDL,MDW,XAVOK,13Jan2020 13:00,13Jan2020 17:05
13Jan2020,Y4 000946 ,MLM,MDW,XAVOE,13Jan2020 18:23,13Jan2020 22:18
13Jan2020,Y4 000947 ,MDW,MLM,XAVOE,13Jan2020 13:00,13Jan2020 17:28
13Jan2020,Y4 000954 ,MEX,ORD,XAVRK,13Jan2020 13:09,13Jan2020 17:26
13Jan2020,Y4 000955 ,ORD,MEX,XAVRK,13Jan2020 19:06,13Jan2020 23:54
13Jan2020,Y4 000960 ,GDL,LAS,XAVRH,13Jan2020 18:37,13Jan2020 22:11
13Jan2020,Y4 000961 ,LAS,GDL,XAVRH,13Jan2020 23:26,14Jan2020 02:45
13Jan2020,Y4 000963 ,ORD,MEX,XAVLB,13Jan2020 02:01,13Jan2020 06:49
13Jan2020,Y4 000964 ,MEX,SAT,N506VL,13Jan2020 17:22,13Jan2020 19:36
13Jan2020,Y4 000965 ,SAT,MEX,N506VL,13Jan2020 20:54,13Jan2020 23:07
13Jan2020,Y4 000966 ,MEX,LAS,N511VL,13Jan2020 16:03,13Jan2020 20:13
13Jan2020,Y4 000967 ,LAS,MEX,N511VL,13Jan2020 21:28,14Jan2020 01:19
