Datetime,String,String,String,String,Datetime,Datetime,String,String,String,String,String
date_of_origin,flight_designator,departure_airport,arrival_airport,service_type,schedule_departure,schedule_arrival,aircraft_type,status_code,aircraft_owner,cockpit_employer,cabin_employer
31Dec2019,Y4 000763 ,HMO,MEX,J,31Dec2019 02:31,31Dec2019 05:11,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000793 ,CUL,MEX,J,31Dec2019 14:07,31Dec2019 16:09,21N,S,Y4,Y4,Y4
31Dec2019,Y4 000794 ,MEX,TGZ,J,31Dec2019 00:21,31Dec2019 02:06,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000581 ,LAP,TIJ,J,31Dec2019 01:54,31Dec2019 04:00,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000707 ,CUN,MEX,J,31Dec2019 03:06,31Dec2019 05:40,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000279 ,CJS,MEX,J,31Dec2019 19:49,31Dec2019 22:10,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000461 ,PBC,TIJ,J,31Dec2019 21:08,01Jan2020 01:00,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000711 ,CUN,MEX,J,31Dec2019 01:08,31Dec2019 03:42,21N,S,Y4,Y4,Y4
31Dec2019,Y4 005941 ,MDW,GDL,J,31Dec2019 13:45,31Dec2019 18:24,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000639 ,CUN,BJX,J,31Dec2019 22:47,01Jan2020 01:27,321,S,Y4,Y4,Y4
31Dec2019,Y4 000941 ,MDW,GDL,J,31Dec2019 23:37,01Jan2020 04:16,319,S,Y4,Y4,Y4
31Dec2019,Y4 000718 ,MEX,CUN,J,31Dec2019 22:10,01Jan2020 00:28,21N,S,Y4,Y4,Y4
31Dec2019,Y4 000728 ,MEX,GDL,J,31Dec2019 01:54,31Dec2019 03:22,320,S,Y4,Y4,Y4
31Dec2019,Y4 000712 ,MEX,CUN,J,31Dec2019 17:51,31Dec2019 20:09,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000605 ,SJC,MLM,J,31Dec2019 20:45,01Jan2020 00:35,32A,S,Y4,Y4,Y4
31Dec2019,Y4 005734 ,MEX,GDL,J,31Dec2019 01:06,31Dec2019 02:34,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000744 ,MEX,GDL,J,31Dec2019 13:00,31Dec2019 14:28,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000795 ,TGZ,MEX,J,31Dec2019 02:36,31Dec2019 04:31,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000561 ,LMM,TIJ,J,31Dec2019 21:21,31Dec2019 23:22,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000140 ,PBC,CUN,J,31Dec2019 23:45,01Jan2020 01:52,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000408 ,TIJ,BJX,J,31Dec2019 08:20,31Dec2019 11:15,321,S,Y4,Y4,Y4
31Dec2019,Y4 000899 ,LAX,BJX,J,31Dec2019 17:52,31Dec2019 21:05,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000733 ,GDL,MEX,J,31Dec2019 14:58,31Dec2019 16:29,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000723 ,CUN,MEX,J,31Dec2019 13:01,31Dec2019 15:35,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000185 ,MTY,MEX,J,31Dec2019 04:50,31Dec2019 06:32,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000967 ,LAS,MEX,J,31Dec2019 21:28,01Jan2020 01:19,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000773 ,TGZ,MEX,J,31Dec2019 16:12,31Dec2019 18:07,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000828 ,MEX,TAP,J,31Dec2019 00:25,31Dec2019 02:19,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000597 ,MID,GDL,J,31Dec2019 18:52,31Dec2019 21:27,32N,S,Y4,Y4,Y4
31Dec2019,Q6 004083 ,SAL,SJO,J,31Dec2019 15:45,31Dec2019 17:05,319,S,Q6,Q6,Q6
31Dec2019,Y4 000976 ,GDL,MCO,J,31Dec2019 13:06,31Dec2019 16:45,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000727 ,CUU,MEX,J,31Dec2019 04:05,31Dec2019 06:27,21A,S,Y4,Y4,Y4
31Dec2019,Y4 005961 ,LAS,GDL,J,31Dec2019 03:53,31Dec2019 07:12,32A,S,Y4,Y4,Y4
31Dec2019,Y4 005591 ,MZT,TIJ,J,31Dec2019 02:48,31Dec2019 05:21,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000540 ,TIJ,OAX,J,31Dec2019 09:30,31Dec2019 13:13,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000753 ,MXL,MEX,J,31Dec2019 16:12,31Dec2019 19:30,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000950 ,GDL,FAT,J,31Dec2019 02:59,31Dec2019 06:55,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000530 ,TIJ,ACA,J,31Dec2019 08:30,31Dec2019 12:00,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000889 ,LAX,GDL,J,31Dec2019 06:28,31Dec2019 09:41,319,S,Y4,Y4,Y4
31Dec2019,Y4 000701 ,CUN,MEX,J,31Dec2019 17:40,31Dec2019 20:14,320,S,Y4,Y4,Y4
31Dec2019,Y4 000494 ,TIJ,AGU,J,31Dec2019 18:22,31Dec2019 21:08,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000684 ,GDL,CEN,J,31Dec2019 16:34,31Dec2019 18:31,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000420 ,TIJ,GDL,J,31Dec2019 03:44,31Dec2019 06:36,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000743 ,GDL,MEX,J,31Dec2019 02:49,31Dec2019 04:20,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000829 ,TAP,MEX,J,31Dec2019 02:54,31Dec2019 04:56,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000734 ,MEX,GDL,J,31Dec2019 16:20,31Dec2019 17:48,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000638 ,BJX,CUN,J,31Dec2019 19:38,31Dec2019 22:07,321,S,Y4,Y4,Y4
31Dec2019,Y4 000690 ,GDL,CUL,J,31Dec2019 13:12,31Dec2019 14:38,21N,S,Y4,Y4,Y4
31Dec2019,Y4 000449 ,MID,TIJ,J,31Dec2019 12:00,31Dec2019 16:48,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000212 ,MTY,CUN,J,31Dec2019 14:32,31Dec2019 16:52,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000484 ,TIJ,CEN,J,31Dec2019 21:37,31Dec2019 23:11,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000800 ,TIJ,UPN,J,31Dec2019 16:35,31Dec2019 19:34,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000542 ,TIJ,OAX,J,31Dec2019 21:20,01Jan2020 01:03,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000825 ,CTM,MEX,J,31Dec2019 23:35,01Jan2020 02:02,320,S,Y4,Y4,Y4
31Dec2019,Y4 000676 ,GDL,MTY,J,31Dec2019 11:58,31Dec2019 13:31,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000455 ,DGO,TIJ,J,31Dec2019 13:13,31Dec2019 15:57,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000819 ,MEX,TIJ,J,31Dec2019 02:38,31Dec2019 06:32,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000269 ,LTO,TIJ,J,31Dec2019 20:35,31Dec2019 22:22,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000127 ,OAX,MTY,J,31Dec2019 01:07,31Dec2019 03:04,31A,S,Y4,Y4,Y4
31Dec2019,Y4 000645 ,CUL,GDL,J,31Dec2019 13:34,31Dec2019 15:00,21N,S,Y4,Y4,Y4
31Dec2019,Y4 000792 ,MEX,CUL,J,31Dec2019 11:20,31Dec2019 13:32,21N,S,Y4,Y4,Y4
31Dec2019,Y4 000969 ,SJC,GDL,J,31Dec2019 21:45,01Jan2020 01:26,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000955 ,ORD,MEX,J,31Dec2019 19:06,31Dec2019 23:54,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000724 ,MEX,CUU,J,31Dec2019 11:40,31Dec2019 14:06,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000262 ,CUL,CJS,J,31Dec2019 00:52,31Dec2019 02:26,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000683 ,HMO,GDL,J,31Dec2019 03:25,31Dec2019 05:31,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000430 ,TIJ,GDL,J,31Dec2019 14:41,31Dec2019 17:33,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000400 ,TIJ,BJX,J,31Dec2019 10:01,31Dec2019 12:56,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000917 ,LAX,GDL,J,31Dec2019 20:24,31Dec2019 23:37,321,S,Y4,Y4,Y4
31Dec2019,Y4 000820 ,TIJ,MEX,J,31Dec2019 18:41,31Dec2019 22:15,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000721 ,GDL,MEX,J,31Dec2019 22:25,31Dec2019 23:56,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000791 ,CUL,MEX,J,31Dec2019 03:41,31Dec2019 05:43,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000761 ,HMO,MEX,J,31Dec2019 14:40,31Dec2019 17:20,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000411 ,CUL,TIJ,J,31Dec2019 17:41,31Dec2019 19:59,21N,S,Y4,Y4,Y4
31Dec2019,Y4 000450 ,TIJ,SJD,J,31Dec2019 18:29,31Dec2019 20:39,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000299 ,DFW,DGO,J,31Dec2019 02:21,31Dec2019 04:49,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000772R,MEX,MEX,J,31Dec2019 13:48,31Dec2019 15:33,32N,R,Y4,Y4,Y4
31Dec2019,Y4 000113 ,CUN,QRO,J,31Dec2019 17:02,31Dec2019 19:37,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000464 ,TIJ,PBC,J,31Dec2019 13:00,31Dec2019 16:28,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000982 ,MEX,DEN,J,31Dec2019 13:17,31Dec2019 17:15,320,S,Y4,Y4,Y4
31Dec2019,Y4 000813 ,MEX,TIJ,J,31Dec2019 21:14,01Jan2020 01:08,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000443 ,MLM,TIJ,J,31Dec2019 23:30,01Jan2020 02:56,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000612 ,MEX,SJD,J,31Dec2019 17:48,31Dec2019 20:09,21A,S,Y4,Y4,Y4
31Dec2019,Q6 004090 ,SAL,LAX,J,31Dec2019 22:31,01Jan2020 04:01,319,S,Q6,Q6,Q6
31Dec2019,Y4 000670 ,GDL,CUL,J,31Dec2019 03:11,31Dec2019 04:37,321,S,Y4,Y4,Y4
31Dec2019,Q6 004051 ,MEX,SJO,J,31Dec2019 16:07,31Dec2019 19:09,319,S,Q6,Q6,Q6
31Dec2019,Q6 004090 ,SJO,SAL,J,31Dec2019 20:00,31Dec2019 21:31,319,S,Q6,Q6,Q6
31Dec2019,Y4 000989 ,LAX,GDL,J,31Dec2019 07:15,31Dec2019 10:28,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000503 ,HMO,TIJ,J,31Dec2019 05:46,31Dec2019 07:16,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000762 ,MEX,HMO,J,31Dec2019 23:06,01Jan2020 02:01,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000897 ,SEA,GDL,J,31Dec2019 06:05,31Dec2019 11:01,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000632 ,GDL,CUN,J,31Dec2019 16:13,31Dec2019 19:01,319,S,Y4,Y4,Y4
31Dec2019,Y4 000493 ,AGU,TIJ,J,31Dec2019 03:26,31Dec2019 06:30,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000663 ,LAX,OAX,J,31Dec2019 22:22,01Jan2020 02:22,320,S,Y4,Y4,Y4
31Dec2019,Y4 000144 ,GDL,ACA,J,31Dec2019 16:08,31Dec2019 17:28,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000847 ,QRO,TIJ,J,31Dec2019 21:20,01Jan2020 00:52,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000426 ,TIJ,GDL,J,31Dec2019 15:30,31Dec2019 18:22,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000754 ,MEX,MID,J,31Dec2019 17:55,31Dec2019 19:50,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000405 ,BJX,TIJ,J,31Dec2019 12:05,31Dec2019 15:22,321,S,Y4,Y4,Y4
31Dec2019,Y4 000722 ,MEX,CUN,J,31Dec2019 00:08,31Dec2019 02:26,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000625 ,MXL,GDL,J,31Dec2019 03:52,31Dec2019 06:37,320,S,Y4,Y4,Y4
31Dec2019,Y4 000801 ,UPN,TIJ,J,31Dec2019 20:04,31Dec2019 23:22,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000412 ,TIJ,CUL,J,31Dec2019 20:43,31Dec2019 22:46,21N,S,Y4,Y4,Y4
31Dec2019,Y4 000560 ,TIJ,LMM,J,31Dec2019 18:48,31Dec2019 20:40,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000451 ,SJD,TIJ,J,31Dec2019 21:14,31Dec2019 23:31,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000631 ,CUN,GDL,J,31Dec2019 19:43,31Dec2019 22:40,319,S,Y4,Y4,Y4
31Dec2019,Y4 000417 ,CUL,TIJ,J,31Dec2019 23:44,01Jan2020 02:02,21N,S,Y4,Y4,Y4
31Dec2019,Y4 000580 ,TIJ,LAP,J,31Dec2019 23:23,01Jan2020 01:19,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000975 ,PHX,GDL,J,31Dec2019 00:24,31Dec2019 03:03,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000241 ,CJS,GDL,J,31Dec2019 02:04,31Dec2019 04:18,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000710 ,MEX,CUN,J,31Dec2019 00:54,31Dec2019 03:12,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000846 ,TIJ,QRO,J,31Dec2019 17:35,31Dec2019 20:38,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000314 ,GDL,DGO,J,31Dec2019 11:45,31Dec2019 13:00,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000444 ,TIJ,MLM,J,31Dec2019 13:41,31Dec2019 16:44,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000178 ,MEX,MTY,J,31Dec2019 03:09,31Dec2019 04:52,31A,S,Y4,Y4,Y4
31Dec2019,Y4 000184 ,MEX,MTY,J,31Dec2019 02:37,31Dec2019 04:20,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000896 ,GDL,SEA,J,31Dec2019 23:12,01Jan2020 04:45,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000814 ,TIJ,MEX,J,31Dec2019 07:42,31Dec2019 11:16,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000469 ,CUN,TIJ,J,31Dec2019 02:52,31Dec2019 08:08,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000682 ,GDL,HMO,J,31Dec2019 00:30,31Dec2019 02:45,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000931 ,SJC,GDL,J,31Dec2019 19:45,31Dec2019 23:26,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000398 ,TIJ,BJX,J,31Dec2019 23:00,01Jan2020 01:55,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000541 ,OAX,TIJ,J,31Dec2019 14:00,31Dec2019 18:09,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000709 ,CUN,MEX,J,31Dec2019 15:29,31Dec2019 18:03,21A,S,Y4,Y4,Y4
31Dec2019,Y4 000598 ,GDL,HMO,J,31Dec2019 17:45,31Dec2019 20:00,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000968 ,GDL,SJC,J,31Dec2019 16:04,31Dec2019 20:15,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000942 ,BJX,MDW,J,31Dec2019 16:32,31Dec2019 20:25,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000742 ,MEX,GDL,J,31Dec2019 22:08,31Dec2019 23:36,320,S,Y4,Y4,Y4
31Dec2019,Y4 000936 ,GDL,ONT,J,31Dec2019 03:35,31Dec2019 07:00,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000606 ,GDL,CUN,J,31Dec2019 17:34,31Dec2019 20:22,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000437 ,GDL,TIJ,J,31Dec2019 17:19,31Dec2019 20:32,21N,S,Y4,Y4,Y4
31Dec2019,Y4 000729 ,GDL,MEX,J,31Dec2019 03:52,31Dec2019 05:23,320,S,Y4,Y4,Y4
31Dec2019,Y4 000905 ,OAK,MEX,J,31Dec2019 06:10,31Dec2019 10:35,320,S,Y4,Y4,Y4
31Dec2019,Y4 000755 ,MID,MEX,J,31Dec2019 00:54,31Dec2019 03:05,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000481 ,CJS,TIJ,J,31Dec2019 15:42,31Dec2019 17:52,32N,S,Y4,Y4,Y4
31Dec2019,Y4 000943 ,MDW,BJX,J,31Dec2019 21:40,01Jan2020 02:15,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000735 ,GDL,MEX,J,31Dec2019 18:18,31Dec2019 19:49,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000937 ,ONT,GDL,J,31Dec2019 08:40,31Dec2019 11:42,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000696 ,MEX,BJX,J,31Dec2019 13:25,31Dec2019 14:51,32A,S,Y4,Y4,Y4
31Dec2019,Y4 000406 ,TIJ,CEN,J,31Dec2019 02:19,31Dec2019 03:53,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000184 ,MEX,MTY,J,01Jan2020 02:37,01Jan2020 04:20,320,S,Y4,Y4,Y4
01Jan2020,Y4 000241 ,CJS,GDL,J,01Jan2020 02:04,01Jan2020 04:18,32A,S,Y4,Y4,Y4
01Jan2020,Q6 004082 ,SJO,SAL,J,01Jan2020 20:00,01Jan2020 21:31,32A,C,Q6,Q6,Q6
01Jan2020,Y4 000816 ,TIJ,MEX,J,01Jan2020 17:05,01Jan2020 20:39,32A,S,Y4,Y4,Y4
01Jan2020,Q6 004082 ,SAL,IAD,J,01Jan2020 22:31,02Jan2020 02:58,319,S,Q6,Q6,Q6
01Jan2020,Y4 000608 ,MEX,LAP,J,01Jan2020 12:11,01Jan2020 14:38,21A,S,Y4,Y4,Y4
01Jan2020,Y4 000896 ,GDL,SEA,J,01Jan2020 23:12,02Jan2020 04:45,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000460 ,TIJ,PBC,J,01Jan2020 17:10,01Jan2020 20:38,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000897 ,SEA,GDL,J,01Jan2020 06:05,01Jan2020 11:01,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000231 ,CUN,MTY,J,01Jan2020 14:48,01Jan2020 17:24,31A,S,Y4,Y4,Y4
01Jan2020,Y4 000601 ,CUN,GDL,J,01Jan2020 21:01,01Jan2020 23:58,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000820 ,TIJ,MEX,J,01Jan2020 18:41,01Jan2020 22:15,320,S,Y4,Y4,Y4
01Jan2020,Y4 000607 ,CUN,GDL,J,01Jan2020 16:16,01Jan2020 19:13,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000612 ,MEX,SJD,J,01Jan2020 17:48,01Jan2020 20:09,21N,S,Y4,Y4,Y4
01Jan2020,Y4 000830 ,TIJ,ZCL,J,01Jan2020 09:57,01Jan2020 12:37,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000788 ,MEX,MID,J,01Jan2020 00:54,01Jan2020 02:49,21A,S,Y4,Y4,Y4
01Jan2020,Y4 000503 ,HMO,TIJ,J,01Jan2020 05:46,01Jan2020 07:16,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000632 ,GDL,CUN,J,01Jan2020 16:13,01Jan2020 19:01,21A,S,Y4,Y4,Y4
01Jan2020,Y4 000672 ,GDL,LMM,J,01Jan2020 13:54,01Jan2020 15:39,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000298 ,DGO,DFW,J,01Jan2020 22:25,02Jan2020 00:41,32A,C,Y4,Y4,Y4
01Jan2020,Y4 000446 ,TIJ,CUL,J,01Jan2020 22:14,02Jan2020 00:17,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000631 ,CUN,GDL,J,01Jan2020 19:43,01Jan2020 22:40,21A,S,Y4,Y4,Y4
01Jan2020,Y4 000253 ,SMF,BJX,J,01Jan2020 08:48,01Jan2020 12:39,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000627 ,CJS,GDL,J,01Jan2020 15:01,01Jan2020 17:15,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000778 ,MEX,HUX,J,01Jan2020 17:59,01Jan2020 19:23,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000261 ,CJS,HMO,J,01Jan2020 23:26,02Jan2020 00:42,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000258 ,MID,HMO,J,01Jan2020 17:14,01Jan2020 21:13,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000208 ,MTY,PBC,J,01Jan2020 19:56,01Jan2020 21:31,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000440 ,TIJ,MLM,J,01Jan2020 07:52,01Jan2020 10:55,21N,S,Y4,Y4,Y4
01Jan2020,Y4 000737 ,GDL,MEX,J,01Jan2020 15:53,01Jan2020 17:24,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000810 ,TIJ,MEX,J,01Jan2020 07:02,01Jan2020 10:36,320,S,Y4,Y4,Y4
01Jan2020,Y4 000890 ,GDL,IAH,J,01Jan2020 13:05,01Jan2020 15:23,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000831 ,ZCL,TIJ,J,01Jan2020 13:07,01Jan2020 16:05,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000800 ,TIJ,UPN,J,01Jan2020 16:35,01Jan2020 19:34,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000641 ,CUN,BJX,J,01Jan2020 02:33,01Jan2020 05:13,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000965 ,SAT,MEX,J,01Jan2020 20:54,01Jan2020 23:07,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000175 ,SLP,MEX,J,01Jan2020 00:31,01Jan2020 01:39,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000792 ,MEX,CUL,J,01Jan2020 11:20,01Jan2020 13:32,21A,S,Y4,Y4,Y4
01Jan2020,Y4 000470 ,TIJ,CUN,J,01Jan2020 09:47,01Jan2020 14:11,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000638 ,BJX,CUN,J,01Jan2020 19:41,01Jan2020 22:10,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000914 ,GDL,LAX,J,01Jan2020 04:03,01Jan2020 07:45,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000955 ,ORD,MEX,J,01Jan2020 19:06,01Jan2020 23:54,320,S,Y4,Y4,Y4
01Jan2020,Y4 000403 ,BJX,TIJ,J,01Jan2020 05:17,01Jan2020 08:34,21A,S,Y4,Y4,Y4
01Jan2020,Y4 000791 ,CUL,MEX,J,01Jan2020 03:41,01Jan2020 05:43,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000282 ,CUU,QRO,J,01Jan2020 01:43,01Jan2020 03:33,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000617 ,AGU,MEX,J,01Jan2020 16:19,01Jan2020 17:50,31A,S,Y4,Y4,Y4
01Jan2020,Y4 000771 ,LAP,MEX,J,01Jan2020 21:50,02Jan2020 00:09,21A,S,Y4,Y4,Y4
01Jan2020,Y4 000761 ,HMO,MEX,J,01Jan2020 14:40,01Jan2020 17:20,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000740 ,GDL,HMO,J,01Jan2020 12:56,01Jan2020 15:11,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000757 ,MID,MEX,J,01Jan2020 20:20,01Jan2020 22:31,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000622 ,GDL,MXL,J,01Jan2020 03:51,01Jan2020 06:51,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000683 ,HMO,GDL,J,01Jan2020 03:25,01Jan2020 05:31,21A,S,Y4,Y4,Y4
01Jan2020,Y4 000747 ,SJD,GDL,J,01Jan2020 21:56,01Jan2020 23:27,21N,S,Y4,Y4,Y4
01Jan2020,Y4 005940 ,GDL,MDW,J,01Jan2020 12:04,01Jan2020 16:09,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000623 ,MXL,GDL,J,01Jan2020 07:22,01Jan2020 10:07,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000410 ,TIJ,CUL,J,01Jan2020 16:24,01Jan2020 18:27,321,S,Y4,Y4,Y4
01Jan2020,Y4 000762 ,MEX,HMO,J,01Jan2020 23:06,02Jan2020 02:01,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000903 ,OAK,GDL,J,01Jan2020 07:20,01Jan2020 11:10,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000720 ,MEX,GDL,J,01Jan2020 20:27,01Jan2020 21:55,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000730 ,MEX,GDL,J,01Jan2020 00:41,01Jan2020 02:09,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000113 ,CUN,QRO,J,01Jan2020 17:02,01Jan2020 19:37,32A,S,Y4,Y4,Y4
01Jan2020,Y4 005950 ,GDL,FAT,J,01Jan2020 05:59,01Jan2020 09:55,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000671 ,CUL,GDL,J,01Jan2020 01:05,01Jan2020 02:31,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000400 ,TIJ,BJX,J,01Jan2020 10:01,01Jan2020 12:56,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000964 ,MEX,SAT,J,01Jan2020 17:22,01Jan2020 19:36,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000252 ,BJX,SMF,J,01Jan2020 03:24,01Jan2020 07:55,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000773 ,TGZ,MEX,J,01Jan2020 16:12,01Jan2020 18:07,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000678 ,GDL,CUU,J,01Jan2020 14:03,01Jan2020 15:56,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000902 ,GDL,OAK,J,01Jan2020 01:41,01Jan2020 06:00,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000419 ,CUL,TIJ,J,01Jan2020 05:12,01Jan2020 07:30,32N,S,Y4,Y4,Y4
01Jan2020,Y4 000979 ,CLT,GDL,J,01Jan2020 23:39,02Jan2020 04:27,32A,S,Y4,Y4,Y4
01Jan2020,Y4 000513 ,MTY,TIJ,J,01Jan2020 19:36,01Jan2020 22:43,21A,S,Y4,Y4,Y4
01Jan2020,Y4 000600 ,GDL,CUN,J,01Jan2020 01:00,01Jan2020 03:48,32A,S,Y4,Y4,Y4
