Datetime,String,String,String,String,Datetime,Datetime,String,String,String,String,String
date_of_origin,flight_designator,departure_airport,arrival_airport,service_type,schedule_departure,schedule_arrival,aircraft_type,status_code,aircraft_owner,cockpit_employer,cabin_employer
12Jan2020,Q6 004090 ,SAL,LAX,J,12Jan2020 22:45,13Jan2020 04:15,319,S,Q6,Q6,Q6
12Jan2020,Y4 000799 ,MZT,MEX,J,12Jan2020 21:47,12Jan2020 23:36,32N,S,Y4,Y4,Y4
12Jan2020,Y4 000273 ,HMO,CUU,J,12Jan2020 23:14,13Jan2020 00:19,32N,S,Y4,Y4,Y4
12Jan2020,Y4 000992 ,BJX,OAK,J,12Jan2020 15:42,12Jan2020 20:15,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000418 ,TIJ,CUL,J,12Jan2020 02:46,12Jan2020 04:49,21N,S,Y4,Y4,Y4
12Jan2020,Y4 000637 ,CUN,AGU,J,12Jan2020 15:12,12Jan2020 17:57,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000299 ,DFW,DGO,J,12Jan2020 02:21,12Jan2020 04:49,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000961 ,LAS,GDL,J,12Jan2020 23:26,13Jan2020 02:45,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000833 ,ZCL,TIJ,J,12Jan2020 14:17,12Jan2020 17:15,32N,S,Y4,Y4,Y4
12Jan2020,Y4 000916 ,GDL,LAX,J,12Jan2020 18:38,12Jan2020 22:20,21A,S,Y4,Y4,Y4
12Jan2020,Q6 004090 ,SJO,SAL,J,12Jan2020 20:00,12Jan2020 21:31,319,S,Q6,Q6,Q6
12Jan2020,Y4 005625 ,MXL,GDL,J,12Jan2020 17:35,12Jan2020 20:20,21N,S,Y4,Y4,Y4
12Jan2020,Y4 000248 ,BJX,SJD,J,12Jan2020 17:41,12Jan2020 19:33,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000728 ,MEX,GDL,J,12Jan2020 01:54,12Jan2020 03:22,32N,S,Y4,Y4,Y4
12Jan2020,Y4 000716 ,MEX,CUN,J,12Jan2020 14:45,12Jan2020 17:03,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000443 ,MLM,TIJ,J,12Jan2020 23:30,13Jan2020 02:56,32N,C,Y4,Y4,Y4
12Jan2020,Y4 000993 ,OAK,BJX,J,12Jan2020 21:30,13Jan2020 01:38,32A,S,Y4,Y4,Y4
12Jan2020,Y4 005987 ,DEN,GDL,J,12Jan2020 20:25,13Jan2020 00:05,32N,S,Y4,Y4,Y4
12Jan2020,Y4 000688 ,GDL,TGZ,J,12Jan2020 20:03,12Jan2020 22:07,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000814 ,TIJ,MEX,J,12Jan2020 07:51,12Jan2020 11:25,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000502 ,TIJ,HMO,J,12Jan2020 03:34,12Jan2020 04:58,32N,S,Y4,Y4,Y4
12Jan2020,Y4 000444 ,TIJ,MLM,J,12Jan2020 13:41,12Jan2020 16:44,32N,S,Y4,Y4,Y4
12Jan2020,Y4 005624 ,GDL,MXL,J,12Jan2020 14:00,12Jan2020 17:00,21N,S,Y4,Y4,Y4
12Jan2020,Y4 000254 ,BJX,MXL,J,12Jan2020 03:43,12Jan2020 06:59,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000476 ,TIJ,CJS,J,12Jan2020 23:59,13Jan2020 01:51,32N,S,Y4,Y4,Y4
12Jan2020,Y4 000740 ,GDL,HMO,J,12Jan2020 12:56,12Jan2020 15:11,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000682 ,GDL,HMO,J,12Jan2020 00:30,12Jan2020 02:45,21N,S,Y4,Y4,Y4
12Jan2020,Y4 000923 ,LAX,ZCL,J,12Jan2020 10:25,12Jan2020 13:24,32N,S,Y4,Y4,Y4
12Jan2020,Y4 000630 ,GDL,CUN,J,12Jan2020 14:10,12Jan2020 16:58,32A,S,Y4,Y4,Y4
12Jan2020,Y4 005884 ,MLM,MDW,J,12Jan2020 23:20,13Jan2020 03:15,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000132 ,SLP,CUN,J,12Jan2020 16:25,12Jan2020 18:45,32N,S,Y4,Y4,Y4
12Jan2020,Y4 000715 ,CUN,MEX,J,12Jan2020 01:59,12Jan2020 04:33,320,S,Y4,Y4,Y4
12Jan2020,Y4 000801 ,UPN,TIJ,J,12Jan2020 20:04,12Jan2020 23:22,32N,S,Y4,Y4,Y4
12Jan2020,Y4 000255 ,MXL,BJX,J,12Jan2020 08:06,12Jan2020 10:55,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000617 ,AGU,MEX,J,12Jan2020 16:19,12Jan2020 17:50,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000501 ,HMO,TIJ,J,12Jan2020 15:10,12Jan2020 16:40,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000183 ,MTY,MEX,J,12Jan2020 15:08,12Jan2020 16:50,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000424 ,TIJ,GDL,J,12Jan2020 01:10,12Jan2020 04:02,32N,S,Y4,Y4,Y4
12Jan2020,Y4 000722 ,MEX,CUN,J,12Jan2020 00:08,12Jan2020 02:26,21A,S,Y4,Y4,Y4
12Jan2020,Y4 000560 ,TIJ,LMM,J,12Jan2020 18:48,12Jan2020 20:40,32N,S,Y4,Y4,Y4
12Jan2020,Y4 000813 ,MEX,TIJ,J,12Jan2020 21:14,13Jan2020 01:08,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000365 ,PHX,PVR,J,12Jan2020 21:08,12Jan2020 23:44,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000825 ,CTM,MEX,J,12Jan2020 00:25,12Jan2020 02:52,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000786 ,MEX,PVR,J,12Jan2020 00:30,12Jan2020 02:09,21A,S,Y4,Y4,Y4
12Jan2020,Y4 000144 ,GDL,ACA,J,12Jan2020 16:08,12Jan2020 17:28,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000949 ,MDW,ZCL,J,12Jan2020 18:20,12Jan2020 22:38,319,S,Y4,Y4,Y4
12Jan2020,Y4 000423 ,GDL,TIJ,J,12Jan2020 21:17,13Jan2020 00:30,32N,S,Y4,Y4,Y4
12Jan2020,Y4 000754 ,MEX,MID,J,12Jan2020 17:55,12Jan2020 19:50,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000150 ,GDL,PXM,J,12Jan2020 13:30,12Jan2020 15:08,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000249 ,SJD,BJX,J,12Jan2020 20:03,12Jan2020 21:41,32A,S,Y4,Y4,Y4
12Jan2020,Y4 000151 ,PXM,GDL,J,12Jan2020 15:38,12Jan2020 17:15,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000407 ,CEN,TIJ,J,13Jan2020 00:59,13Jan2020 02:45,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000411 ,CUL,TIJ,J,13Jan2020 17:41,13Jan2020 19:59,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000709 ,CUN,MEX,J,13Jan2020 15:29,13Jan2020 18:03,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000181 ,MTY,MEX,J,13Jan2020 11:46,13Jan2020 13:28,31A,S,Y4,Y4,Y4
13Jan2020,Y4 000300R,GDL,GDL,J,13Jan2020 15:24,13Jan2020 16:39,32A,R,Y4,Y4,Y4
13Jan2020,Y4 000541 ,OAX,TIJ,J,13Jan2020 14:00,13Jan2020 18:09,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000453 ,SJD,TIJ,J,13Jan2020 04:59,13Jan2020 07:16,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000803 ,UPN,TIJ,J,13Jan2020 03:44,13Jan2020 07:02,32N,S,Y4,Y4,Y4
13Jan2020,Y4 005599 ,HMO,GDL,J,13Jan2020 23:55,14Jan2020 02:01,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000645 ,CUL,GDL,J,13Jan2020 13:34,13Jan2020 15:00,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000417 ,CUL,TIJ,J,13Jan2020 23:44,14Jan2020 02:02,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000785 ,PVR,MEX,J,13Jan2020 20:31,13Jan2020 22:16,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000744 ,MEX,GDL,J,13Jan2020 13:00,13Jan2020 14:28,32A,S,Y4,Y4,Y4
13Jan2020,Y4 005983 ,DEN,MEX,J,13Jan2020 20:25,14Jan2020 00:16,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000922 ,ZCL,LAX,J,13Jan2020 01:28,13Jan2020 04:58,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000561 ,LMM,TIJ,J,13Jan2020 21:21,13Jan2020 23:22,32N,S,Y4,Y4,Y4
13Jan2020,Y4 005949 ,MDW,ZCL,J,13Jan2020 14:40,13Jan2020 18:58,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000235 ,MXL,MTY,J,13Jan2020 17:01,13Jan2020 19:26,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000724 ,MEX,CUU,J,13Jan2020 11:40,13Jan2020 14:06,21A,S,Y4,Y4,Y4
13Jan2020,Y4 005423 ,GDL,TIJ,J,13Jan2020 05:55,13Jan2020 09:08,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000463 ,TAP,TIJ,J,13Jan2020 01:41,13Jan2020 06:40,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000703 ,CUN,MEX,J,13Jan2020 04:10,13Jan2020 06:44,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000146 ,GDL,CTM,J,13Jan2020 16:05,13Jan2020 18:33,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000295 ,DGO,MEX,J,13Jan2020 17:09,13Jan2020 18:48,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000765 ,OAX,MEX,J,13Jan2020 19:05,13Jan2020 20:32,320,S,Y4,Y4,Y4
13Jan2020,Y4 000987 ,DEN,GDL,J,13Jan2020 18:40,13Jan2020 22:20,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000581 ,LAP,TIJ,J,13Jan2020 01:54,13Jan2020 04:00,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000690 ,GDL,CUL,J,13Jan2020 13:12,13Jan2020 14:38,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000551 ,PVR,TIJ,J,13Jan2020 00:27,13Jan2020 03:22,321,S,Y4,Y4,Y4
13Jan2020,Y4 005424 ,TIJ,GDL,J,13Jan2020 09:48,13Jan2020 12:40,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000901 ,LAX,MEX,J,13Jan2020 08:08,13Jan2020 12:05,32N,S,Y4,Y4,Y4
13Jan2020,Q6 004068R,GUA,GUA,J,13Jan2020 22:25,14Jan2020 00:49,32A,R,Y4,Q6,Q6
13Jan2020,Y4 000412 ,TIJ,CUL,J,13Jan2020 20:43,13Jan2020 22:46,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000548 ,TIJ,ZIH,J,13Jan2020 11:08,13Jan2020 14:21,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000819 ,MEX,TIJ,J,13Jan2020 02:38,13Jan2020 06:32,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000686 ,GDL,MID,J,13Jan2020 16:00,13Jan2020 18:22,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000676 ,GDL,MTY,J,13Jan2020 11:58,13Jan2020 13:31,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000401 ,BJX,TIJ,J,13Jan2020 13:42,13Jan2020 16:59,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000893 ,DFW,GDL,J,13Jan2020 22:30,14Jan2020 01:14,32A,S,Y4,Y4,Y4
13Jan2020,Q6 004085 ,JFK,SAL,J,13Jan2020 09:21,13Jan2020 14:35,319,S,Q6,Q6,Q6
13Jan2020,Y4 000126 ,MTY,OAX,J,13Jan2020 22:37,14Jan2020 00:37,31A,S,Y4,Y4,Y4
13Jan2020,Y4 000110 ,PBC,CUN,J,13Jan2020 14:19,13Jan2020 16:26,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000729 ,GDL,MEX,J,13Jan2020 03:52,13Jan2020 05:23,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000755 ,MID,MEX,J,13Jan2020 00:54,13Jan2020 03:05,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000927 ,LAX,MLM,J,13Jan2020 21:39,14Jan2020 00:59,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000499 ,BJX,TIJ,J,13Jan2020 03:30,13Jan2020 06:47,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000774 ,MEX,ACA,J,13Jan2020 00:25,13Jan2020 01:31,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000187 ,MTY,MEX,J,13Jan2020 23:25,14Jan2020 01:07,320,S,Y4,Y4,Y4
13Jan2020,Y4 000547 ,HUX,TIJ,J,13Jan2020 01:55,13Jan2020 06:14,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000734 ,MEX,GDL,J,13Jan2020 16:20,13Jan2020 17:48,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000829 ,TAP,MEX,J,13Jan2020 02:54,13Jan2020 04:56,320,S,Y4,Y4,Y4
13Jan2020,Y4 000937 ,ONT,GDL,J,13Jan2020 08:40,13Jan2020 11:42,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000197 ,PVR,MTY,J,13Jan2020 01:27,13Jan2020 03:07,31A,S,Y4,Y4,Y4
13Jan2020,Y4 000696 ,MEX,BJX,J,13Jan2020 13:25,13Jan2020 14:51,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000624 ,GDL,MXL,J,13Jan2020 00:21,13Jan2020 03:21,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000418 ,TIJ,CUL,J,13Jan2020 02:46,13Jan2020 04:49,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000992 ,BJX,OAK,J,13Jan2020 15:42,13Jan2020 20:15,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000427 ,GDL,TIJ,J,13Jan2020 14:36,13Jan2020 17:49,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000936 ,GDL,ONT,J,13Jan2020 03:35,13Jan2020 07:00,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000443 ,MLM,TIJ,J,13Jan2020 23:30,14Jan2020 02:56,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000993 ,OAK,BJX,J,13Jan2020 21:30,14Jan2020 01:38,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000170 ,MEX,CEN,J,13Jan2020 00:08,13Jan2020 02:46,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000591 ,MZT,TIJ,J,13Jan2020 19:16,13Jan2020 21:49,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000813 ,MEX,TIJ,J,13Jan2020 21:14,14Jan2020 01:08,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000598 ,GDL,HMO,J,13Jan2020 17:45,13Jan2020 20:00,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000408 ,TIJ,BJX,J,13Jan2020 08:20,13Jan2020 11:15,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000634 ,GDL,CUN,J,13Jan2020 12:51,13Jan2020 15:39,320,S,Y4,Y4,Y4
13Jan2020,Y4 000814 ,TIJ,MEX,J,13Jan2020 07:51,13Jan2020 11:25,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000444 ,TIJ,MLM,J,13Jan2020 14:15,13Jan2020 17:18,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000796 ,MEX,TAP,J,13Jan2020 16:54,13Jan2020 18:48,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000854 ,MEX,MIA,J,13Jan2020 14:11,13Jan2020 17:20,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000428 ,TIJ,GDL,J,13Jan2020 08:50,13Jan2020 11:42,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000920 ,MLM,LAX,J,13Jan2020 01:49,13Jan2020 05:45,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000764 ,MEX,OAX,J,13Jan2020 17:25,13Jan2020 18:35,320,S,Y4,Y4,Y4
13Jan2020,Y4 000191 ,CUN,MTY,J,13Jan2020 19:28,13Jan2020 22:04,31A,S,Y4,Y4,Y4
13Jan2020,Y4 000260 ,HMO,CJS,J,13Jan2020 21:44,13Jan2020 22:51,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000501 ,HMO,TIJ,J,13Jan2020 15:10,13Jan2020 16:40,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000754 ,MEX,MID,J,13Jan2020 17:55,13Jan2020 19:50,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000215 ,CUN,GUA,J,13Jan2020 22:18,13Jan2020 23:59,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000434 ,TIJ,GDL,J,13Jan2020 00:11,13Jan2020 03:03,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000625 ,MXL,GDL,J,13Jan2020 03:56,13Jan2020 06:41,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000402 ,TIJ,BJX,J,13Jan2020 16:03,13Jan2020 18:58,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000763 ,HMO,MEX,J,13Jan2020 02:31,13Jan2020 05:11,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000477 ,CJS,TIJ,J,13Jan2020 02:21,13Jan2020 04:31,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000786 ,MEX,PVR,J,13Jan2020 00:30,13Jan2020 02:09,320,S,Y4,Y4,Y4
13Jan2020,Y4 000970 ,GDL,SMF,J,13Jan2020 02:33,13Jan2020 06:54,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000630 ,GDL,CUN,J,13Jan2020 14:10,13Jan2020 16:58,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000502 ,TIJ,HMO,J,13Jan2020 03:34,13Jan2020 04:58,32N,S,Y4,Y4,Y4
13Jan2020,Y4 005598 ,GDL,HMO,J,13Jan2020 21:00,13Jan2020 23:15,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000892 ,GDL,DFW,J,13Jan2020 18:17,13Jan2020 20:50,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000511 ,MTY,TIJ,J,13Jan2020 02:12,13Jan2020 05:19,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000186 ,MEX,MTY,J,13Jan2020 21:12,13Jan2020 22:55,320,S,Y4,Y4,Y4
13Jan2020,Y4 000115 ,CUN,CJS,J,13Jan2020 17:28,13Jan2020 21:22,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000916 ,GDL,LAX,J,13Jan2020 18:38,13Jan2020 22:20,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000961 ,LAS,GDL,J,13Jan2020 23:26,14Jan2020 02:45,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000512 ,TIJ,MTY,J,13Jan2020 15:56,13Jan2020 18:41,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000493 ,AGU,TIJ,J,13Jan2020 03:26,13Jan2020 06:30,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000226 ,MTY,CUN,J,13Jan2020 16:33,13Jan2020 18:53,31A,S,Y4,Y4,Y4
13Jan2020,Y4 000147 ,CTM,GDL,J,13Jan2020 19:03,13Jan2020 21:45,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000849 ,TPQ,TIJ,J,13Jan2020 23:02,14Jan2020 01:49,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000439 ,CUL,TIJ,J,13Jan2020 22:02,14Jan2020 00:20,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000599 ,HMO,GDL,J,13Jan2020 20:30,13Jan2020 22:36,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000619 ,CUN,GDL,J,13Jan2020 13:00,13Jan2020 15:57,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000697 ,BJX,MEX,J,13Jan2020 11:25,13Jan2020 12:50,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000423 ,GDL,TIJ,J,13Jan2020 21:17,14Jan2020 00:30,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000414 ,TIJ,CUL,J,13Jan2020 01:30,13Jan2020 03:33,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000756 ,MEX,MID,J,13Jan2020 12:25,13Jan2020 14:20,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000821 ,MEX,TIJ,J,13Jan2020 03:27,13Jan2020 07:21,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000478 ,TIJ,CUU,J,13Jan2020 02:29,13Jan2020 04:24,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000633 ,CUN,GDL,J,13Jan2020 23:11,14Jan2020 02:08,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000550 ,TIJ,PVR,J,13Jan2020 21:12,13Jan2020 23:52,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000866 ,ZCL,SJC,J,13Jan2020 15:13,13Jan2020 19:15,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000620 ,GDL,MXL,J,13Jan2020 11:40,13Jan2020 14:40,321,S,Y4,Y4,Y4
13Jan2020,Y4 000606 ,GDL,CUN,J,13Jan2020 18:30,13Jan2020 21:18,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000848 ,TIJ,TPQ,J,13Jan2020 19:54,13Jan2020 22:32,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000712 ,MEX,CUN,J,13Jan2020 17:51,13Jan2020 20:09,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000775 ,ACA,MEX,J,13Jan2020 02:01,13Jan2020 03:20,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000787 ,PVR,MEX,J,13Jan2020 02:44,13Jan2020 04:29,320,S,Y4,Y4,Y4
13Jan2020,Y4 000621 ,MXL,GDL,J,13Jan2020 15:18,13Jan2020 18:03,321,S,Y4,Y4,Y4
13Jan2020,Y4 000926 ,MEX,LAX,J,13Jan2020 02:16,13Jan2020 06:38,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000122 ,SLP,CUN,J,13Jan2020 18:01,13Jan2020 20:21,32A,S,Y4,Y4,Y4
13Jan2020,Y4 005982 ,MEX,DEN,J,13Jan2020 14:47,13Jan2020 18:45,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000971 ,SMF,GDL,J,13Jan2020 07:49,13Jan2020 11:38,32N,S,Y4,Y4,Y4
13Jan2020,Q6 004084 ,SAL,JFK,J,13Jan2020 00:31,13Jan2020 05:19,319,S,Q6,Q6,Q6
13Jan2020,Y4 000294 ,MEX,DGO,J,13Jan2020 19:38,13Jan2020 21:25,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000736 ,MEX,GDL,J,13Jan2020 12:00,13Jan2020 13:28,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000172 ,MEX,CEN,J,13Jan2020 22:45,14Jan2020 01:23,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000938 ,GDL,PDX,J,13Jan2020 23:31,14Jan2020 04:45,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000190 ,MTY,CUN,J,13Jan2020 11:58,13Jan2020 14:18,31A,S,Y4,Y4,Y4
13Jan2020,Y4 000644 ,GDL,CUL,J,13Jan2020 15:40,13Jan2020 17:06,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000750 ,MEX,MXL,J,13Jan2020 12:00,13Jan2020 15:37,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000639 ,CUN,BJX,J,13Jan2020 22:47,14Jan2020 01:27,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000718 ,MEX,CUN,J,13Jan2020 22:10,14Jan2020 00:28,21N,S,Y4,Y4,Y4
13Jan2020,Y4 000452 ,TIJ,SJD,J,13Jan2020 02:13,13Jan2020 04:23,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000781 ,SJD,MEX,J,13Jan2020 02:42,13Jan2020 04:59,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000919 ,LAX,GDL,J,13Jan2020 00:00,13Jan2020 03:13,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000179 ,MTY,MEX,J,13Jan2020 00:46,13Jan2020 02:28,31A,S,Y4,Y4,Y4
13Jan2020,Y4 000671 ,CUL,GDL,J,13Jan2020 01:05,13Jan2020 02:31,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000905 ,OAK,MEX,J,13Jan2020 06:10,13Jan2020 10:35,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000530 ,TIJ,ACA,J,13Jan2020 08:30,13Jan2020 12:00,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000481 ,CJS,TIJ,J,13Jan2020 17:08,13Jan2020 19:18,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000438 ,TIJ,CUL,J,13Jan2020 19:21,13Jan2020 21:24,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000912 ,GDL,LAX,J,13Jan2020 12:30,13Jan2020 16:12,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000114 ,CJS,CUN,J,13Jan2020 21:52,14Jan2020 01:11,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000735 ,GDL,MEX,J,13Jan2020 18:18,13Jan2020 19:49,32A,S,Y4,Y4,Y4
13Jan2020,Q6 004054 ,SJO,CUN,J,13Jan2020 13:35,13Jan2020 16:04,32A,S,Y4,Q6,Q6
13Jan2020,Y4 000419 ,CUL,TIJ,J,13Jan2020 05:12,13Jan2020 07:30,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000400 ,TIJ,BJX,J,13Jan2020 10:01,13Jan2020 12:56,21A,S,Y4,Y4,Y4
13Jan2020,Y4 005743 ,GDL,MEX,J,13Jan2020 12:26,13Jan2020 13:57,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000432 ,TIJ,GDL,J,13Jan2020 10:58,13Jan2020 13:50,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000113 ,CUN,QRO,J,13Jan2020 17:02,13Jan2020 19:37,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000828 ,MEX,TAP,J,13Jan2020 00:25,13Jan2020 02:19,320,S,Y4,Y4,Y4
13Jan2020,Y4 000742 ,MEX,GDL,J,13Jan2020 22:08,13Jan2020 23:36,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000549 ,ZIH,TIJ,J,13Jan2020 14:56,13Jan2020 18:32,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000670 ,GDL,CUL,J,13Jan2020 03:11,13Jan2020 04:37,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000802 ,TIJ,UPN,J,13Jan2020 00:00,13Jan2020 02:59,32N,S,Y4,Y4,Y4
13Jan2020,Y4 000930 ,GDL,SJC,J,13Jan2020 14:04,13Jan2020 18:15,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000437 ,GDL,TIJ,J,13Jan2020 17:19,13Jan2020 20:32,21A,S,Y4,Y4,Y4
13Jan2020,Y4 000989 ,LAX,GDL,J,13Jan2020 07:15,13Jan2020 10:28,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000580 ,TIJ,LAP,J,13Jan2020 23:23,14Jan2020 01:19,32A,S,Y4,Y4,Y4
13Jan2020,Y4 000925 ,LAX,AGU,J,13Jan2020 17:42,13Jan2020 20:46,32N,S,Y4,Y4,Y4
