Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
89266.0160861413	89272.3580032587	686.1994642917	102034.4357500474	89266.0160861413	0.8010030523	1463.0833333333	0.0000000000	
87664.1787171364	87727.8173267841	586.9398096310	101724.0170438091	87664.1787171364	0.7042281354	1082.0526666667	0.0000000000	
86827.7537349860	87027.3487150669	571.6845830986	101501.8133777380	86827.7537349860	0.6234859810	874.5326666667	0.0000000000	
86322.0620822906	86396.5123534203	535.8174054436	101317.3714039723	86322.0620822906	0.5656614674	745.9800000000	0.0000000000	
86025.9939683477	86156.9576308131	555.2057662071	101304.3745580316	86025.9939683477	0.5134155189	665.7633333333	0.0000000000	
85857.9872876406	85944.1473662853	541.8338131006	101304.3745580316	85857.9872876406	0.4734581805	609.3940000000	0.0000000000	
85725.1747554541	85767.1744078398	540.5933428751	101252.6305048664	85725.1747554541	0.4459105091	553.1060000000	0.0333333333	
85632.4839524428	85660.1704508066	533.0983498353	101183.8800786932	85632.4839524428	0.4203415807	496.3113333333	0.0666666667	
85556.2983634074	85611.0475480556	528.0876985467	101058.0089653532	85556.2983634074	0.4046018208	492.8766666667	0.1333333333	
85504.1715706388	85559.5702588558	528.0265345555	101024.3546044827	85504.1715706388	0.3875105404	471.1646666667	0.1333333333	
85456.6175067425	85525.7140398026	524.2411373459	100867.6760188739	85456.6175067425	0.3712098452	446.6000000000	0.1666666667	
85408.7058626612	85456.4220294356	520.1106091219	100743.6174224814	85408.7058626612	0.3559492578	422.5433333333	0.1666666667	
85370.7999119163	85387.2449100018	521.0234537992	100689.4295803706	85370.7999119163	0.3458012607	407.8560000000	0.1666666667	
85326.8735841910	85358.9645087719	517.4048958669	100689.4295803706	85326.8735841910	0.3405612432	401.0093333333	0.2000000000	
85289.7028996547	85323.2052534819	510.8532353215	100689.4295803706	85289.7028996547	0.3322060439	388.8300000000	0.2000000000	
85261.5632331371	85258.4255665541	510.9654203821	100559.9597644806	85261.5632331371	0.3273371657	383.7486666667	0.2000000000	
85236.7672461271	85205.3161516786	509.0626604706	100559.9597644806	85236.7672461271	0.3190865060	370.0120000000	0.2000000000	
85209.9942290783	85179.7266095877	505.4528611075	100522.1259376407	85209.9942290783	0.3122227765	362.0093333333	0.2333333333	
85174.0445809563	85164.4943416119	490.1740801750	100464.2475122213	85174.0445809563	0.3093260643	354.9206666667	0.2666666667	
85142.0511999726	85144.8913663626	480.1623621261	100370.5819543203	85142.0511999726	0.3053233473	349.1080000000	0.2666666667	
85117.2374432286	85108.9678108692	488.2232256146	100304.7826237480	85117.2374432286	0.2995317708	339.7993333333	0.3000000000	
