Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
89583.3928972483	89475.9278580546	636.8892477529	102743.6340958873	89583.3928972483	0.8375681468	1625.7466666667	0.0000000000	
87996.7808079720	88019.9787840247	432.0519664836	102624.9713584781	87996.7808079720	0.7862511261	1337.4120000000	0.0000000000	
87133.6998695135	87065.3197258711	405.8446166938	102494.3595843514	87133.6998695135	0.7415773676	1146.2660000000	0.0000000000	
86686.4368370175	86677.0454376936	401.9610144781	102313.0762612820	86686.4368370175	0.7029166910	1066.5660000000	0.0000000000	
86355.5270122488	86391.7525202036	410.5934111504	102254.7998799880	86355.5270122488	0.6711828980	952.6340000000	0.0000000000	
86106.1885892351	86149.1864889860	435.1054205552	102241.2059027950	86106.1885892351	0.6403056840	878.3440000000	0.0000000000	
85937.0381749670	85992.5888612866	423.1306436434	102173.1139211853	85937.0381749670	0.6156954678	802.2806666667	0.0000000000	
85792.4074014028	85794.3660259247	409.8301229714	102173.1139211853	85792.4074014028	0.5919661656	756.4380000000	0.0000000000	
85692.4550571044	85687.7680659294	408.8119409732	102070.5374893546	85692.4550571044	0.5725181953	728.4220000000	0.0333333333	
85613.2942677538	85639.8626714945	398.4238366591	102070.5374893546	85613.2942677538	0.5552561520	701.0046666667	0.0333333333	
85528.1566831470	85566.6317179799	393.1021364437	102070.5374893546	85528.1566831470	0.5366599571	665.5940000000	0.0333333333	
85472.0010443528	85522.3227158189	386.4222504427	102019.9047080676	85472.0010443528	0.5231931280	632.8440000000	0.0666666667	
85416.1728153626	85477.0417034626	377.3160010197	101893.0144661665	85416.1728153626	0.5087779830	594.4486666667	0.0666666667	
85372.2402156393	85432.5640305877	377.9606346005	101893.0144661665	85372.2402156393	0.4970741743	587.6433333333	0.1000000000	
85335.8189594746	85385.4742765427	378.1301913413	101869.4667670131	85335.8189594746	0.4868676246	559.1853333333	0.1000000000	
85298.1799329321	85356.3024237752	370.1055912441	101788.5541260242	85298.1799329321	0.4762198636	542.5433333333	0.1000000000	
85264.2293064793	85290.1863127947	375.2006328272	101774.3168650071	85264.2293064793	0.4689939694	542.3980000000	0.1333333333	
85232.1295044820	85268.6317160726	375.8237663145	101613.8107520342	85232.1295044820	0.4610324991	528.6886666667	0.1333333333	
85210.0478807092	85259.9695518613	372.1855858661	101529.4781321287	85210.0478807092	0.4524887234	510.5800000000	0.1333333333	
85187.3480094473	85251.8478810787	371.2656553965	101506.8013123671	85187.3480094473	0.4450993061	501.1520000000	0.1666666667	
85167.3164684574	85222.5370511413	368.6075905892	101506.8013123671	85167.3164684574	0.4364882327	481.0793333333	0.2333333333	
85147.3732240995	85184.9356025457	365.4224643793	101506.8013123671	85147.3732240995	0.4273988225	470.3253333333	0.2333333333	
85128.5886865854	85142.4947693944	363.1501219863	101506.8013123671	85128.5886865854	0.4202786776	454.3060000000	0.2333333333	
85116.1274387439	85123.8486513495	364.3950990544	100919.9456662933	85116.1274387439	0.4117418967	438.8733333333	0.2333333333	
85100.3043140968	85102.4462535977	364.2534335247	100919.9456662933	85100.3043140968	0.4066812519	435.7193333333	0.2333333333	
85077.1442610025	85090.8324792981	371.8273991381	100919.9456662933	85077.1442610025	0.4008896280	418.4806666667	0.2333333333	
85062.7879764636	85068.3697238564	374.5650125584	100812.7600124478	85062.7879764636	0.3943681303	409.4746666667	0.3000000000	
85050.9023520350	85048.8777145743	373.3111606270	100812.7600124478	85050.9023520350	0.3915225961	408.1446666667	0.3000000000	
85037.6106640697	85040.7509893179	373.8344438161	100812.7600124478	85037.6106640697	0.3871615143	401.8800000000	0.3000000000	
85026.7682175835	85038.3200794458	368.7305599539	100812.7600124478	85026.7682175835	0.3827452468	390.8180000000	0.3000000000	
85015.7324495912	85026.6473531723	370.1876654900	100643.7500325839	85015.7324495912	0.3787180374	384.7920000000	0.3000000000	
85001.5427119533	85018.8772469759	373.5604188603	100418.5718051593	85001.5427119533	0.3764213830	382.2486666667	0.3000000000	
84990.3992177049	85004.6657383442	373.2058420715	99882.9496725400	84990.3992177049	0.3730019416	377.8606666667	0.3333333333	
84983.2658057411	84985.3161245584	374.4756337301	99882.9496725400	84983.2658057411	0.3676711009	366.5626666667	0.3333333333	
84976.2356093526	84968.0190503597	373.8696904627	99882.9496725400	84976.2356093526	0.3642727409	358.7466666667	0.3333333333	
84966.7509580652	84946.0059583187	373.9596545482	99637.7679935098	84966.7509580652	0.3611434451	353.5266666667	0.3333333333	
84951.7978153626	84939.5286768675	374.1310630789	99575.3701431553	84951.7978153626	0.3583841559	350.2853333333	0.3666666667	
84942.3285356164	84928.5644263029	377.5212248824	99575.3701431553	84942.3285356164	0.3549970192	342.6840000000	0.3666666667	
