Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
89307.9872794946	89272.2270041704	604.2740840107	101339.0914283196	89307.9872794946	0.7340517504	1285.2666666667	0.0000000000	
87401.6143682599	87370.7740485668	449.8280028653	99050.3600705663	87401.6143682599	0.5155277831	728.1606666667	0.0000000000	
86633.8340975841	86645.2460333705	468.6210794217	98256.6210653384	86633.8340975841	0.3391785839	450.7193333333	0.0000000000	
86268.4041095773	86324.3555143476	496.7251114631	97895.5827892820	86268.4041095773	0.2423175497	306.9640000000	0.0000000000	
86046.5281680226	85989.3319338560	498.5774233863	97623.5566914082	86046.5281680226	0.1741266206	204.7586666667	0.0000000000	
85892.9358041286	85828.1803339720	494.2269963336	96796.0191034277	85892.9358041286	0.1347335681	152.9726666667	0.0333333333	
85806.6322677334	85734.5716819167	493.1269619336	96703.3535871903	85806.6322677334	0.1058242024	118.0913333333	0.0333333333	
85736.6534470518	85692.7011594176	491.5779233293	96611.7076646288	85736.6534470518	0.0964652954	107.9546666667	0.1000000000	
85664.2358965675	85610.7203796506	482.7541306131	96611.7076646288	85664.2358965675	0.0872055705	95.8313333333	0.1333333333	
85612.5637913744	85547.0891967416	477.2114771036	96611.7076646288	85612.5637913744	0.0821014429	89.1213333333	0.1666666667	
85563.0701881647	85491.9540703297	474.2677650216	96611.7076646288	85563.0701881647	0.0812924647	88.2273333333	0.2000000000	
85518.2288193703	85467.0873016119	477.1843484200	96552.4754737814	85518.2288193703	0.0726201784	82.8613333333	0.2333333333	
85484.8337182403	85452.4440139532	483.9719358450	96539.6882606546	85484.8337182403	0.0644066101	77.2006666667	0.2333333333	
85454.2442343632	85426.0016381741	481.5206272101	96539.6882606546	85454.2442343632	0.0639429843	75.0833333333	0.2333333333	
85415.2421337366	85361.3201826811	491.9674315742	96468.0459371209	85415.2421337366	0.0611871486	71.4146666667	0.2333333333	
85387.2297327717	85333.2679092884	491.5881361394	96468.0459371209	85387.2297327717	0.0587093164	69.2426666667	0.2666666667	
85366.0453067223	85311.2762361765	495.1086773696	96421.7487889528	85366.0453067223	0.0539885072	65.8000000000	0.2666666667	
85348.7976563970	85296.8473941088	493.8447022292	96421.7487889528	85348.7976563970	0.0527348992	64.4773333333	0.2666666667	
85332.7399696906	85285.4948163033	494.9374822623	96421.7487889528	85332.7399696906	0.0496422762	61.6353333333	0.3000000000	
85316.8159236511	85279.1889920831	494.0911064422	96417.8257149458	85316.8159236511	0.0492944868	61.4900000000	0.3333333333	
85303.5463756323	85257.5384423137	496.0310477079	96417.8257149458	85303.5463756323	0.0480462701	60.7860000000	0.3333333333	
85291.6173245509	85252.9601946473	499.4435900392	96417.8257149458	85291.6173245509	0.0469609872	58.9413333333	0.3666666667	
85279.5444267988	85245.5806657672	501.1406721039	96320.4196485877	85279.5444267988	0.0455553929	58.7293333333	0.3666666667	
85269.1825451453	85243.9476266503	499.1121667117	96320.4196485877	85269.1825451453	0.0439195902	57.4733333333	0.3666666667	
85255.7090165218	85241.2576213479	493.6353498870	96320.4196485877	85255.7090165218	0.0436130560	56.2480000000	0.3666666667	
85248.5285076499	85236.3138899207	492.2083274457	96320.4196485877	85248.5285076499	0.0433640557	56.2873333333	0.3666666667	
85239.8622625073	85234.4418779016	490.2715967698	96320.4196485877	85239.8622625073	0.0423312746	55.7840000000	0.3666666667	
85231.7580145597	85214.3946275115	488.7053129813	96320.4196485877	85231.7580145597	0.0419749329	54.8386666667	0.4000000000	
85224.1924520334	85210.4290500283	488.1460519924	96320.4196485877	85224.1924520334	0.0409295798	55.6466666667	0.4333333333	
85216.8965993325	85208.1259444356	487.7392446681	96320.4196485877	85216.8965993325	0.0402635924	55.1820000000	0.4333333333	
85203.8515318433	85165.8519253135	484.6859681942	96320.4196485877	85203.8515318433	0.0423095657	55.8233333333	0.4333333333	
85194.9576277534	85153.5787954926	482.1715159798	96271.1417537928	85194.9576277534	0.0417062279	55.1420000000	0.4333333333	
85185.7188395659	85142.8927347064	479.3015278342	96271.1417537928	85185.7188395659	0.0410744034	54.3353333333	0.4333333333	
85176.2880950173	85141.0292074084	475.5935205406	96271.1417537928	85176.2880950173	0.0431508298	55.1726666667	0.4333333333	
85168.8115221262	85127.5470823050	476.2990073890	96271.1417537928	85168.8115221262	0.0402239553	53.8760000000	0.4666666667	
85163.1212112308	85121.4365005493	472.7273398549	96271.1417537928	85163.1212112308	0.0393429195	53.8533333333	0.4666666667	
85157.3472791910	85118.9408242702	469.1419780769	96271.1417537928	85157.3472791910	0.0403422939	54.0086666667	0.4666666667	
85154.0207688014	85116.1349803209	468.5557449230	96271.1417537928	85154.0207688014	0.0401069268	53.8593333333	0.4666666667	
85150.5344020327	85111.1118137836	468.3400188053	96271.1417537928	85150.5344020327	0.0386382292	53.3260000000	0.4666666667	
85146.1299634973	85109.9915802479	467.1916677669	96271.1417537928	85146.1299634973	0.0383653707	53.4060000000	0.4666666667	
85143.0355929335	85108.9088827372	467.5946191635	96271.1417537928	85143.0355929335	0.0378374443	53.1633333333	0.4666666667	
85138.5000132521	85103.4166306257	467.1927414576	96006.5330962340	85138.5000132521	0.0375663116	52.1273333333	0.4666666667	
85135.0804085533	85086.7244869471	467.4152996438	96006.5330962340	85135.0804085533	0.0363351002	51.9773333333	0.5000000000	
