Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
84344.7077536583	84311.4232480526	323.4843088918	94440.3681855400	84344.7077536583	0.3802996938	265.0226666667	0.5333333333	
84340.7280743122	84304.6696096659	322.5259908154	94292.2464433312	84340.7280743122	0.3780039198	263.4560000000	0.5333333333	
84338.8738324245	84303.9324790239	322.8189268666	93929.5102002223	84338.8738324245	0.3759236126	259.8966666667	0.5333333333	
84335.8265894651	84302.7057379484	322.5629963910	93641.6171195110	84335.8265894651	0.3740431607	256.0573333333	0.5333333333	
84332.2297763824	84298.2473015785	321.7794540083	93393.2117809852	84332.2297763824	0.3716808502	249.0246666667	0.5333333333	
84328.7565054496	84297.4898278713	321.9654426119	93307.5645785530	84328.7565054496	0.3697617764	245.5040000000	0.5333333333	
84325.0897844632	84296.3953703642	321.5084432161	93005.2694342534	84325.0897844632	0.3682014485	246.3066666667	0.5333333333	
84322.9521766305	84295.8429455757	322.4115716082	92910.7931953669	84322.9521766305	0.3662262256	241.5473333333	0.5333333333	
84320.4355060061	84295.4461634159	322.5714367534	92704.9585855007	84320.4355060061	0.3637634563	237.6373333333	0.5333333333	
84318.2657403747	84295.0957596302	322.7206831425	92639.4002007445	84318.2657403747	0.3618827048	235.1420000000	0.5333333333	
84315.0857301553	84294.5003807545	322.7879849361	92514.1747582952	84315.0857301553	0.3594117915	229.3626666667	0.5333333333	
84312.7827140689	84292.4319595098	323.0478196658	92432.0521599054	84312.7827140689	0.3576163624	226.2746666667	0.5333333333	
84310.2669473489	84291.6638463736	322.5670471361	92354.9952012300	84310.2669473489	0.3564006817	222.9313333333	0.5333333333	
84308.1107314428	84291.4453595877	322.4456609639	92259.6207196514	84308.1107314428	0.3555554931	220.7566666667	0.5333333333	
84306.5400026242	84291.3815200329	322.5786760528	92249.3910085161	84306.5400026242	0.3542064712	219.1413333333	0.5333333333	
84302.8084601959	84291.2812501192	323.6350639590	92088.2888719440	84302.8084601959	0.3524669047	215.5526666667	0.5333333333	
84298.0767480532	84289.4203037024	324.7914121232	91825.0785137216	84298.0767480532	0.3508848493	210.9793333333	0.5333333333	
84296.2176702420	84289.4203037024	326.0574977679	91804.7621821364	84296.2176702420	0.3493828948	207.7440000000	0.5333333333	
84292.1521882216	84268.3898448944	326.3355808356	91804.0888235966	84292.1521882216	0.3481818776	204.8960000000	0.5333333333	
84288.7318786979	84265.9028977156	326.6777670951	91750.0175979733	84288.7318786979	0.3467357116	201.6300000000	0.5333333333	
84286.8563170234	84262.6445412636	327.5114911186	91750.0175979733	84286.8563170234	0.3450173931	199.5066666667	0.5333333333	
84284.8482573032	84261.1446231604	327.5049590137	91742.1463167667	84284.8482573032	0.3436291919	196.0120000000	0.5333333333	
84283.2289611300	84261.1204177141	327.0687809663	91721.0157045722	84283.2289611300	0.3426727627	195.2386666667	0.5666666667	
84279.7875911991	84260.6672346592	324.0346664904	91697.5169091423	84279.7875911991	0.3421025483	192.4173333333	0.5666666667	
84277.0227115353	84259.8390102386	322.5165924047	91697.5169091423	84277.0227115353	0.3412073672	189.3706666667	0.5666666667	
84275.7108139992	84259.0349167585	322.6051001628	91625.5124280850	84275.7108139992	0.3397571903	187.1046666667	0.5666666667	
84273.4626783927	84257.0806235075	324.2894464426	91625.5124280850	84273.4626783927	0.3382024977	182.9453333333	0.5666666667	
84272.5834677617	84256.9267183542	324.5261682465	91625.5124280850	84272.5834677617	0.3370408408	179.7786666667	0.5666666667	
84271.7526024580	84256.3026905060	324.8218921760	91609.0234838923	84271.7526024580	0.3360104341	179.5573333333	0.5666666667	
84270.3504508734	84255.5848985910	325.7565566039	91609.0234838923	84270.3504508734	0.3352003926	179.4606666667	0.5666666667	
84268.9009785652	84254.3418228626	325.6695570708	91598.7161055207	84268.9009785652	0.3346341300	179.7006666667	0.5666666667	
84268.1985908747	84253.5235583782	325.8459146885	91575.2576858799	84268.1985908747	0.3334919006	177.7013333333	0.5666666667	
84266.1089233557	84249.7282415628	327.2530862670	91541.6784637173	84266.1089233557	0.3322928514	173.0993333333	0.5666666667	
84265.2275906007	84249.7282415628	327.1682787366	91406.0457400481	84265.2275906007	0.3313153874	171.9080000000	0.5666666667	
84263.7969952822	84249.2355465889	327.0221834801	91405.9980968634	84263.7969952822	0.3306868786	170.2833333333	0.5666666667	
84262.7246938149	84247.0379143953	326.6277864596	91384.4613554080	84262.7246938149	0.3296905341	168.2646666667	0.5666666667	
84261.1981672049	84245.9551125765	325.2262345528	91091.2423518300	84261.1981672049	0.3286860982	167.1893333333	0.5666666667	
84257.5048052271	84244.0632581711	322.8789624460	91091.2423518300	84257.5048052271	0.3284175866	167.8833333333	0.5666666667	
84254.8077094555	84242.9464548826	321.2849183497	90987.7396771312	84254.8077094555	0.3275978822	165.1940000000	0.5666666667	
84252.4336604277	84242.9464548826	322.4039678215	90802.0182444652	84252.4336604277	0.3268371810	162.8260000000	0.5666666667	
84251.0460781058	84242.9079443216	321.8984504146	90771.7565548420	84251.0460781058	0.3262408354	162.0993333333	0.5666666667	
84250.4065896074	84242.6488339901	321.7192258305	90721.0972651839	84250.4065896074	0.3258472765	159.2546666667	0.5666666667	
84248.6588590344	84242.6488339901	320.5158147503	90696.0011489193	84248.6588590344	0.3250484437	157.0620000000	0.5666666667	
84246.6457752387	84242.0224010944	321.2140574132	90696.0011489193	84246.6457752387	0.3249542909	157.4266666667	0.5666666667	
84243.9625873168	84242.0224010944	318.8489266234	90527.1024553974	84243.9625873168	0.3243373615	154.9126666667	0.5666666667	
84242.2840162118	84242.0068979263	318.5426017985	90527.1024553974	84242.2840162118	0.3238543636	154.5766666667	0.5666666667	
84240.8718021711	84241.6130006313	317.1854800694	90429.8799353838	84240.8718021711	0.3233165351	152.6673333333	0.5666666667	
84239.1695233186	84239.0053421259	315.9047821589	90413.2261807720	84239.1695233186	0.3231955029	153.3166666667	0.5666666667	
84236.9926003615	84238.8331532478	314.2265424935	90411.0021918019	84236.9926003615	0.3231054471	153.1046666667	0.5666666667	
84235.3959744175	84235.4815423489	313.2441961445	90409.0906306108	84235.3959744175	0.3226200819	154.0240000000	0.5666666667	
84233.7921550870	84228.7304967642	312.4328237380	90312.1765305599	84233.7921550870	0.3224115960	151.5413333333	0.5666666667	
84231.5333516399	84226.1037021875	311.4344161489	90253.2418040435	84231.5333516399	0.3221437230	152.3366666667	0.5666666667	
84230.5967174967	84224.5866328478	311.8326560653	90253.2418040435	84230.5967174967	0.3214351623	149.7346666667	0.6000000000	
84229.8621808489	84224.5866328478	311.2982492265	90253.2418040435	84229.8621808489	0.3203228511	147.3073333333	0.6000000000	
84228.7098756433	84224.5760917664	310.0514089181	90243.4711034099	84228.7098756433	0.3192036349	148.9300000000	0.6000000000	
84227.2419458628	84224.1487026215	308.6346637295	90227.7524962028	84227.2419458628	0.3179902753	144.8680000000	0.6000000000	
84225.4861092567	84224.1381615400	308.3464794369	90204.2154584328	84225.4861092567	0.3175211058	143.7333333333	0.6000000000	
84225.1269338528	84223.9423662424	308.1876840719	90203.1470674276	84225.1269338528	0.3170461211	142.6440000000	0.6000000000	
84224.1701672475	84223.8254606724	308.2851688976	90188.2450657090	84224.1701672475	0.3167613217	142.3946666667	0.6000000000	
84223.5900793473	84223.8254606724	308.2429443263	90183.9605382085	84223.5900793473	0.3166486571	142.4186666667	0.6000000000	
84222.5072008371	84222.9333221912	308.5232309789	90183.9605382085	84222.5072008371	0.3164307415	142.3740000000	0.6000000000	
84221.5626788139	84222.9333221912	307.5164956762	90022.7149092158	84221.5626788139	0.3163072527	141.5146666667	0.6000000000	
84221.0179950794	84222.9227811098	307.4371552026	90007.5078535080	84221.0179950794	0.3157734169	140.0706666667	0.6000000000	
84220.0337588787	84221.5386331081	307.2264779697	90007.5078535080	84220.0337588787	0.3151637384	139.7073333333	0.6000000000	
84218.9019119740	84219.4171071053	306.4663880261	90007.5078535080	84218.9019119740	0.3144247415	137.4073333333	0.6000000000	
84218.3387788137	84219.4005161524	306.1152002497	89943.5706647237	84218.3387788137	0.3138102087	137.3380000000	0.6000000000	
84217.3035834233	84219.3101823330	305.3773533028	89908.9539050062	84217.3035834233	0.3134139533	135.7246666667	0.6000000000	
84216.2695121765	84218.5655295849	305.0347076512	89908.9539050062	84216.2695121765	0.3134102564	135.4706666667	0.6000000000	
84215.6777856747	84218.4751957655	304.7773144913	89884.1518317660	84215.6777856747	0.3128497686	134.8193333333	0.6000000000	
84214.8717256387	84217.9243922234	305.0732021926	89812.2586624821	84214.8717256387	0.3118759156	132.9373333333	0.6000000000	
84213.5325114926	84217.1341717243	303.4182151405	89765.9319513043	84213.5325114926	0.3110776954	130.7166666667	0.6000000000	
84212.6932349801	84214.4540250301	303.5047304484	89647.1928916375	84212.6932349801	0.3107896672	130.3846666667	0.6000000000	
84211.7984132965	84214.1028553247	303.2255733668	89636.6120031476	84211.7984132965	0.3105483608	129.7940000000	0.6000000000	
84211.3105365634	84214.1023337841	302.9664961793	89536.9733840227	84211.3105365634	0.3102406713	130.3346666667	0.6000000000	
84210.6094554067	84213.6872887611	302.8173353603	89477.3413552841	84210.6094554067	0.3097149811	128.1906666667	0.6000000000	
84209.5703616738	84213.6872887611	302.2123736026	89469.2635588845	84209.5703616738	0.3095653044	128.4153333333	0.6000000000	
84208.8680329919	84213.6649072170	301.9372887730	89416.0916475455	84208.8680329919	0.3092887073	127.5960000000	0.6000000000	
84207.3656770587	84213.5276347399	300.2007222625	89368.9332392812	84207.3656770587	0.3088446982	126.4666666667	0.6000000000	
84205.5359809597	84213.4094417095	299.0613558128	89178.9443136255	84205.5359809597	0.3083433303	126.6466666667	0.6000000000	
84204.6400736769	84213.4094417095	299.0547294312	89155.5894854665	84204.6400736769	0.3072145395	122.9626666667	0.6000000000	
84203.9779628317	84213.4094417095	298.7455137218	89034.2079186440	84203.9779628317	0.3068564099	121.9233333333	0.6000000000	
