Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
91467.4067716797	91403.8321092725	565.9563465497	98061.0631283124	91467.4067716797	0.8425626575	2213.0886666667	0.0000000000	
88879.8094093800	88973.7001523376	771.6299213018	93680.8828418453	88879.8094093800	0.7539742948	2078.5206666667	0.0000000000	
87349.1296044986	87351.7308935523	633.4618868067	90795.4820459088	87349.1296044986	0.6685107949	1917.8066666667	0.0000000000	
86533.6400874456	86496.7609703541	536.6846495904	89025.9967051943	86533.6400874456	0.6048623226	1779.8793333333	0.0000000000	
86040.0265646974	86027.7223810554	429.3873460900	88394.4219673673	86040.0265646974	0.5645265365	1682.3680000000	0.0000000000	
85725.1191592216	85688.5635465384	377.1208699480	87931.2394079566	85725.1191592216	0.5355749372	1604.8446666667	0.0000000000	
85491.0157458981	85530.7028487325	344.9393705412	87768.5271939635	85491.0157458981	0.5152892005	1558.0613333333	0.0000000000	
85318.3574668566	85247.9118108749	343.5062896684	87472.8061144551	85318.3574668566	0.4933349005	1503.3560000000	0.0000000000	
85232.4927103519	85135.3771582246	329.0589756990	87324.2174730698	85232.4927103519	0.4787794859	1463.2180000000	0.0000000000	
85130.3716985385	85067.2057166696	335.3583216745	87366.5159596006	85130.3716985385	0.4706154571	1443.0286666667	0.0333333333	
85061.6980529825	84958.1918597221	346.3974314567	87259.3391164144	85061.6980529825	0.4619561411	1417.1493333333	0.0666666667	
85007.0358096560	84973.7661510706	325.7195612024	87106.6131045421	85007.0358096560	0.4568215621	1405.0680000000	0.0666666667	
84956.4930006862	84921.6286629438	338.2355845198	87054.6047565341	84956.4930006862	0.4502480663	1382.4460000000	0.1333333333	
84919.0403834979	84849.6257185936	312.9959321686	86992.8479129076	84919.0403834979	0.4449241172	1373.0620000000	0.1333333333	
84890.0729292631	84817.2308892012	325.3970663171	86914.3519077698	84890.0729292631	0.4411414158	1360.9893333333	0.1666666667	
84855.8761714896	84816.6405454278	332.9068984777	87018.2894623280	84855.8761714896	0.4355487902	1342.9606666667	0.2333333333	
