Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
90017.6690290372	90102.1798908710	668.0222823609	102957.2707354029	90017.6690290372	0.8794890596	2293.1766666667	0.0000000000	
88578.5402266185	88578.8777783513	513.3516766768	102820.9426242113	88578.5402266185	0.8630382328	2218.0460000000	0.0000000000	
87774.7154001395	87938.9980405569	488.7102737773	102690.4055715601	87774.7154001395	0.8459210156	2120.5246666667	0.0000000000	
87245.3122221430	87303.7095382810	417.2768558664	102657.8319828709	87245.3122221430	0.8300840240	2046.0573333333	0.0000000000	
86816.5100175142	86906.1158120632	389.5344787002	102324.7392001748	86816.5100175142	0.8125520016	1989.4633333333	0.0000000000	
86421.9195297360	86418.1384384632	419.8005718427	102139.9321666360	86421.9195297360	0.7962333965	1934.9026666667	0.0000000000	
86137.5906652212	86186.9790241122	407.4216637199	102088.8992602627	86137.5906652212	0.7795659633	1864.7833333333	0.0000000000	
85929.2222284277	85897.8438317776	452.4219213144	101423.6620266239	85929.2222284277	0.7638317312	1827.1586666667	0.0000000000	
85730.6670255462	85713.3913874626	478.9094177950	101145.0796056787	85730.6670255462	0.7463538572	1760.1200000000	0.0000000000	
85497.3613626758	85534.0551421046	438.3738170937	100353.2695001364	85497.3613626758	0.7297592543	1690.2013333333	0.0000000000	
85370.3119367361	85338.0236998200	441.8613593779	100353.2695001364	85370.3119367361	0.7130183894	1651.9306666667	0.0000000000	
85225.4042503238	85144.7765260935	441.3346986182	99711.6343988975	85225.4042503238	0.6972190954	1595.6333333333	0.0000000000	
85102.3677358031	85059.3422740698	433.1995660720	99609.5130735636	85102.3677358031	0.6815354207	1550.4386666667	0.0000000000	
84971.0258135200	85033.1843048334	449.0639282448	98977.0440516869	84971.0258135200	0.6635869325	1493.5353333333	0.0000000000	
84883.3936289946	84902.0340129733	457.3277024466	98410.4500234127	84883.3936289946	0.6459100904	1439.7240000000	0.0000000000	
84802.2220170498	84852.5348663330	455.3703537006	98180.3301415841	84802.2220170498	0.6293761649	1386.3440000000	0.0000000000	
84717.6586409410	84784.5731586218	451.0772014069	97834.3630704284	84717.6586409410	0.6138943373	1334.1093333333	0.0000000000	
84653.8950212796	84735.2229997516	453.1232491756	97678.7305182219	84653.8950212796	0.6003471805	1300.2946666667	0.0333333333	
84589.7825271885	84699.3872061372	446.0522058675	97128.2974263032	84589.7825271885	0.5866651176	1272.0346666667	0.0333333333	
84539.0156822403	84598.1375142932	441.0372380375	96684.5861647526	84539.0156822403	0.5739289038	1235.5760000000	0.0666666667	
84488.1075855096	84507.4301198125	427.4311009849	96094.7033396363	84488.1075855096	0.5623320381	1193.8973333333	0.0666666667	
84429.9508994818	84469.8463603854	418.0774135032	95813.9945153395	84429.9508994818	0.5508807389	1162.6500000000	0.1000000000	
84389.2701523503	84398.4311789274	412.3363025657	95582.7940020959	84389.2701523503	0.5395348159	1128.2000000000	0.1666666667	
84342.7212531368	84358.4306016564	407.3749724515	94857.2266925375	84342.7212531368	0.5285065471	1085.9993333333	0.1666666667	
84306.3729772965	84331.7366421223	403.6629380964	94567.9969553153	84306.3729772965	0.5184410370	1057.2153333333	0.2000000000	
84276.9663069646	84283.1011161208	399.3378125766	94468.2617937525	84276.9663069646	0.5081890571	1021.0586666667	0.2333333333	
84247.3070770502	84238.7829422951	390.3199750439	94341.3071844975	84247.3070770502	0.4983767298	989.8426666667	0.2333333333	
84225.6076343854	84211.6187334061	393.7701773292	94198.7659536799	84225.6076343854	0.4891512494	964.7680000000	0.2666666667	
84199.3616454800	84185.0450351834	379.1555563755	94155.1893145839	84199.3616454800	0.4810816813	938.4566666667	0.3000000000	
84179.5529446999	84140.6628713012	376.9962956817	93990.5156453450	84179.5529446999	0.4728180008	902.8166666667	0.3000000000	
84166.4591059089	84118.3058664203	380.6739976379	93767.1857401729	84166.4591059089	0.4655118753	876.0273333333	0.3000000000	
84145.3750641147	84089.0529721975	379.8557481203	93702.5724119941	84145.3750641147	0.4590479780	860.8040000000	0.3333333333	
84127.8576927384	84080.5036514997	376.6186941211	93443.1049170097	84127.8576927384	0.4531392794	842.9553333333	0.3333333333	
84112.2884064913	84052.8598070145	376.3238408980	93416.3971295953	84112.2884064913	0.4459739112	824.7746666667	0.4000000000	
84096.7497773965	84046.5315163136	366.6887208671	92981.1170559128	84096.7497773965	0.4396897501	801.2193333333	0.4333333333	
84085.9605836868	84044.6623384953	365.4538420733	92808.4121986230	84085.9605836868	0.4324797371	785.9753333333	0.4333333333	
84075.5639058352	84035.5072498322	365.4314642557	92610.8175040285	84075.5639058352	0.4267385963	766.1133333333	0.4333333333	
