Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
84586.5944165985	84609.4013914466	601.0799793694	84589.2153321703	84586.5944165985	0.0017212538	0.2013333333	0.5000000000	
84584.6359744668	84609.1564223170	601.6185247887	84587.0877948403	84584.6359744668	0.0021239025	0.3586666667	0.5000000000	
84583.3367998401	84609.1564223170	601.9149536437	84584.6742984653	84583.3367998401	0.0015298365	0.2413333333	0.5000000000	
84580.6502224008	84609.0968593955	602.9445405247	84583.9195866386	84580.6502224008	0.0018259822	0.4140000000	0.5000000000	
84579.2183920741	84608.8758423924	603.0797582976	84581.6313619415	84579.2183920741	0.0018128646	0.4273333333	0.5000000000	
84574.3376077215	84603.1059756875	596.2320940624	84586.3593648871	84574.3376077215	0.0031368283	1.2466666667	0.5000000000	
84570.6067312757	84600.4086658359	590.9728275011	84576.8853806456	84570.6067312757	0.0024091157	0.8273333333	0.5000000000	
84563.9380026857	84570.6756636500	583.6205067298	84577.4782217542	84563.9380026857	0.0026445480	0.6413333333	0.5000000000	
84559.8919472098	84565.6434640288	583.2360676770	84571.0091897845	84559.8919472098	0.0030337249	0.7686666667	0.5000000000	
84555.9498605132	84564.4456610084	583.3841962001	84561.9560242693	84555.9498605132	0.0020913400	0.7160000000	0.5000000000	
84551.9395463665	84561.1640140414	583.0371924285	84558.9720576008	84551.9395463665	0.0030824225	0.6433333333	0.5000000000	
84550.7677746813	84561.1640140414	582.7432059026	84552.3332368334	84550.7677746813	0.0012456092	0.2653333333	0.5000000000	
84548.7837639451	84560.3252485394	582.6418230908	84551.2279694279	84548.7837639451	0.0015588985	0.4126666667	0.5000000000	
84545.4269916813	84560.3252485394	580.9576163653	84550.4822326700	84545.4269916813	0.0026033301	0.4300000000	0.5000000000	
84542.3023620248	84556.1199352145	579.1536843583	84546.0074856877	84542.3023620248	0.0024086241	0.5640000000	0.5000000000	
84540.7441247503	84555.9579178691	578.4233821209	84542.8603630265	84540.7441247503	0.0014073839	0.5040000000	0.5000000000	
84538.9152990778	84554.6824440360	578.2048176891	84541.0800355673	84538.9152990778	0.0015330228	0.1966666667	0.5000000000	
84537.5236353278	84554.2488828301	578.3116918030	84539.9842556318	84537.5236353278	0.0015372673	0.2566666667	0.5000000000	
84535.8484205604	84553.5690173507	578.6085174517	84538.3969500661	84535.8484205604	0.0014458408	0.3160000000	0.5000000000	
84533.8768965999	84552.0343706012	579.0469686765	84538.9857350786	84533.8768965999	0.0024779983	0.4793333333	0.5333333333	
84531.9271694620	84550.4431024194	579.7647584422	84534.6796420217	84531.9271694620	0.0017268081	0.4613333333	0.5333333333	
84530.6239041686	84550.4431024194	580.4462289664	84532.1720948815	84530.6239041686	0.0011242545	0.2633333333	0.5333333333	
84529.5361551642	84550.4431024194	580.8117424492	84531.1967679858	84529.5361551642	0.0011283724	0.2033333333	0.5333333333	
84528.6736447612	84550.3931000829	580.0195094925	84530.0507278244	84528.6736447612	0.0012677448	0.3106666667	0.5333333333	
84527.6102249821	84550.3931000829	580.0907616687	84529.4426785906	84527.6102249821	0.0012865564	0.1333333333	0.5333333333	
84525.5425267418	84550.3931000829	580.5959963505	84530.4457665483	84525.5425267418	0.0010372712	0.1040000000	0.5333333333	
84524.0712244312	84549.8000800610	580.4856087316	84525.7789590955	84524.0712244312	0.0010010558	0.2246666667	0.5666666667	
84522.3831078410	84548.7116232514	578.7190346578	84525.0871108969	84522.3831078410	0.0009848576	0.1233333333	0.5666666667	
84521.5671274066	84548.7116232514	578.6117172197	84526.6919313868	84521.5671274066	0.0009264291	0.1113333333	0.5666666667	
84519.4579665859	84548.1690362096	578.7068304537	84525.9173346559	84519.4579665859	0.0016961438	0.5493333333	0.5666666667	
84518.3082965016	84547.3812982440	578.6826862250	84519.9837383628	84518.3082965016	0.0012727374	0.2006666667	0.5666666667	
84515.6076025963	84544.6607798338	579.1689105733	84518.9192792773	84515.6076025963	0.0020334204	0.2233333333	0.5666666667	
84514.8938908180	84542.9719716311	579.1870196581	84518.0883673827	84514.8938908180	0.0010664618	0.0686666667	0.5666666667	
84513.5556595524	84542.9719716311	579.8713894177	84514.9855349461	84513.5556595524	0.0013131752	0.1740000000	0.5666666667	
84512.7202237646	84542.9719716311	580.1123647485	84513.9890891314	84512.7202237646	0.0008883986	0.1600000000	0.5666666667	
84511.9987566272	84542.9719716311	579.8916236962	84513.3251308401	84511.9987566272	0.0013669754	0.3046666667	0.5666666667	
84510.8409296473	84542.9719716311	579.8344733653	84514.7408838073	84510.8409296473	0.0008620463	0.0906666667	0.5666666667	
84509.3902213375	84542.9719716311	578.9870339168	84511.0449660818	84509.3902213375	0.0009812693	0.0653333333	0.5666666667	
84508.7377207478	84542.5857603550	578.7897988522	84509.4677010179	84508.7377207478	0.0009036751	0.1073333333	0.5666666667	
84507.2639651100	84541.5951073170	578.2300314838	84508.8771721721	84507.2639651100	0.0006920469	0.0840000000	0.5666666667	
84506.6486325860	84541.5951073170	578.0044435049	84507.3539492488	84506.6486325860	0.0006084785	0.0413333333	0.5666666667	
84505.2543345094	84540.5645400286	577.0671000024	84506.9232172767	84505.2543345094	0.0006916486	0.0933333333	0.5666666667	
84503.6596783996	84540.5645400286	575.6915721932	84506.7480449875	84503.6596783996	0.0011465390	0.1980000000	0.5666666667	
84502.5852422913	84539.8274689913	575.3361556343	84504.4276516636	84502.5852422913	0.0006720007	0.1353333333	0.5666666667	
84501.4911176761	84538.4082585573	575.7163545535	84504.7187355161	84501.4911176761	0.0012291777	0.2700000000	0.5666666667	
84500.6116470695	84536.3094642758	575.9426109577	84502.0104475816	84500.6116470695	0.0010432848	0.3073333333	0.5666666667	
84499.3752065301	84536.3094642758	576.6479067265	84500.8140022556	84499.3752065301	0.0009810077	0.1420000000	0.5666666667	
84498.3854173620	84535.1369872689	576.6032488036	84499.7760908802	84498.3854173620	0.0010062971	0.0580000000	0.5666666667	
84497.7938613296	84535.0422367454	576.7179453326	84498.6063072085	84497.7938613296	0.0008195315	0.0600000000	0.5666666667	
84497.0087972283	84534.6649363637	576.7578277691	84498.4115190307	84497.0087972283	0.0007773751	0.1133333333	0.5666666667	
84496.3650301099	84534.3887105584	576.4915008492	84497.3173599442	84496.3650301099	0.0008034399	0.0733333333	0.5666666667	
84495.8843722939	84534.3497231603	576.4961505831	84496.7509149512	84495.8843722939	0.0005976519	0.1746666667	0.5666666667	
84495.5582500498	84534.0152755380	576.3490797339	84495.9153140585	84495.5582500498	0.0003361898	0.0000000000	0.5666666667	
84495.2354608973	84534.0152755380	576.4312318248	84495.9009304643	84495.2354608973	0.0006422477	0.1513333333	0.5666666667	
84494.8297461867	84533.8839963078	575.9557492417	84495.4356983304	84494.8297461867	0.0005875598	0.1346666667	0.5666666667	
84494.4662156701	84533.7478294969	575.8424230968	84495.0034408768	84494.4662156701	0.0007312637	0.1026666667	0.5666666667	
84494.0413629015	84532.8226312995	575.8251449421	84494.7385943929	84494.0413629015	0.0006634821	0.1200000000	0.5666666667	
84493.8247425358	84532.1222975850	575.8210544942	84494.2884678642	84493.8247425358	0.0005268054	0.0800000000	0.5666666667	
84493.5536429286	84529.4310793281	575.8028165321	84493.8575070103	84493.5536429286	0.0004648871	0.0340000000	0.5666666667	
84492.9902224739	84529.4310793281	575.7283547796	84494.0135160089	84492.9902224739	0.0007031902	0.1293333333	0.5666666667	
84491.8590544661	84528.1074658036	575.3915544376	84494.4997303685	84491.8590544661	0.0015809153	0.2793333333	0.5666666667	
84490.7152598103	84526.8410161138	575.1055069386	84492.0444922646	84490.7152598103	0.0009247728	0.1066666667	0.5666666667	
84490.4121254881	84526.6503795981	574.9824149376	84490.8651410540	84490.4121254881	0.0003299444	0.0146666667	0.5666666667	
84489.8302858074	84526.6503795981	575.0598452251	84491.0130062699	84489.8302858074	0.0005958496	0.1606666667	0.5666666667	
84489.3264723818	84526.6503795981	575.0704011669	84489.8085905115	84489.3264723818	0.0006248634	0.0513333333	0.5666666667	
84488.9954915643	84526.4053329825	575.3721030263	84489.3456587195	84488.9954915643	0.0004376076	0.0626666667	0.5666666667	
84488.8207124670	84526.1237815022	575.3050026676	84489.0162242452	84488.8207124670	0.0003516164	0.0026666667	0.6000000000	
84488.4009896715	84523.5269084573	575.0265213070	84488.8298174739	84488.4009896715	0.0005508118	0.0186666667	0.6000000000	
84487.5531156858	84523.5269084573	574.2974038542	84489.0454168121	84487.5531156858	0.0004945157	0.1226666667	0.6000000000	
84486.3940999905	84523.2206150889	574.3734856884	84487.8865120808	84486.3940999905	0.0008265268	0.1540000000	0.6000000000	
84486.1640346050	84522.7727636695	574.5069900035	84486.4338004589	84486.1640346050	0.0003819039	0.0473333333	0.6000000000	
84485.9021111329	84522.7727636695	574.6670121934	84486.1626229684	84485.9021111329	0.0002415097	0.0400000000	0.6000000000	
84485.7443855206	84522.7727636695	574.8405650742	84485.9166719516	84485.7443855206	0.0003999430	0.0366666667	0.6000000000	
84484.6394038200	84522.7727636695	575.2803619790	84485.7408426205	84484.6394038200	0.0013602845	0.1740000000	0.6000000000	
84483.8997485240	84522.1813932061	575.0531023318	84485.1758315166	84483.8997485240	0.0004726977	0.1160000000	0.6000000000	
84483.6236981551	84522.1813932061	574.9795970857	84483.9732019107	84483.6236981551	0.0004487215	0.0466666667	0.6000000000	
84483.1459561984	84521.3179156184	575.1353346384	84483.8747819265	84483.1459561984	0.0006277624	0.0740000000	0.6000000000	
84482.1185805400	84517.7565798163	575.0933893685	84483.1309278806	84482.1185805400	0.0007313857	0.1493333333	0.6333333333	
84481.8964274724	84517.7565798163	574.8184422054	84482.3804136117	84481.8964274724	0.0005693114	0.0626666667	0.6333333333	
84481.3989921411	84517.7003487945	574.6300658198	84481.9674579303	84481.3989921411	0.0004288010	0.0406666667	0.6333333333	
84481.1599677801	84517.7003487945	574.5613121297	84481.4015998443	84481.1599677801	0.0004100937	0.0440000000	0.6333333333	
84481.0177346071	84517.7003487945	574.5550480555	84481.2137256066	84481.0177346071	0.0003299595	0.0373333333	0.6333333333	
84480.4583337903	84515.3187975287	574.6620674666	84481.6473677754	84480.4583337903	0.0008215278	0.1160000000	0.6333333333	
84479.3086694678	84515.0476470590	575.8548208069	84480.2526868383	84479.3086694678	0.0008183314	0.2213333333	0.6333333333	
84478.5522470872	84514.5803287625	576.8744112428	84479.2838842670	84478.5522470872	0.0005255768	0.0606666667	0.6333333333	
84478.1749763091	84514.5803287625	577.1561447228	84478.8429079453	84478.1749763091	0.0005922269	0.1580000000	0.6333333333	
84477.3188122113	84514.5803287625	577.7746496914	84478.6031379302	84477.3188122113	0.0006999747	0.1660000000	0.6333333333	
84476.7430578669	84513.5617032647	578.0282271570	84477.6390148203	84476.7430578669	0.0010914572	0.2306666667	0.6333333333	
84475.9664733211	84513.5617032647	578.5545688393	84476.3665011525	84475.9664733211	0.0005389659	0.0133333333	0.6333333333	
84475.5113596718	84513.1575688720	578.5764170071	84475.9664733211	84475.5113596718	0.0005006497	0.0273333333	0.6333333333	
84475.0730606914	84513.1575688720	578.3984888990	84475.5209248265	84475.0730606914	0.0006331983	0.0313333333	0.6666666667	
84474.4339910150	84513.1575688720	578.9116747171	84475.1033571362	84474.4339910150	0.0003647458	0.0060000000	0.6666666667	
84473.9748971661	84513.0893841386	579.0934383431	84474.4849154353	84473.9748971661	0.0003174987	0.0973333333	0.6666666667	
84473.6906938751	84512.5705137849	579.2121373336	84474.4253735741	84473.6906938751	0.0008155107	0.0446666667	0.6666666667	
84473.4901798765	84512.4726369977	579.1575473491	84473.6906938751	84473.4901798765	0.0003915480	0.0260000000	0.6666666667	
84473.1811508536	84512.4726369977	579.3114761109	84473.5249955456	84473.1811508536	0.0005346721	0.0233333333	0.6666666667	
84472.7130545179	84511.4940956235	579.1461709522	84473.1819970409	84472.7130545179	0.0003985797	0.0093333333	0.6666666667	
84471.9594696164	84506.8320855498	579.2160676845	84473.4627518058	84471.9594696164	0.0004548905	0.0946666667	0.6666666667	
84471.7191254099	84505.5882200599	579.1266049839	84472.2167041898	84471.7191254099	0.0002269256	0.0726666667	0.6666666667	
84471.3308585684	84505.5882200599	579.1284175373	84471.7967940370	84471.3308585684	0.0003564184	0.0473333333	0.6666666667	
84469.4498633345	84505.5882200599	580.8178616059	84471.3761127989	84469.4498633345	0.0007368989	0.1153333333	0.6666666667	
