Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
89394.7286044558	89379.5658141375	584.3010648473	93172.3363038898	89394.7286044558	0.6761302808	1205.0066666667	0.0000000000	
87352.0769550403	87236.7706581950	474.7511070919	89298.5990443826	87352.0769550403	0.4897321042	735.1933333333	0.0000000000	
86339.0031137069	86312.7488598228	372.8356118764	87340.6547369560	86339.0031137069	0.3608159491	505.9393333333	0.0000000000	
85809.9103220304	85762.9692360759	372.1448952152	86401.0712473591	85809.9103220304	0.2804705792	323.9826666667	0.0000000000	
85440.1130083203	85399.8883396387	358.7822303638	85853.5770692428	85440.1130083203	0.2120788177	211.1686666667	0.0000000000	
85211.6688009103	85187.4397188425	375.6753336687	85530.4626783729	85211.6688009103	0.1602066973	135.3166666667	0.0333333333	
85054.3600363533	85040.5052006245	377.1759422728	85297.1968086561	85054.3600363533	0.1152347147	81.8206666667	0.0666666667	
84962.3704010248	84948.8924175501	386.5552498205	85109.8261193434	84962.3704010248	0.0669073837	33.1786666667	0.1000000000	
84909.4457160433	84904.1084557772	384.5006193131	85015.9667148193	84909.4457160433	0.0387593702	19.4160000000	0.1000000000	
84866.7353769143	84870.9377080202	377.6588001001	84957.2158929706	84866.7353769143	0.0336794290	12.6540000000	0.1000000000	
84830.0606072942	84836.6723224521	375.2228261033	84902.9144330819	84830.0606072942	0.0127951724	5.5320000000	0.1666666667	
84804.8139608900	84816.4743244648	376.3949930147	84830.5746600032	84804.8139608900	0.0060264937	2.5846666667	0.2333333333	
84781.9325827559	84807.3496058583	381.7833455373	84796.5436352293	84781.9325827559	0.0028026114	1.3766666667	0.2666666667	
84764.1808443268	84794.4000944495	382.6085125697	84772.2165913383	84764.1808443268	0.0019901948	1.4233333333	0.2666666667	
84746.1428080996	84782.7686086297	379.2891462516	84750.5099156499	84746.1428080996	0.0004744157	0.7380000000	0.3000000000	
84727.0580280821	84758.6099639535	383.0786834918	84729.2886483669	84727.0580280821	0.0004580534	0.7186666667	0.3000000000	
84713.6260634661	84747.1958607435	383.7159007178	84715.3945817550	84713.6260634661	0.0001865323	0.2940000000	0.3000000000	
84698.1828471025	84744.6268960834	381.9117914113	84700.8281331261	84698.1828471025	0.0003394301	0.5206666667	0.3000000000	
84685.5517275135	84722.8421345353	383.1913329808	84689.1010352969	84685.5517275135	0.0003936666	0.6013333333	0.3000000000	
84674.4512707988	84717.2148406506	385.4424643105	84675.9970268607	84674.4512707988	0.0002956935	0.4306666667	0.3000000000	
84663.4243662159	84690.4417932034	385.4428153356	84665.2090818683	84663.4243662159	0.0001605994	0.2333333333	0.3000000000	
84654.8792563875	84680.3798645735	384.5791108450	84655.3187679251	84654.8792563875	0.0001225219	0.1746666667	0.3000000000	
84647.5620996952	84675.2934917808	382.3944471035	84648.3602182070	84647.5620996952	0.0001717543	0.2626666667	0.3333333333	
84640.8660509189	84672.1216723323	382.3887544933	84641.9363451004	84640.8660509189	0.0002528116	0.3906666667	0.3333333333	
84631.4619729916	84666.8297961354	382.7073209501	84632.6406747103	84631.4619729916	0.0001110691	0.1613333333	0.3333333333	
84623.1862382094	84658.6779847741	382.7908671341	84624.0058453878	84623.1862382094	0.0001580720	0.2273333333	0.3666666667	
84616.0925747951	84647.2614333034	383.2015580777	84616.4133602381	84616.0925747951	0.0001068497	0.1340000000	0.3666666667	
84609.6761540572	84643.5807242990	385.0244774422	84611.0751819611	84609.6761540572	0.0001400890	0.2160000000	0.3666666667	
84603.9612418413	84638.3571550250	383.3706669582	84604.7499219577	84603.9612418413	0.0001406788	0.2113333333	0.3666666667	
84596.7420029640	84628.3455774188	385.3725634899	84597.4060753981	84596.7420029640	0.0000694604	0.0966666667	0.3666666667	
84590.7775926590	84625.2338513732	383.7975056227	84591.8826224407	84590.7775926590	0.0001358577	0.1893333333	0.3666666667	
84583.1954199076	84623.2531055808	383.1654066457	84584.1684824228	84583.1954199076	0.0001863791	0.2633333333	0.3666666667	
84577.5847772757	84616.2839248776	381.2820774932	84578.2582189639	84577.5847772757	0.0000855195	0.1200000000	0.3666666667	
