Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
83951.2428277731	83996.6241657734	318.7562081261	87127.8774550557	83951.2428277731	0.3772947673	1079.1586666667	0.5666666667	
83950.0679959853	83994.3290859461	319.1181450588	87328.5835155845	83950.0679959853	0.3777296518	1084.6153333333	0.5666666667	
83950.0679959853	83994.3290859461	319.1181450588	87190.9666672349	83950.0679959853	0.3763144406	1080.7026666667	0.5666666667	
83949.6506186326	83994.3290859461	319.2244986541	87413.6282370488	83949.6506186326	0.3764434962	1082.6266666667	0.5666666667	
83948.8850500186	83994.3290859461	318.6893320975	87258.6075356603	83948.8850500186	0.3750064137	1076.1466666667	0.5666666667	
83948.4319420656	83994.3290859461	319.1824015977	87172.9894955953	83948.4319420656	0.3764715616	1077.8506666667	0.5666666667	
83948.3294888337	83994.3290859461	319.2163916366	87060.5836070577	83948.3294888337	0.3760601255	1075.6420000000	0.5666666667	
83947.4363040924	83994.3290859461	320.3906425506	87174.5992950598	83947.4363040924	0.3739987879	1073.7826666667	0.5666666667	
83947.2713975112	83994.3290859461	320.1600796572	87342.3189418515	83947.2713975112	0.3787396567	1087.9820000000	0.5666666667	
83946.9914015134	83994.3290859461	319.9451358940	87241.0980045795	83946.9914015134	0.3769178396	1081.9113333333	0.5666666667	
83946.6500498851	83989.3355518579	319.9421210798	87236.5531568726	83946.6500498851	0.3771324043	1084.1953333333	0.5666666667	
83946.4991937081	83989.3355518579	319.8510735798	87304.0798184276	83946.4991937081	0.3760227991	1081.1753333333	0.5666666667	
83946.1774369081	83989.2946183681	319.5241780359	86931.2477291624	83946.1774369081	0.3735752638	1074.0533333333	0.5666666667	
83945.7423625390	83989.2946183681	319.8335487584	87153.3379695813	83945.7423625390	0.3780024505	1085.4540000000	0.5666666667	
83945.1827528079	83985.2238088846	319.9713356497	87217.3921752969	83945.1827528079	0.3755870844	1078.9653333333	0.5666666667	
83944.7354636590	83985.2238088846	320.6030969986	87293.5692933202	83944.7354636590	0.3748425037	1075.5300000000	0.5666666667	
83944.0521176656	83980.4866462946	320.3315225582	87329.2213136951	83944.0521176656	0.3770180542	1079.2760000000	0.5666666667	
83943.4687736630	83980.4866462946	319.7244545276	87222.4884492159	83943.4687736630	0.3773306601	1081.9873333333	0.5666666667	
83943.2017271717	83980.4866462946	319.7017394623	86977.9216269652	83943.2017271717	0.3720770714	1071.2920000000	0.5666666667	
83942.4843367934	83979.3313980103	319.4088701881	87078.6107811332	83942.4843367934	0.3770678734	1084.1626666667	0.6000000000	
83942.3759751519	83977.7059733868	319.4129814593	87148.9389249682	83942.3759751519	0.3768768149	1081.4820000000	0.6000000000	
83941.2487925092	83977.7059733868	319.8907339186	87270.8387966951	83941.2487925092	0.3781039979	1083.3706666667	0.6000000000	
83940.9519834320	83977.7059733868	320.2357529133	87254.1937431693	83940.9519834320	0.3777007751	1084.4993333333	0.6000000000	
83940.3821517030	83977.7059733868	320.2144910188	87295.0378246109	83940.3821517030	0.3781584596	1085.6060000000	0.6000000000	
83940.0530359149	83977.7059733868	320.3305436494	87182.8420928121	83940.0530359149	0.3783247039	1085.0413333333	0.6000000000	
83939.5172451933	83973.1048822403	320.3618118852	87158.7120049198	83939.5172451933	0.3776402303	1081.2906666667	0.6000000000	
83939.4146675865	83973.1048822403	320.2808791451	87253.8827617963	83939.4146675865	0.3759374633	1077.3660000000	0.6000000000	
