Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
89495.5622048179	89623.4296411276	394.0142729907	93127.9674793283	89495.5622048179	0.6780597000	1141.0800000000	0.0000000000	
87426.1644531290	87468.4674814343	378.8801112655	88799.1755088170	87426.1644531290	0.4367758372	601.1766666667	0.0000000000	
86517.2815909982	86557.5958684087	366.5517118723	87229.5169980327	86517.2815909982	0.3128483903	394.8960000000	0.0000000000	
85948.6988968651	85964.5300209522	381.8176538479	86412.6787307858	85948.6988968651	0.2205050381	221.4826666667	0.0000000000	
85611.7773609360	85634.9460333586	383.4085862904	85906.2423869967	85611.7773609360	0.1607574784	137.1793333333	0.0000000000	
85402.2544962168	85425.3115981817	379.5075739050	85623.4053228299	85402.2544962168	0.1132847759	72.9233333333	0.0333333333	
85275.7739737630	85350.5670115352	386.2986141059	85448.7643405795	85275.7739737630	0.0731712884	38.4953333333	0.1000000000	
85199.8401299119	85313.0327135324	400.9633623483	85339.2686294516	85199.8401299119	0.0514946873	27.7313333333	0.1666666667	
85144.2204456528	85258.2384929061	413.5993970897	85230.8418524265	85144.2204456528	0.0320062423	13.9793333333	0.2000000000	
85102.8008861343	85235.2823629975	410.4084614977	85158.4827120105	85102.8008861343	0.0205320777	8.1466666667	0.2000000000	
85060.4568324486	85147.7261886001	414.0485329477	85118.3011016250	85060.4568324486	0.0153441202	6.6466666667	0.2000000000	
85028.2813616594	85110.9080240130	419.0585047431	85058.0618397395	85028.2813616594	0.0105705677	2.9993333333	0.2333333333	
85001.3584537307	85070.5729052424	419.9561142922	85017.5459975004	85001.3584537307	0.0059666469	1.8506666667	0.2333333333	
84978.2739882668	85052.3693695664	421.6096771342	84997.8116730849	84978.2739882668	0.0052375058	2.1173333333	0.2666666667	
84954.6433327595	85027.4295851588	417.5071929776	84971.2518155575	84954.6433327595	0.0048460623	2.0153333333	0.2666666667	
84938.0145292481	85011.4599913359	420.3860767995	84948.8811159134	84938.0145292481	0.0040665053	1.4613333333	0.2666666667	
84919.7086849809	85006.3198342919	421.2268395428	84930.7967833678	84919.7086849809	0.0033906328	1.1346666667	0.2666666667	
84904.0469137828	85003.5809352994	422.0025883507	84913.7729389469	84904.0469137828	0.0028894546	0.8060000000	0.2666666667	
84891.4611101151	84995.5236718059	420.4706250770	84901.0724711418	84891.4611101151	0.0027513884	0.8586666667	0.2666666667	
84878.0385607481	84986.5778908134	417.8221040807	84886.5171407660	84878.0385607481	0.0028091204	0.8893333333	0.2666666667	
84865.7699217399	84981.1680629849	415.5233250986	84878.8142558932	84865.7699217399	0.0025845189	0.8666666667	0.2666666667	
84852.8568249941	84950.3594025970	413.6205819947	84860.9489489595	84852.8568249941	0.0026396081	0.5340000000	0.2666666667	
84843.5247548421	84937.5827893615	412.0373328818	84852.6208038131	84843.5247548421	0.0026447087	0.8060000000	0.2666666667	
84831.0194686055	84931.8984106183	410.0743570565	84842.7810046077	84831.0194686055	0.0027139038	0.7046666667	0.2666666667	
84822.4464119474	84923.2190594077	410.1529843862	84831.6648155451	84822.4464119474	0.0024023726	0.7900000000	0.3000000000	
84813.5776433349	84920.0442478061	403.5403480370	84826.8389823039	84813.5776433349	0.0033934132	0.8426666667	0.3000000000	
84802.8069346150	84915.8218696713	398.6333873423	84811.0012035569	84802.8069346150	0.0011850709	0.4666666667	0.3000000000	
84794.8917226990	84911.3869383931	396.7170030542	84803.2940958937	84794.8917226990	0.0018212618	0.6586666667	0.3333333333	
84785.2494089802	84890.9502133727	390.5205040894	84795.1846083999	84785.2494089802	0.0022715400	0.9913333333	0.3333333333	
84779.7051842014	84888.6721238494	388.6160045457	84789.1598797838	84779.7051842014	0.0017704816	0.5453333333	0.3333333333	
84774.2341509461	84884.3440011144	387.5659370412	84775.6250217557	84774.2341509461	0.0009094198	0.2440000000	0.3666666667	
84769.5546448231	84877.4468645453	386.2201956326	84772.0857496063	84769.5546448231	0.0009447983	0.4560000000	0.3666666667	
84763.3941745758	84875.4817590117	385.9982997265	84764.7950688998	84763.3941745758	0.0011430874	0.1733333333	0.3666666667	
84757.2891732057	84874.6761992574	384.9432368876	84758.7167429924	84757.2891732057	0.0010701116	0.2786666667	0.3666666667	
84752.6860812306	84866.2897393107	383.8548829322	84753.7183367213	84752.6860812306	0.0007911623	0.2833333333	0.3666666667	
84747.7209527294	84853.5807088017	382.6915585037	84749.0574209889	84747.7209527294	0.0004897088	0.2700000000	0.3666666667	
84745.3418704867	84851.0857596993	381.7659404531	84746.8675538898	84745.3418704867	0.0005068801	0.1886666667	0.3666666667	
84742.2815919916	84849.7273340821	381.6584082099	84743.2428283493	84742.2815919916	0.0006294254	0.1500000000	0.3666666667	
84738.8031553229	84842.5340816379	381.7930023423	84740.5271684130	84738.8031553229	0.0007516362	0.1533333333	0.4000000000	
84736.5213266015	84834.3054786325	381.7432326868	84736.9645163417	84736.5213266015	0.0002785365	0.1086666667	0.4000000000	
84731.6739119093	84810.4402974248	381.4996636527	84732.3398207625	84731.6739119093	0.0003351930	0.1673333333	0.4000000000	
84729.5888482531	84806.0101017356	382.1028144954	84732.4451980988	84729.5888482531	0.0005978506	0.2006666667	0.4000000000	
