4 Cost = 4.000000
4 Cost = 4.000000
4 0 4 0 0 0 0 4 0 0 Cost = 1.200000
0 0 0 0 0 0 0 0 0 0 Cost = 0.000000
0 0 0 0 0 0 0 0 0 0 Cost = 0.000000
