Data.txt	9.1000000000	4.1000000000	5.6000000000
Data.txt	9.1000000000	4.1000000000	5.6000000000
Data.txt	9.1000000000	4.1000000000	5.6000000000
Data.txt	9.1000000000	4.1000000000	5.6000000000
Data.txt	9.1000000000	4.1000000000	5.6000000000
Data.txt	9.1000000000	4.1000000000	5.6000000000
Data.txt	9.1000000000	4.1000000000	5.6000000000
Data.txt	9.1000000000	4.1000000000	5.6000000000
Data.txt	9.1000000000	4.1000000000	5.6000000000
Data.txt	9.1000000000	4.1000000000	5.6000000000
Data.txt	9.1000000000	4.1000000000	5.6000000000
Data.txt	9.1000000000	4.1000000000	5.6000000000
CDRW	9.1000000000	4.1000000000	5.6000000000
CDRW	9.1000000000	4.1000000000	5.6000000000
CDRW	9.1000000000	4.1000000000	5.6000000000
CDRW	9.1000000000	4.1000000000	5.6000000000
CDRW	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722	84904.8706501722
