0.8 5000 5.240178 5.240178e+00
0.8 5000 5.240040 5.240040e+00
0.8 5000 6.213258 6.213258e+00
0.8 5000 5.367489 5.367489e+00
0.8 5000 6.447350 6.447350e+00
0.8 5000 6.376552 6.376552e+00
0.8 5000 8.637416 8.637416e+00
0.8 5000 8.602196 8.602196e+00
0.8 5000 5.404503 5.404503e+00
0.8 5000 6.883457 6.883457e+00
0.8 5000 7.233529 7.233529e+00
0.8 5000 5.745455 5.745455e+00
0.8 5000 5.256909 5.256909e+00
0.8 5000 6.110074 6.110074e+00
0.8 5000 4.690749 4.690749e+00
0.8 5000 7.935605 7.935605e+00
0.8 5000 5.891868 5.891868e+00
0.8 5000 6.129216 6.129216e+00
0.8 5000 11.258807 1.125881e+01
0.8 5000 5.999744 5.999744e+00
0.8 5000 6.676958 6.676958e+00
0.8 5000 7.244775 7.244775e+00
0.8 5000 8.304289 8.304289e+00
0.8 5000 6.011951 6.011951e+00
0.8 5000 11.758787 1.175879e+01
0.8 5000 6.394773 6.394773e+00
0.8 5000 7.002901 7.002901e+00
0.8 5000 6.848833 6.848833e+00
0.8 5000 5.776248 5.776248e+00
0.8 5000 7.198967 7.198967e+00
4.690749e+00 1.175879e+01 6.796096e+00 6.385663e+00 1.601433e+00
