34.9858 88.0407
34.9858 78.435
28.6486 71.7579
28.6486 76.0031
28.4805 69.2665
11.3016 67.6597
11.3016 61.9502
11.3016 58.9607
11.0597 53.9699
11.0597 55.3493
11.0597 57.5464
11.0597 53.7906
11.0597 60.8739
11.0597 57.7272
11.0597 56.1706
11.0597 53.0275
11.0597 52.4703
11.0597 53.5462
11.0597 51.2763
11.0597 54.6798
11.0597 62.9618
11.0597 59.0778
11.0597 57.5538
11.0597 50.7974
11.0597 54.7203
11.0597 53.3254
11.0597 52.8353
11.0597 58.7325
11.0597 57.951
11.0597 58.4445
11.0597 64.4265
11.0597 61.8244
11.0597 63.6122
11.0597 59.4439
11.0597 59.5334
11.0597 54.255
11.0597 50.8253
11.0597 55.3412
11.0597 58.9792
11.0597 57.4358
11.0597 58.0797
11.0597 55.3376
11.0597 52.3085
11.0597 52.6587
11.0597 50.2019
11.0597 51.4433
11.0597 55.1201
11.0597 54.2401
11.0597 49.9717
11.0597 48.5186
11.0597 46.5769
11.0597 47.2667
11.0597 44.205
10.0544 39.8803
10.0544 39.7874
10.0544 47.2278
10.0544 51.1687
9.65941 49.3793
9.65941 53.0477
9.65941 55.9498
9.65941 57.0876
8.4005 56.8758
7.36391 54.8058
7.36391 52.8175
7.36391 56.464
7.0207 47.4516
7.0207 47.4352
7.0207 48.5686
7.0207 45.9885
6.52282 48.2166
6.52282 51.8293
6.52282 48.6756
6.52282 47.3219
6.52282 46.241
6.52282 46.5234
6.52282 48.6794
6.52282 50.5647
6.52282 47.3754
6.52282 54.0237
6.52282 54.4958
6.52282 46.2086
6.52282 42.6449
6.52282 43.8742
6.43439 45.0106
6.43439 43.3343
6.17837 37.2105
6.17837 37.2382
6.17837 37.9732
6.17837 42.2057
6.17837 46.0749
6.17837 40.2998
6.17837 42.8343
6.17837 40.3313
6.17837 42.2106
6.17837 39.2331
6.17837 38.0336
6.17837 40.8176
3.84044 41.9813
3.84044 39.6331
3.84044 45.5952
3.84044 47.7907
3.84044 44.7289
3.84044 46.3314
3.84044 49.1565
3.84044 48.5117
3.84044 47.7494
3.84044 50.2318
3.84044 54.1955
3.84044 55.3337
3.84044 54.272
3.84044 50.1095
3.84044 46.5955
3.84044 49.0825
3.84044 54.6897
3.84044 53.4893
3.84044 52.5821
3.84044 39.3465
3.84044 38.7447
3.22428 36.6199
3.22428 37.4194
3.22428 38.0008
3.03904 35.3449
3.03904 39.7412
3.03904 41.9147
3.03904 41.9486
3.03904 40.4063
2.9667 38.9376
2.9667 38.6373
2.9667 43.0299
2.9667 43.833
2.9667 37.5397
2.9667 41.6731
2.9667 41.7648
2.9667 46.0382
2.9667 47.3754
2.9667 42.9697
