0.9 0.6 15000 0.099873 9.987335e-02
0.9 0.6 15000 0.099873 9.987335e-02
0.9 0.6 15000 0.199873 1.998733e-01
0.9 0.6 15000 0.199873 1.998733e-01
0.9 0.6 15000 0.099873 9.987335e-02
0.9 0.6 15000 0.099873 9.987335e-02
0.9 0.6 15000 0.199873 1.998733e-01
0.9 0.6 15000 0.099873 9.987335e-02
0.9 0.6 15000 0.199873 1.998733e-01
0.9 0.6 15000 0.199873 1.998733e-01
0.9 0.6 15000 0.099873 9.987335e-02
0.9 0.6 15000 0.099873 9.987335e-02
0.9 0.6 15000 0.199873 1.998733e-01
0.9 0.6 15000 0.199873 1.998734e-01
0.9 0.6 15000 0.199873 1.998733e-01
0.9 0.6 15000 0.199873 1.998733e-01
0.9 0.6 15000 0.299873 2.998733e-01
0.9 0.6 15000 0.099873 9.987335e-02
0.9 0.6 15000 0.199873 1.998733e-01
0.9 0.6 15000 0.199873 1.998733e-01
0.9 0.6 15000 0.099873 9.987335e-02
0.9 0.6 15000 0.199873 1.998733e-01
0.9 0.6 15000 0.099873 9.987335e-02
0.9 0.6 15000 0.199873 1.998733e-01
0.9 0.6 15000 0.199873 1.998733e-01
0.9 0.6 15000 0.099873 9.987335e-02
0.9 0.6 15000 0.299873 2.998733e-01
0.9 0.6 15000 0.099873 9.987335e-02
0.9 0.6 15000 0.099873 9.987335e-02
0.9 0.6 15000 0.199873 1.998733e-01
9.987335e-02 2.998733e-01 1.632067e-01 1.998733e-01 6.046119e-02
