0.8 0.6 25000 475.179103 4.751791e+02
0.8 0.6 25000 563.195210 5.631952e+02
0.8 0.6 25000 1251.501253 1.251501e+03
0.8 0.6 25000 1034.350140 1.034350e+03
0.8 0.6 25000 1077.735850 1.077736e+03
0.8 0.6 25000 881.431221 8.814312e+02
0.8 0.6 25000 927.137847 9.271378e+02
0.8 0.6 25000 984.663192 9.846632e+02
0.8 0.6 25000 736.429932 7.364299e+02
0.8 0.6 25000 446.225975 4.462260e+02
0.8 0.6 25000 441.625450 4.416255e+02
0.8 0.6 25000 637.909221 6.379092e+02
0.8 0.6 25000 1208.428440 1.208428e+03
0.8 0.6 25000 382.585281 3.825853e+02
0.8 0.6 25000 1054.821166 1.054821e+03
0.8 0.6 25000 765.214009 7.652140e+02
0.8 0.6 25000 943.307892 9.433079e+02
0.8 0.6 25000 637.159245 6.371592e+02
0.8 0.6 25000 812.241365 8.122414e+02
0.8 0.6 25000 491.244929 4.912449e+02
0.8 0.6 25000 1102.866796 1.102867e+03
0.8 0.6 25000 839.304409 8.393044e+02
0.8 0.6 25000 966.705126 9.667051e+02
0.8 0.6 25000 421.611854 4.216119e+02
0.8 0.6 25000 1032.511156 1.032511e+03
0.8 0.6 25000 1028.590859 1.028591e+03
0.8 0.6 25000 1270.632437 1.270632e+03
0.8 0.6 25000 415.302728 4.153027e+02
0.8 0.6 25000 665.548340 6.655483e+02
0.8 0.6 25000 1480.925447 1.480925e+03
3.825853e+02 1.480925e+03 8.325462e+02 8.603678e+02 2.931452e+02
