0.9 0.4 15000 101.335465 1.013355e+02
0.9 0.4 15000 126.730334 1.267303e+02
0.9 0.4 15000 134.008677 1.340087e+02
0.9 0.4 15000 105.040807 1.050408e+02
0.9 0.4 15000 84.603149 8.460315e+01
0.9 0.4 15000 79.346995 7.934699e+01
0.9 0.4 15000 85.506548 8.550655e+01
0.9 0.4 15000 134.083346 1.340833e+02
0.9 0.4 15000 73.907447 7.390745e+01
0.9 0.4 15000 100.969313 1.009693e+02
0.9 0.4 15000 63.820051 6.382005e+01
0.9 0.4 15000 113.210800 1.132108e+02
0.9 0.4 15000 59.210899 5.921090e+01
0.9 0.4 15000 91.624560 9.162456e+01
0.9 0.4 15000 81.446877 8.144688e+01
0.9 0.4 15000 107.503317 1.075033e+02
0.9 0.4 15000 89.786989 8.978699e+01
0.9 0.4 15000 82.846182 8.284618e+01
0.9 0.4 15000 83.606783 8.360678e+01
0.9 0.4 15000 82.308601 8.230860e+01
0.9 0.4 15000 99.947372 9.994737e+01
0.9 0.4 15000 76.771696 7.677170e+01
0.9 0.4 15000 79.799594 7.979959e+01
0.9 0.4 15000 98.714150 9.871415e+01
0.9 0.4 15000 87.472736 8.747274e+01
0.9 0.4 15000 82.405381 8.240538e+01
0.9 0.4 15000 70.665220 7.066522e+01
0.9 0.4 15000 114.643487 1.146435e+02
0.9 0.4 15000 105.342493 1.053425e+02
0.9 0.4 15000 78.014450 7.801445e+01
5.921090e+01 1.340833e+02 9.248912e+01 8.648964e+01 1.872952e+01
