1.0 0.6 3041 0.000000 9.676114e-09
1.0 0.6 3099 0.000000 8.691340e-09
1.0 0.6 3056 0.000000 9.059620e-09
1.0 0.6 3113 0.000000 8.318635e-09
1.0 0.6 3055 0.000000 8.646232e-09
1.0 0.6 3116 0.000000 8.758717e-09
1.0 0.6 3122 0.000000 9.471966e-09
1.0 0.6 3083 0.000000 9.593298e-09
1.0 0.6 3164 0.000000 7.259060e-09
1.0 0.6 3162 0.000000 9.490587e-09
1.0 0.6 3174 0.000000 9.654341e-09
1.0 0.6 3182 0.000000 9.277231e-09
1.0 0.6 3226 0.000000 8.799598e-09
1.0 0.6 3294 0.000000 9.889981e-09
1.0 0.6 3251 0.000000 9.338426e-09
1.0 0.6 3272 0.000000 8.819482e-09
1.0 0.6 3102 0.000000 9.385114e-09
1.0 0.6 3182 0.000000 9.368684e-09
1.0 0.6 3157 0.000000 9.449467e-09
1.0 0.6 3200 0.000000 8.770275e-09
1.0 0.6 3157 0.000000 9.840329e-09
1.0 0.6 3171 0.000000 8.923181e-09
1.0 0.6 3243 0.000000 9.759093e-09
1.0 0.6 3224 0.000000 8.540224e-09
1.0 0.6 3173 0.000000 9.809837e-09
1.0 0.6 3241 0.000000 8.458404e-09
1.0 0.6 3170 0.000000 9.741346e-09
1.0 0.6 3114 0.000000 9.821297e-09
1.0 0.6 3170 0.000000 9.105354e-09
1.0 0.6 3245 0.000000 8.973386e-09
7.259060e-09 9.889981e-09 9.156354e-09 9.307828e-09 5.780614e-10
