16666 3.428548e-01 0.342855
16666 2.783183e+01 27.831832
16666 5.305111e+00 5.305111
16666 1.595716e+01 15.957161
16666 6.546442e+02 654.644212
16666 3.264161e+01 32.641610
16666 8.606159e+00 8.606159
16666 1.811202e+01 18.112022
16666 9.609762e+00 9.609762
16666 1.059549e+03 1059.549045
16666 6.815563e+01 68.155634
16666 1.542860e+01 15.428600
16666 9.237850e+01 92.378499
16666 3.375953e+01 33.759527
16666 2.504335e+01 25.043354
16666 7.326440e+01 73.264398
16666 8.455063e+00 8.455063
16666 2.827408e+02 282.740825
16666 4.097900e+01 40.979002
16666 1.148419e+03 1148.419235
16666 3.056504e+02 305.650370
16666 2.056555e+01 20.565549
16666 1.846882e+02 184.688156
16666 4.285770e+00 4.285770
16666 6.036150e+01 60.361500
16666 3.154398e+02 315.439771
16666 7.821919e+01 78.219192
16666 3.752036e+01 37.520357
16666 8.784141e+01 87.841407
16666 8.241278e+01 82.412778
16666 3.907293e+01 39.072928
16666 8.457043e+01 84.570431
16666 2.734467e+01 27.344672
16666 1.943396e+01 19.433962
16666 9.163397e+00 9.163397
16666 6.264901e+02 626.490118
16666 1.962870e+01 19.628702
16666 4.122950e+00 4.122950
16666 8.831422e+01 88.314220
16666 8.258410e+01 82.584097
16666 1.415513e+02 141.551325
16666 6.159062e-01 0.615906
16666 7.728334e+00 7.728334
16666 3.348938e+01 33.489375
16666 2.154856e+02 215.485558
16666 7.067016e+01 70.670161
16666 8.499464e+01 84.994644
16666 9.886013e+00 9.886013
16666 7.200236e+00 7.200236
16666 1.577919e+01 15.779190
3.428548e-01 1.148419e+03 1.277267e+02 3.563994e+01 2.412488e+02
