Funcion 0:
0.1 600 1794.491513 1.794492e+03
0.2 600 468.441491 4.684415e+02
0.3 600 392.124609 3.921246e+02
0.4 600 48.459591 4.845959e+01
0.5 600 88.550591 8.855059e+01
0.6 600 100.168364 1.001684e+02
0.7 600 99.514621 9.951462e+01
0.8 600 28.258418 2.825842e+01
0.9 600 61.475608 6.147561e+01
1.0 600 123.186808 1.231868e+02
Funcion 1:
0.1 600 9178890.646333 9.178891e+06
0.2 600 824020.078478 8.240201e+05
0.3 600 112489.963692 1.124900e+05
0.4 600 64108.941344 6.410894e+04
0.5 600 17997.097404 1.799710e+04
0.6 600 18670.708943 1.867071e+04
0.7 600 33875.560020 3.387556e+04
0.8 600 21492.812626 2.149281e+04
0.9 600 2994.853391 2.994853e+03
1.0 600 9851.444593 9.851445e+03
Funcion 2:
0.1 600 1948.027969 1.948028e+03
0.2 600 662.090153 6.620902e+02
0.3 600 82.564496 8.256450e+01
0.4 600 103.073965 1.030740e+02
0.5 600 54.549911 5.454991e+01
0.6 600 186.983714 1.869837e+02
0.7 600 85.404132 8.540413e+01
0.8 600 86.166505 8.616651e+01
0.9 600 228.714850 2.287149e+02
1.0 600 21.097835 2.109783e+01
Funcion 3:
0.1 600 19.691080 1.969108e+01
0.2 600 19.661350 1.966135e+01
0.3 600 19.572966 1.957297e+01
0.4 600 19.773507 1.977351e+01
0.5 600 6.961926 6.961926e+00
0.6 600 19.657773 1.965777e+01
0.7 600 6.799788 6.799788e+00
0.8 600 2.966896 2.966896e+00
0.9 600 19.421566 1.942157e+01
1.0 600 19.727439 1.972744e+01
Funcion 4:
0.1 600 201.461329 2.014613e+02
0.2 600 174.451692 1.744517e+02
0.3 600 131.613545 1.316135e+02
0.4 600 64.489662 6.448966e+01
0.5 600 46.998084 4.699808e+01
0.6 600 35.059969 3.505997e+01
0.7 600 30.956149 3.095615e+01
0.8 600 34.530471 3.453047e+01
0.9 600 40.779245 4.077925e+01
1.0 600 58.580253 5.858025e+01
Funcion 5:
0.1 600 22.687801 2.268780e+01
0.2 600 3.233943 3.233943e+00
0.3 600 3.833302 3.833302e+00
0.4 600 3.551372 3.551372e+00
0.5 600 2.151893 2.151893e+00
0.6 600 2.682299 2.682299e+00
0.7 600 2.516595 2.516595e+00
0.8 600 2.393285 2.393285e+00
0.9 600 2.462727 2.462727e+00
1.0 600 1.711153 1.711153e+00
Funcion 6:
0.1 600 45988544.667099 4.598854e+07
0.2 600 321846.488257 3.218465e+05
0.3 600 632047.276743 6.320473e+05
0.4 600 623261.938799 6.232619e+05
0.5 600 22789.537787 2.278954e+04
0.6 600 53121.833534 5.312183e+04
0.7 600 143699.880502 1.436999e+05
0.8 600 233374.442622 2.333744e+05
0.9 600 12424.793812 1.242479e+04
1.0 600 18321.206328 1.832121e+04
Funcion 7:
0.1 600 19.773759 1.977376e+01
0.2 600 10.014804 1.001480e+01
0.3 600 10.600713 1.060071e+01
0.4 600 7.053151 7.053151e+00
0.5 600 7.469104 7.469104e+00
0.6 600 6.380509 6.380509e+00
0.7 600 6.935333 6.935333e+00
0.8 600 9.013827 9.013827e+00
0.9 600 9.334480 9.334480e+00
1.0 600 7.884255 7.884255e+00
Funcion 8:
0.1 600 0.096129 9.612927e-02
0.2 600 0.024485 2.448527e-02
0.3 600 0.007515 7.514607e-03
0.4 600 0.007379 7.379359e-03
0.5 600 0.008064 8.064269e-03
0.6 600 0.001219 1.218779e-03
0.7 600 0.004618 4.618387e-03
0.8 600 0.004195 4.195358e-03
0.9 600 0.002009 2.008913e-03
1.0 600 0.004016 4.016295e-03
Funcion 9:
0.1 600 6.056653 6.056653e+00
0.2 600 3.702025 3.702025e+00
0.3 600 2.999876 2.999876e+00
0.4 600 2.400018 2.400018e+00
0.5 600 2.000050 2.000050e+00
0.6 600 1.799873 1.799873e+00
0.7 600 2.399873 2.399873e+00
0.8 600 1.899873 1.899873e+00
0.9 600 1.599873 1.599873e+00
1.0 600 1.499873 1.499873e+00
