MonoObjective Genetic Algorithm
Number of Evaluations = 0
Mutation Probability = 0.0100000000000000002
Crossover Probability = 0.5
Population Size = 100
Survival Selection Type = 16

Time =  300.215867000000003

Current Evaluation = 93100
Front Size = 100
7 9 2 5 6 8 1 4 3 4 5 3 2 1 9 8 6 7 8 6 1 3 7 4 9 5 2 6 2 5 8 9 3 7 1 4 3 7 9 1 4 2 6 8 5 1 4 8 7 5 6 2 3 9 2 8 4 9 3 1 5 7 6 9 3 7 6 8 5 4 2 1 5 1 6 4 2 7 3 9 8 1 16 
7 9 4 8 6 2 5 1 3 5 2 3 7 1 9 8 6 4 8 6 1 3 5 4 7 9 2 6 2 5 9 4 3 1 7 8 3 8 9 1 2 7 6 4 5 1 4 7 5 8 6 2 3 9 2 1 7 4 3 8 9 5 6 9 3 8 6 7 5 4 2 1 4 5 6 2 9 1 3 8 7 3 39 
7 9 6 5 1 2 8 4 3 4 2 3 8 9 7 1 6 5 8 5 1 3 6 4 9 7 2 9 7 5 2 8 3 6 1 4 3 6 2 1 4 9 7 5 8 1 4 8 7 5 6 2 3 9 2 1 7 4 3 8 5 9 6 9 3 8 6 7 5 4 2 1 6 5 4 9 2 1 3 8 7 4 38 
7 9 6 2 5 8 1 4 3 4 2 3 9 1 7 8 6 5 8 5 1 3 6 4 7 9 2 9 8 5 7 2 3 6 1 4 3 6 2 1 4 9 5 8 7 1 4 7 5 8 6 2 3 9 2 7 4 8 3 1 9 5 6 9 3 8 6 7 5 4 2 1 5 1 6 4 9 2 3 7 8 3 32 
7 9 4 2 6 8 5 4 3 5 2 3 7 1 3 1 6 8 8 6 1 5 9 4 9 7 2 9 8 5 8 7 2 3 7 8 3 6 2 1 4 9 6 5 4 1 4 7 3 5 6 2 1 9 2 1 4 4 3 9 7 8 6 9 3 7 6 8 5 4 2 1 5 8 6 2 1 7 9 3 5 26 38 
7 9 6 5 2 1 8 4 3 4 2 3 7 8 9 1 6 5 8 5 1 3 6 4 7 9 2 6 2 5 8 4 9 3 1 7 3 8 9 1 2 7 6 5 4 1 4 7 3 5 6 2 8 9 2 1 4 9 3 8 5 7 6 9 3 8 6 7 5 4 2 1 5 6 7 4 1 2 9 3 8 6 35 
7 9 4 5 2 1 8 1 3 5 2 3 3 7 8 9 6 4 8 6 1 9 6 4 5 7 2 9 6 5 7 2 3 1 3 7 3 8 2 1 4 9 6 4 5 1 4 7 8 5 6 2 8 9 2 5 8 4 3 7 7 9 6 9 3 7 6 8 5 4 2 1 4 1 6 9 1 2 3 5 8 15 36 
7 9 2 5 1 8 1 4 3 4 5 3 9 2 3 7 6 8 8 6 1 7 6 4 9 5 2 9 2 5 4 7 8 6 3 7 3 7 6 1 2 9 5 8 4 1 4 8 3 5 6 2 1 9 2 1 8 4 3 7 5 9 6 9 3 7 6 8 5 4 2 1 5 6 4 2 9 1 8 3 7 15 34 
7 9 6 2 1 8 1 4 3 5 2 4 3 9 7 9 6 8 8 3 1 5 6 4 7 5 2 6 7 5 8 4 3 6 3 8 3 2 9 1 9 2 5 7 4 1 4 8 5 7 6 2 1 9 2 5 7 4 3 9 5 7 6 9 3 8 6 8 5 4 2 1 1 6 4 7 2 1 3 9 8 126 36 
7 9 2 8 6 1 5 4 3 4 5 3 9 2 7 1 6 8 8 6 1 3 5 4 7 9 2 6 7 5 2 9 3 1 8 4 3 2 9 1 4 8 6 7 5 1 4 8 5 7 6 2 3 9 2 1 4 7 3 9 8 5 6 9 3 7 6 8 5 4 2 1 5 8 6 4 1 2 9 3 7 3 31 
7 9 2 5 6 8 1 4 3 4 5 3 2 1 7 9 6 8 8 6 1 3 9 4 5 7 2 9 8 5 7 2 3 6 1 4 3 2 6 1 4 9 8 5 7 1 4 7 8 5 6 2 3 9 2 5 8 4 3 1 7 9 6 9 3 7 6 8 5 4 2 1 6 1 4 9 7 2 3 8 5 4 29 
7 9 6 2 1 8 5 8 3 4 2 3 5 9 7 1 6 4 8 5 1 3 6 4 9 7 2 6 2 5 9 4 3 8 1 7 3 8 9 1 7 2 6 4 5 1 4 7 8 5 6 2 3 9 2 1 8 4 3 9 7 5 6 9 3 7 6 8 5 4 2 1 5 6 4 7 2 1 3 9 8 5 31 
7 9 4 8 6 2 1 5 3 5 2 3 7 1 9 8 6 4 8 6 1 3 5 4 9 7 2 9 7 5 2 4 3 6 1 8 3 6 2 1 9 8 5 4 7 1 4 8 5 7 6 2 3 9 2 5 4 9 3 1 7 8 6 9 3 7 6 8 5 4 2 1 1 8 6 4 2 7 3 9 5 5 31 
7 9 2 5 6 2 8 1 3 4 5 3 7 8 1 5 6 4 8 6 1 3 9 4 9 7 2 6 8 5 9 2 3 1 4 7 3 2 9 1 4 7 6 5 8 1 4 7 8 5 6 2 3 9 2 1 4 4 3 9 7 8 6 9 3 8 6 7 5 4 2 1 5 7 6 2 1 8 3 9 5 7 31 
7 9 6 2 5 1 8 4 3 4 2 3 8 9 7 1 6 5 8 5 1 3 6 4 9 7 2 6 2 5 9 4 3 7 1 8 3 7 9 1 2 8 6 5 4 1 4 8 5 7 6 2 3 9 2 1 4 7 3 9 5 8 6 9 3 7 6 8 5 4 2 1 5 8 6 4 1 2 3 9 7 3 26 
7 9 4 5 1 2 1 4 3 5 2 3 7 9 8 5 6 8 8 6 1 3 6 4 9 7 2 9 6 5 2 4 7 3 8 4 3 8 2 1 5 9 6 5 7 1 4 7 3 8 6 2 1 9 2 5 7 4 3 1 7 9 6 9 3 8 6 7 5 4 2 1 4 1 6 8 9 2 8 3 5 17 31 
7 9 2 8 5 2 8 1 3 4 5 3 3 1 9 7 6 4 8 6 1 7 6 4 9 5 2 9 6 5 9 2 3 1 4 8 3 7 2 1 4 8 6 7 5 1 4 8 5 7 6 2 3 9 2 8 4 4 3 7 5 9 6 9 3 7 6 8 5 4 2 1 5 1 6 2 9 1 3 8 7 13 30 
7 9 6 5 2 8 1 4 3 4 2 3 9 1 3 7 6 8 8 5 1 7 6 4 5 9 2 6 2 5 8 9 7 3 1 4 3 7 9 1 4 2 6 8 5 1 4 8 3 5 6 2 7 9 2 1 7 4 3 9 8 5 6 9 3 8 6 7 5 4 2 1 5 6 4 2 8 1 9 3 7 5 28 
